"_id","city","country","delay","endNode","id","length","level","line","pubMillis","roadType","segments","severity","speed","speedKMH","street","turnType","type","updateMillis","uuid","startNode"
2071547972,,"BR",91,"Lagoa Seca",2071547972,1734,2,"[{""x"":-35.865457,""y"":-7.18282},{""x"":-35.865414,""y"":-7.182668},{""x"":-35.865003,""y"":-7.181095},{""x"":-35.86482,""y"":-7.180355},{""x"":-35.864683,""y"":-7.179916},{""x"":-35.864606,""y"":-7.179724},{""x"":-35.864394,""y"":-7.179341},{""x"":-35.863908,""y"":-7.178548},{""x"":-35.863745,""y"":-7.178322},{""x"":-35.863605,""y"":-7.178165},{""x"":-35.863423,""y"":-7.178005},{""x"":-35.863187,""y"":-7.177832},{""x"":-35.860706,""y"":-7.176289},{""x"":-35.860491,""y"":-7.176127},{""x"":-35.860298,""y"":-7.175932},{""x"":-35.860148,""y"":-7.175749},{""x"":-35.860035,""y"":-7.175546},{""x"":-35.859936,""y"":-7.175318},{""x"":-35.85988,""y"":-7.175105},{""x"":-35.859837,""y"":-7.17486},{""x"":-35.859815,""y"":-7.17458},{""x"":-35.859805,""y"":-7.174176},{""x"":-35.85982,""y"":-7.17162},{""x"":-35.859799,""y"":-7.170971},{""x"":-35.859745,""y"":-7.170465},{""x"":-35.859638,""y"":-7.169965},{""x"":-35.859485,""y"":-7.169473}]",1549971438627,6,"[{""fromNode"":228019578,""ID"":273361457,""toNode"":228019575,""isForward"":true},{""fromNode"":228019575,""ID"":308499718,""toNode"":251204070,""isForward"":true},{""fromNode"":251204070,""ID"":308499719,""toNode"":177115494,""isForward"":true}]",0,8.85,31.86,"BR-104","NONE","NONE",1549972090106,2071547972,"Lagoa Seca"
2093508077,"Campina Grande","BR",68,"R. João Quirino",2093508077,714,2,"[{""x"":-35.869837,""y"":-7.230397},{""x"":-35.869959,""y"":-7.230439},{""x"":-35.870489,""y"":-7.230865},{""x"":-35.870908,""y"":-7.231205},{""x"":-35.871041,""y"":-7.231322},{""x"":-35.87127,""y"":-7.231515},{""x"":-35.871415,""y"":-7.231639},{""x"":-35.871516,""y"":-7.231708},{""x"":-35.873355,""y"":-7.23322},{""x"":-35.873435,""y"":-7.233348},{""x"":-35.873506,""y"":-7.233405},{""x"":-35.874871,""y"":-7.234418}]",1549971438715,2,"[{""fromNode"":221620935,""ID"":356563562,""toNode"":221620928,""isForward"":false},{""fromNode"":221620928,""ID"":356563631,""toNode"":221744128,""isForward"":true},{""fromNode"":221744128,""ID"":264967632,""toNode"":221620932,""isForward"":true},{""fromNode"":221620932,""ID"":356567269,""toNode"":281555659,""isForward"":true},{""fromNode"":281555659,""ID"":356578317,""toNode"":281555822,""isForward"":false},{""fromNode"":281555822,""ID"":356585712,""toNode"":220185209,""isForward"":true},{""fromNode"":220185209,""ID"":201315445,""toNode"":182839890,""isForward"":false},{""fromNode"":182839890,""ID"":263417658,""toNode"":159785019,""isForward"":false}]",0,4.433333333333334,15.96,"R. Raimundo Nonato de Araújo","NONE","NONE",1549972090166,2093508077,
2093509677,"Campina Grande","BR",111,"R. Giló Guedes",2093509677,263,3,"[{""x"":-35.876142,""y"":-7.222499},{""x"":-35.875988,""y"":-7.222393},{""x"":-35.875554,""y"":-7.222173},{""x"":-35.875411,""y"":-7.222082},{""x"":-35.875265,""y"":-7.221933},{""x"":-35.875186,""y"":-7.22178},{""x"":-35.874923,""y"":-7.220651}]",1549971440132,6,"[{""fromNode"":204461045,""ID"":237933492,""toNode"":159784894,""isForward"":true}]",0,1.9472222222222222,7.01,"Av. Manoel Gonçalves Guimarães","NONE","NONE",1549971626380,2093509677,
2099360726,"Campina Grande","BR",99,"R. Irineu Joffily",2099360726,324,3,"[{""x"":-35.887311,""y"":-7.221709},{""x"":-35.887117,""y"":-7.221641},{""x"":-35.886454,""y"":-7.221378},{""x"":-35.885977,""y"":-7.221184},{""x"":-35.885234,""y"":-7.220904},{""x"":-35.884585,""y"":-7.220651}]",1549971622123,1,"[{""fromNode"":186088380,""ID"":207338919,""toNode"":159783723,""isForward"":true},{""fromNode"":159783723,""ID"":207338909,""toNode"":186088377,""isForward"":true},{""fromNode"":186088377,""ID"":207338910,""toNode"":159783810,""isForward"":true},{""fromNode"":159783810,""ID"":156548959,""toNode"":159783920,""isForward"":true},{""fromNode"":159783920,""ID"":156549067,""toNode"":159783998,""isForward"":true}]",0,2.4472222222222224,8.81,"R. Treze de Maio","NONE","NONE",1549971622124,2099360726,
2074247051,"Campina Grande","BR",70,"R. Santa Clara",2074247051,942,2,"[{""x"":-35.899758,""y"":-7.219546},{""x"":-35.899,""y"":-7.219749},{""x"":-35.898264,""y"":-7.219934},{""x"":-35.897109,""y"":-7.220226},{""x"":-35.895657,""y"":-7.220603},{""x"":-35.895266,""y"":-7.220702},{""x"":-35.89422,""y"":-7.220968},{""x"":-35.89257,""y"":-7.221386},{""x"":-35.891504,""y"":-7.221659}]",1549971437537,2,"[{""fromNode"":159782476,""ID"":156546788,""toNode"":159782549,""isForward"":false},{""fromNode"":159782549,""ID"":156546963,""toNode"":159782656,""isForward"":false},{""fromNode"":159782656,""ID"":156547108,""toNode"":159782753,""isForward"":false},{""fromNode"":159782753,""ID"":156547352,""toNode"":159782906,""isForward"":false},{""fromNode"":159782906,""ID"":156547573,""toNode"":159783047,""isForward"":false},{""fromNode"":159783047,""ID"":156547666,""toNode"":159783106,""isForward"":false},{""fromNode"":159783106,""ID"":156547805,""toNode"":159783202,""isForward"":false},{""fromNode"":159783202,""ID"":156548058,""toNode"":159783356,""isForward"":false}]",0,5.180555555555555,18.65,"R. Rodrigues Alves","NONE","NONE",1549973608600,2074247051,
2099291436,"Campina Grande","BR",69,"R. Dom Pedro II",2099291436,436,2,"[{""x"":-35.897895,""y"":-7.223217},{""x"":-35.897718,""y"":-7.222578},{""x"":-35.897502,""y"":-7.22181},{""x"":-35.897328,""y"":-7.221035},{""x"":-35.897109,""y"":-7.220226},{""x"":-35.896894,""y"":-7.219406}]",1549971442033,2,"[{""fromNode"":159782660,""ID"":156547184,""toNode"":159782681,""isForward"":true},{""fromNode"":159782681,""ID"":156547216,""toNode"":159782723,""isForward"":true},{""fromNode"":159782723,""ID"":156547254,""toNode"":159782836,""isForward"":true},{""fromNode"":159782836,""ID"":156547295,""toNode"":159782753,""isForward"":true},{""fromNode"":159782753,""ID"":156547353,""toNode"":159782780,""isForward"":true}]",0,3.397222222222222,12.23,"R. Duque de Caxias","NONE","NONE",1549972096203,2099291436,
2079651489,"Campina Grande","BR",105,"R. Quinze de Novembro",2079651489,502,3,"[{""x"":-35.895682,""y"":-7.212569},{""x"":-35.89526,""y"":-7.211613},{""x"":-35.8949,""y"":-7.210839},{""x"":-35.894524,""y"":-7.210041},{""x"":-35.894165,""y"":-7.209288},{""x"":-35.893741,""y"":-7.20846}]",1549971442112,1,"[{""fromNode"":159782976,""ID"":156547576,""toNode"":159783039,""isForward"":true},{""fromNode"":159783039,""ID"":156547642,""toNode"":159783061,""isForward"":true},{""fromNode"":159783061,""ID"":156547700,""toNode"":159783108,""isForward"":true},{""fromNode"":159783108,""ID"":156547760,""toNode"":159783075,""isForward"":true},{""fromNode"":159783075,""ID"":156547817,""toNode"":159783109,""isForward"":true}]",0,2.716666666666667,9.780000000000001,"R. Ver. Manoel Uchôa","NONE","NONE",1549972096255,2079651489,
2099291586,"Campina Grande","BR",144,"R. Olinda",2099291586,376,3,"[{""x"":-35.929111,""y"":-7.23217},{""x"":-35.928556,""y"":-7.233549},{""x"":-35.928467,""y"":-7.233759},{""x"":-35.928387,""y"":-7.233961},{""x"":-35.928235,""y"":-7.234369},{""x"":-35.927818,""y"":-7.235326}]",1549971442170,1,"[{""fromNode"":203308389,""ID"":156541492,""toNode"":159779029,""isForward"":false},{""fromNode"":159779029,""ID"":156541563,""toNode"":159779078,""isForward"":false},{""fromNode"":159779078,""ID"":156541579,""toNode"":159778957,""isForward"":false},{""fromNode"":159778957,""ID"":156541592,""toNode"":159778983,""isForward"":false},{""fromNode"":159778983,""ID"":156541621,""toNode"":159779116,""isForward"":false}]",0,1.8777777777777778,6.76,"R. Santarém","NONE","NONE",1549971628198,2099291586,
2127552185,"Campina Grande","BR",89,"Av. João Suassuna",2127552185,685,2,"[{""x"":-35.894022,""y"":-7.220143},{""x"":-35.893802,""y"":-7.219317},{""x"":-35.893562,""y"":-7.218322},{""x"":-35.893319,""y"":-7.217303},{""x"":-35.892804,""y"":-7.216338},{""x"":-35.892286,""y"":-7.215159},{""x"":-35.891918,""y"":-7.21435}]",1549971442698,2,"[{""fromNode"":159783058,""ID"":156547836,""toNode"":159783080,""isForward"":true},{""fromNode"":159783080,""ID"":156547865,""toNode"":159783118,""isForward"":true},{""fromNode"":159783118,""ID"":236944408,""toNode"":159783136,""isForward"":false},{""fromNode"":159783136,""ID"":156547937,""toNode"":159783285,""isForward"":true},{""fromNode"":159783285,""ID"":156548022,""toNode"":159783325,""isForward"":true},{""fromNode"":159783325,""ID"":156548113,""toNode"":159783298,""isForward"":true}]",0,3.6972222222222224,13.31,"R. Antenor Navarro","NONE","NONE",1549972096598,2127552185,
2127552195,"Campina Grande","BR",61,"Av. Pres. João Pessoa",2127552195,535,2,"[{""x"":-35.898871,""y"":-7.215914},{""x"":-35.897408,""y"":-7.216257},{""x"":-35.897188,""y"":-7.216266},{""x"":-35.896938,""y"":-7.216232},{""x"":-35.89587,""y"":-7.215961},{""x"":-35.89435,""y"":-7.215541},{""x"":-35.894178,""y"":-7.215452}]",1549971442706,2,"[{""fromNode"":159782510,""ID"":156546995,""toNode"":159782678,""isForward"":false},{""fromNode"":159782678,""ID"":156547345,""toNode"":159782900,""isForward"":true},{""fromNode"":159782900,""ID"":156547788,""toNode"":159783053,""isForward"":true}]",0,4.241666666666666,15.27,"R. Ver. Arrojado Lisboa","NONE","NONE",1549971628673,2127552195,
2097832324,"Campina Grande","BR",84,"Pç. Cel. Antônio Pessoa",2097832324,328,3,"[{""x"":-35.884738,""y"":-7.219917},{""x"":-35.884585,""y"":-7.220651},{""x"":-35.8844,""y"":-7.221724},{""x"":-35.884223,""y"":-7.222839}]",1549971442884,1,"[{""fromNode"":159783881,""ID"":254092151,""toNode"":159783998,""isForward"":false},{""fromNode"":159783998,""ID"":156549170,""toNode"":159784027,""isForward"":false},{""fromNode"":159784027,""ID"":156549197,""toNode"":159784004,""isForward"":false}]",0,2.6194444444444445,9.43,"R. Irineu Joffily","NONE","NONE",1549971628785,2097832324,
2074468321,"Campina Grande","BR",69,"R. Dr. Antônio Sá",2074468321,366,2,"[{""x"":-35.883056,""y"":-7.219318},{""x"":-35.882536,""y"":-7.21935},{""x"":-35.882155,""y"":-7.219371},{""x"":-35.881726,""y"":-7.219347},{""x"":-35.881372,""y"":-7.219289},{""x"":-35.88129,""y"":-7.219253},{""x"":-35.881002,""y"":-7.219127},{""x"":-35.880794,""y"":-7.219008},{""x"":-35.880453,""y"":-7.218833},{""x"":-35.879937,""y"":-7.218537}]",1549971628901,1,"[{""fromNode"":231103899,""ID"":278312410,""toNode"":159784172,""isForward"":true},{""fromNode"":159784172,""ID"":156549504,""toNode"":159784281,""isForward"":true},{""fromNode"":159784281,""ID"":278313366,""toNode"":231104506,""isForward"":true},{""fromNode"":231104506,""ID"":278313367,""toNode"":159784313,""isForward"":true},{""fromNode"":159784313,""ID"":156549742,""toNode"":159784410,""isForward"":true},{""fromNode"":159784410,""ID"":156549769,""toNode"":159784441,""isForward"":true},{""fromNode"":159784441,""ID"":156549832,""toNode"":159784478,""isForward"":true}]",0,3.011111111111111,10.84,"R. Afonso Campos","NONE","NONE",1549971628901,2074468321,
2071552432,"Campina Grande","BR",71,"Av. Pres. Getúlio Vargas",2071552432,437,2,"[{""x"":-35.889663,""y"":-7.214308},{""x"":-35.89015,""y"":-7.215187},{""x"":-35.890624,""y"":-7.215972},{""x"":-35.891092,""y"":-7.216822},{""x"":-35.891621,""y"":-7.217751}]",1549971442919,1,"[{""fromNode"":159783459,""ID"":156548402,""toNode"":159783418,""isForward"":false},{""fromNode"":159783418,""ID"":156548352,""toNode"":159783392,""isForward"":false},{""fromNode"":159783392,""ID"":156548288,""toNode"":159783335,""isForward"":false},{""fromNode"":159783335,""ID"":156548206,""toNode"":159783283,""isForward"":false}]",0,3.536111111111111,12.73,"R. Siqueira Campos","NONE","NONE",1549972096698,2071552432,
2074123891,"Campina Grande","BR",65,"R. Guilhermino Barbosa",2074123891,388,3,"[{""x"":-35.882494,""y"":-7.238301},{""x"":-35.883763,""y"":-7.238382},{""x"":-35.883977,""y"":-7.238382},{""x"":-35.884351,""y"":-7.238389},{""x"":-35.885157,""y"":-7.238437},{""x"":-35.885787,""y"":-7.238471},{""x"":-35.885988,""y"":-7.238549}]",1549971434114,1,"[{""fromNode"":182106444,""ID"":199651508,""toNode"":181797890,""isForward"":false},{""fromNode"":181797890,""ID"":198914851,""toNode"":181797913,""isForward"":true},{""fromNode"":181797913,""ID"":247886829,""toNode"":210797251,""isForward"":true},{""fromNode"":210797251,""ID"":262532504,""toNode"":220170733,""isForward"":true},{""fromNode"":220170733,""ID"":262532793,""toNode"":220170875,""isForward"":true},{""fromNode"":220170875,""ID"":262532794,""toNode"":231109576,""isForward"":true}]",0,2.6333333333333333,9.48,"R. Luiza Bezerra Motta","NONE","NONE",1549972088998,2074123891,
2079544369,,"BR",87,"Lagoa Seca",2079544369,2055,2,"[{""x"":-35.859485,""y"":-7.169473},{""x"":-35.859638,""y"":-7.169965},{""x"":-35.859745,""y"":-7.170465},{""x"":-35.859799,""y"":-7.170971},{""x"":-35.85982,""y"":-7.17162},{""x"":-35.859805,""y"":-7.174176},{""x"":-35.859815,""y"":-7.17458},{""x"":-35.859837,""y"":-7.17486},{""x"":-35.85988,""y"":-7.175105},{""x"":-35.859936,""y"":-7.175318},{""x"":-35.860035,""y"":-7.175546},{""x"":-35.860148,""y"":-7.175749},{""x"":-35.860298,""y"":-7.175932},{""x"":-35.860491,""y"":-7.176127},{""x"":-35.860706,""y"":-7.176289},{""x"":-35.863187,""y"":-7.177832},{""x"":-35.863423,""y"":-7.178005},{""x"":-35.863605,""y"":-7.178165},{""x"":-35.863745,""y"":-7.178322},{""x"":-35.863908,""y"":-7.178548},{""x"":-35.864394,""y"":-7.179341},{""x"":-35.864606,""y"":-7.179724},{""x"":-35.864683,""y"":-7.179916},{""x"":-35.86482,""y"":-7.180355},{""x"":-35.865003,""y"":-7.181095},{""x"":-35.865414,""y"":-7.182668},{""x"":-35.865457,""y"":-7.18282},{""x"":-35.865498,""y"":-7.182965},{""x"":-35.865707,""y"":-7.183713},{""x"":-35.865759,""y"":-7.183897},{""x"":-35.865795,""y"":-7.184036},{""x"":-35.866212,""y"":-7.185619}]",1549971434454,6,"[{""fromNode"":177115494,""ID"":308499719,""toNode"":251204070,""isForward"":false},{""fromNode"":251204070,""ID"":308499718,""toNode"":228019575,""isForward"":false},{""fromNode"":228019575,""ID"":273361457,""toNode"":228019578,""isForward"":false},{""fromNode"":228019578,""ID"":313459010,""toNode"":254469973,""isForward"":false},{""fromNode"":254469973,""ID"":313459039,""toNode"":254469990,""isForward"":false},{""fromNode"":254469990,""ID"":313459038,""toNode"":228019577,""isForward"":false},{""fromNode"":228019577,""ID"":273361459,""toNode"":228019579,""isForward"":false},{""fromNode"":228019579,""ID"":273361458,""toNode"":177115781,""isForward"":false}]",1,10.269444444444444,36.97,"BR-104","NONE","NONE",1549972091635,2079544369,"Lagoa Seca"
2078326670,"Campina Grande","BR",119,"R. Dr. Antônio Sá",2078326670,833,3,"[{""x"":-35.887308,""y"":-7.221136},{""x"":-35.886184,""y"":-7.220598},{""x"":-35.885061,""y"":-7.22007},{""x"":-35.884738,""y"":-7.219917},{""x"":-35.883789,""y"":-7.219467},{""x"":-35.882705,""y"":-7.218964},{""x"":-35.881625,""y"":-7.218471},{""x"":-35.881161,""y"":-7.218259},{""x"":-35.880479,""y"":-7.217933}]",1549971437479,2,"[{""fromNode"":159783701,""ID"":156548757,""toNode"":159783785,""isForward"":true},{""fromNode"":159783785,""ID"":183596328,""toNode"":174128886,""isForward"":true},{""fromNode"":174128886,""ID"":183596329,""toNode"":159783881,""isForward"":true},{""fromNode"":159783881,""ID"":156549150,""toNode"":159784052,""isForward"":true},{""fromNode"":159784052,""ID"":156549311,""toNode"":159784142,""isForward"":true},{""fromNode"":159784142,""ID"":278313364,""toNode"":231104505,""isForward"":true},{""fromNode"":231104505,""ID"":278313365,""toNode"":159784271,""isForward"":true},{""fromNode"":159784271,""ID"":156549719,""toNode"":159784411,""isForward"":true}]",0,4.094444444444444,14.739999999999998,"Av. Mal. Floriano Peixoto","NONE","NONE",1549972089844,2078326670,
2071552712,"Campina Grande","BR",89,"R. João Florentino de Carvalho",2071552712,542,2,"[{""x"":-35.880453,""y"":-7.218833},{""x"":-35.879837,""y"":-7.219637},{""x"":-35.879676,""y"":-7.219842},{""x"":-35.878593,""y"":-7.221245},{""x"":-35.877972,""y"":-7.22209},{""x"":-35.877462,""y"":-7.222715}]",1549971443184,1,"[{""fromNode"":159784441,""ID"":156549831,""toNode"":159784484,""isForward"":true},{""fromNode"":159784484,""ID"":156549922,""toNode"":159784490,""isForward"":true},{""fromNode"":159784490,""ID"":156549945,""toNode"":159784541,""isForward"":true},{""fromNode"":159784541,""ID"":156550162,""toNode"":159784551,""isForward"":true},{""fromNode"":159784551,""ID"":198000789,""toNode"":159784556,""isForward"":false}]",0,3.466666666666667,12.48,"R. Vila Nova da Rainha","NONE","NONE",1549972097243,2071552712,
2093513737,"Campina Grande","BR",94,"R. Vila Nova da Rainha",2093513737,406,3,"[{""x"":-35.883317,""y"":-7.220332},{""x"":-35.882118,""y"":-7.220234},{""x"":-35.880565,""y"":-7.219993},{""x"":-35.880409,""y"":-7.219971},{""x"":-35.879676,""y"":-7.219842}]",1549971444445,1,"[{""fromNode"":159784144,""ID"":156549379,""toNode"":159784197,""isForward"":true},{""fromNode"":159784197,""ID"":156549581,""toNode"":159784322,""isForward"":true},{""fromNode"":159784322,""ID"":156549812,""toNode"":159784471,""isForward"":true},{""fromNode"":159784471,""ID"":156549844,""toNode"":159784490,""isForward"":true}]",0,2.838888888888889,10.22,"R. Cel. João Lourenço Porto","NONE","NONE",1549972097797,2093513737,
2079656549,"Campina Grande","BR",92,"R. Pedro Otávio de Farias Leite",2079656549,471,2,"[{""x"":-35.896433,""y"":-7.249628},{""x"":-35.896541,""y"":-7.248888},{""x"":-35.896696,""y"":-7.247169},{""x"":-35.89691,""y"":-7.245401}]",1549971447744,1,"[{""fromNode"":159782955,""ID"":156547430,""toNode"":159782901,""isForward"":false},{""fromNode"":159782901,""ID"":156547410,""toNode"":159782873,""isForward"":false},{""fromNode"":159782873,""ID"":156547377,""toNode"":159782823,""isForward"":false}]",0,2.7083333333333335,9.75,"R. Manoel Leonardo Gomes","NONE","NONE",1549972095665,2079656549,
2127557765,"Campina Grande","BR",119,"R. Dom Pedro II",2127557765,854,2,"[{""x"":-35.879224,""y"":-7.217189},{""x"":-35.880537,""y"":-7.217837},{""x"":-35.881711,""y"":-7.218382},{""x"":-35.882775,""y"":-7.218858},{""x"":-35.883861,""y"":-7.219366},{""x"":-35.884499,""y"":-7.219672},{""x"":-35.885263,""y"":-7.220015},{""x"":-35.886219,""y"":-7.220489}]",1549971449270,2,"[{""fromNode"":159784418,""ID"":156549821,""toNode"":159784361,""isForward"":true},{""fromNode"":159784361,""ID"":236831672,""toNode"":159784130,""isForward"":true},{""fromNode"":159784130,""ID"":156549296,""toNode"":159784074,""isForward"":true},{""fromNode"":159784074,""ID"":156549189,""toNode"":159783992,""isForward"":true},{""fromNode"":159783992,""ID"":156549058,""toNode"":159783870,""isForward"":true},{""fromNode"":159783870,""ID"":156548889,""toNode"":159783793,""isForward"":true}]",0,4.141666666666667,14.91,"Av. Mal. Floriano Peixoto","NONE","NONE",1549976064594,2127557765,
2078329190,,"BR",73,"Queimadas",2078329190,2015,1,"[{""x"":-35.895839,""y"":-7.414452},{""x"":-35.895926,""y"":-7.413442},{""x"":-35.8974,""y"":-7.396299}]",1549971439990,6,"[{""fromNode"":247021079,""ID"":302008806,""toNode"":247021067,""isForward"":false},{""fromNode"":247021067,""ID"":302008796,""toNode"":229177272,""isForward"":false}]",1,12.902777777777779,46.45,"BR-104","NONE","NONE",1549972091401,2078329190,"Queimadas"
2082145958,"Queimadas","BR",87,"Av. Severino Bezerra Cabral",2082145958,270,3,"[{""x"":-35.902352,""y"":-7.361356},{""x"":-35.902535,""y"":-7.361984},{""x"":-35.902593,""y"":-7.362291},{""x"":-35.902619,""y"":-7.362629},{""x"":-35.902618,""y"":-7.362808},{""x"":-35.902587,""y"":-7.362951},{""x"":-35.902538,""y"":-7.363218},{""x"":-35.902369,""y"":-7.363738}]",1549971436657,6,"[{""fromNode"":159782163,""ID"":270593450,""toNode"":226324818,""isForward"":false},{""fromNode"":226324818,""ID"":327723036,""toNode"":159781845,""isForward"":false},{""fromNode"":159781845,""ID"":156546186,""toNode"":159782152,""isForward"":false}]",0,2.191666666666667,7.890000000000001,"R. Assis Chateaubriand","NONE","NONE",1549972091271,2082145958,
2074837241,"Campina Grande","BR",79,,2074837241,495,3,"[{""x"":-35.894956,""y"":-7.23394},{""x"":-35.894407,""y"":-7.232769},{""x"":-35.894119,""y"":-7.232115},{""x"":-35.894041,""y"":-7.231782},{""x"":-35.893879,""y"":-7.231018},{""x"":-35.893604,""y"":-7.229699}]",1549971999690,2,"[{""fromNode"":203446046,""ID"":236363210,""toNode"":203445972,""isForward"":false},{""fromNode"":203445972,""ID"":236363150,""toNode"":203445981,""isForward"":false},{""fromNode"":203445981,""ID"":236363131,""toNode"":203445682,""isForward"":false},{""fromNode"":203445682,""ID"":236362697,""toNode"":159783250,""isForward"":false}]",0,3.9583333333333335,14.25,"R. Alm. Barroso","NONE","NONE",1549972092886,2074837241,
2060542183,"Campina Grande","BR",121,"R. Luiz Travassos Moura",2060542183,283,3,"[{""x"":-35.900023,""y"":-7.243999},{""x"":-35.899811,""y"":-7.24575},{""x"":-35.899746,""y"":-7.24654}]",1549972003607,1,"[{""fromNode"":159782423,""ID"":156546732,""toNode"":159782497,""isForward"":true},{""fromNode"":159782497,""ID"":237101124,""toNode"":203922411,""isForward"":true}]",0,1.5555555555555556,5.6000000000000005,"R. Manoel do Ó Júnior","NONE","NONE",1549972096971,2060542183,
2075799431,"Campina Grande","BR",71,"R. Pedro Otávio de Farias Leite",2075799431,194,2,"[{""x"":-35.891301,""y"":-7.242985},{""x"":-35.891085,""y"":-7.244729}]",1549972657768,1,"[{""fromNode"":159783405,""ID"":156548252,""toNode"":159783419,""isForward"":true}]",0,1.6111111111111112,5.800000000000001,"R. Espírito Santo","NONE","NONE",1549972657769,2075799431,
2128911195,"Campina Grande","BR",94,,2128911195,319,3,"[{""x"":-35.894295,""y"":-7.224294},{""x"":-35.895183,""y"":-7.224699},{""x"":-35.895382,""y"":-7.224791},{""x"":-35.896921,""y"":-7.225502}]",1549972474027,2,"[{""fromNode"":174403630,""ID"":184275967,""toNode"":174404208,""isForward"":true},{""fromNode"":174404208,""ID"":236359103,""toNode"":203443391,""isForward"":true},{""fromNode"":203443391,""ID"":236359104,""toNode"":174403631,""isForward"":true}]",0,2.466666666666667,8.88,"Av. Floriano Peixoto","NONE","NONE",1549972660249,2128911195,
2100647806,"Campina Grande","BR",96,"R. Dr. Antônio Sá",2100647806,833,2,"[{""x"":-35.887308,""y"":-7.221136},{""x"":-35.886184,""y"":-7.220598},{""x"":-35.885061,""y"":-7.22007},{""x"":-35.884738,""y"":-7.219917},{""x"":-35.883789,""y"":-7.219467},{""x"":-35.882705,""y"":-7.218964},{""x"":-35.881625,""y"":-7.218471},{""x"":-35.881161,""y"":-7.218259},{""x"":-35.880479,""y"":-7.217933}]",1549972470080,2,"[{""fromNode"":159783701,""ID"":156548757,""toNode"":159783785,""isForward"":true},{""fromNode"":159783785,""ID"":183596328,""toNode"":174128886,""isForward"":true},{""fromNode"":174128886,""ID"":183596329,""toNode"":159783881,""isForward"":true},{""fromNode"":159783881,""ID"":156549150,""toNode"":159784052,""isForward"":true},{""fromNode"":159784052,""ID"":156549311,""toNode"":159784142,""isForward"":true},{""fromNode"":159784142,""ID"":278313364,""toNode"":231104505,""isForward"":true},{""fromNode"":231104505,""ID"":278313365,""toNode"":159784271,""isForward"":true},{""fromNode"":159784271,""ID"":156549719,""toNode"":159784411,""isForward"":true}]",0,4.622222222222222,16.64,"Av. Mal. Floriano Peixoto","NONE","NONE",1549973601911,2100647806,
2072709772,"Campina Grande","BR",169,,2072709772,1558,2,"[{""x"":-35.900971,""y"":-7.241377},{""x"":-35.900751,""y"":-7.241002},{""x"":-35.90037,""y"":-7.240376},{""x"":-35.900275,""y"":-7.240209},{""x"":-35.90017,""y"":-7.240053},{""x"":-35.900069,""y"":-7.239942},{""x"":-35.899932,""y"":-7.239823},{""x"":-35.899354,""y"":-7.239347},{""x"":-35.898986,""y"":-7.239025},{""x"":-35.897962,""y"":-7.237744},{""x"":-35.897534,""y"":-7.237118},{""x"":-35.897002,""y"":-7.236445},{""x"":-35.896825,""y"":-7.236219},{""x"":-35.8961,""y"":-7.235355},{""x"":-35.894956,""y"":-7.23394},{""x"":-35.894407,""y"":-7.232769},{""x"":-35.894119,""y"":-7.232115},{""x"":-35.894041,""y"":-7.231782},{""x"":-35.893879,""y"":-7.231018},{""x"":-35.893604,""y"":-7.229699}]",1549972373879,2,"[{""fromNode"":159782309,""ID"":156546503,""toNode"":159782373,""isForward"":true},{""fromNode"":159782373,""ID"":156546576,""toNode"":186316338,""isForward"":true},{""fromNode"":186316338,""ID"":207859274,""toNode"":186316340,""isForward"":true},{""fromNode"":186316340,""ID"":207859276,""toNode"":186316341,""isForward"":true},{""fromNode"":186316341,""ID"":366696470,""toNode"":181797897,""isForward"":false},{""fromNode"":181797897,""ID"":366695688,""toNode"":288088475,""isForward"":false},{""fromNode"":288088475,""ID"":366695687,""toNode"":203446094,""isForward"":false},{""fromNode"":203446094,""ID"":236363211,""toNode"":203446046,""isForward"":false},{""fromNode"":203446046,""ID"":236363210,""toNode"":203445972,""isForward"":false},{""fromNode"":203445972,""ID"":236363150,""toNode"":203445981,""isForward"":false},{""fromNode"":203445981,""ID"":236363131,""toNode"":203445682,""isForward"":false},{""fromNode"":203445682,""ID"":236362697,""toNode"":159783250,""isForward"":false}]",0,4.983333333333333,17.94,"R. Alm. Barroso","NONE","NONE",1549972749163,2072709772,
