"_id","city","comments","confidence","country","id","inscale","isJamUnifiedAlert","location","magvar","nComments","nImages","nThumbsUp","provider","providerId","pubMillis","reliability","reportBy","reportDescription","reportMood","reportRating","roadType","showFacebookPic","speed","street","subtype","type","uuid","wazeData","imageId","imageUrl","nearBy"
"alert-632819850/1ca46c52-ca7b-3b7a-9dbc-50b7efec8757","Campina Grande","[{""reportMillis"":1549847665968,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549847948084,""text"":""Valor do Diesel incorreto"",""isThumbsUp"":false}]",1,"BR","alert-632819850/1ca46c52-ca7b-3b7a-9dbc-50b7efec8757",false,false,"{""x"":-35.87859260644874,""y"":-7.25104110272201}",80,1,0,1,"WazeWebFeed","1550509308215",1549717299000,8,"antigerme","Use o alerta 'Preços ⛽' para relatar a variação deles ;)",1,0,2,false,0,"R. Eng. Saturnino de Brito Filho","","CHIT_CHAT","1ca46c52-ca7b-3b7a-9dbc-50b7efec8757","world,-35.87859260644874,-7.25104110272201,1ca46c52-ca7b-3b7a-9dbc-50b7efec8757,632819850",,,
"alert-622178362/ddcd3a0a-fb50-3395-b400-3be1acf96d82","Campina Grande","[{""reportBy"":""thiersonmedeiros"",""reportMillis"":1549636118155,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549663594968,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549713217513,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549749598501,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549802422915,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549811359985,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549884864148,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549898560321,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549900049292,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549913174019,""isThumbsUp"":true},{""reportBy"":""andremacedosales"",""reportMillis"":1549921322719,""isThumbsUp"":true}]",5,"BR","alert-622178362/ddcd3a0a-fb50-3395-b400-3be1acf96d82",false,false,"{""x"":-35.913239,""y"":-7.2634}",208,0,0,11,,,1549635478743,10,"kreivous",,1,2,2,false,0,"Av. Pres. Juscelino Kubitschek","HAZARD_ON_ROAD_POT_HOLE","HAZARD","ddcd3a0a-fb50-3395-b400-3be1acf96d82","world,-35.913239,-7.2634,ddcd3a0a-fb50-3395-b400-3be1acf96d82,622178362",,,
"alert-640138770/648caad8-a0f2-3393-9c7e-059e7bad58f3","Campina Grande","[{""reportBy"":"""",""reportMillis"":1549911374833,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549914706527,""isThumbsUp"":true}]",0,"BR","alert-640138770/648caad8-a0f2-3393-9c7e-059e7bad58f3",false,false,"{""x"":-35.922003,""y"":-7.244403}",73,0,0,2,,,1549904723982,8,,,49,1,,false,0,"R. das Jabuticabeiras","HAZARD_ON_ROAD_POT_HOLE","HAZARD","648caad8-a0f2-3393-9c7e-059e7bad58f3","world,-35.922003,-7.244403,648caad8-a0f2-3393-9c7e-059e7bad58f3,640138770",,,
"alert-635878943/5b1f938a-9d01-3d8d-8b67-f065879c219a","Campina Grande","[{""reportBy"":"""",""reportMillis"":1549934666121,""isThumbsUp"":true},{""reportMillis"":1549936002727,""isThumbsUp"":true}]",1,"BR","alert-635878943/5b1f938a-9d01-3d8d-8b67-f065879c219a",false,false,"{""x"":-35.910632,""y"":-7.24689}",45,0,0,2,,,1549906608400,7,,,49,1,,false,0,"R. Joaquim Ferreira Passos","HAZARD_ON_ROAD_POT_HOLE","HAZARD","5b1f938a-9d01-3d8d-8b67-f065879c219a","world,-35.910632,-7.24689,5b1f938a-9d01-3d8d-8b67-f065879c219a,635878943",,,
"alert-629840348/3af0b030-6120-3738-bfd4-9084799ee8a6","Campina Grande","[{""reportMillis"":1549719675641,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549728490769,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549754188671,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549825379364,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549880444219,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549880516808,""isThumbsUp"":false},{""reportMillis"":1549893961366,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549906481836,""isThumbsUp"":true},{""reportMillis"":1549920344091,""isThumbsUp"":true},{""reportBy"":""andremacedosales"",""reportMillis"":1549923033068,""isThumbsUp"":true}]",5,"BR","alert-629840348/3af0b030-6120-3738-bfd4-9084799ee8a6",false,false,"{""x"":-35.903335,""y"":-7.251161}",97,1,0,9,,,1549641918637,10,"kreivous",,1,2,,false,0,"R. Absalão Emerenciano","HAZARD_ON_ROAD_POT_HOLE","HAZARD","3af0b030-6120-3738-bfd4-9084799ee8a6","world,-35.903335,-7.251161,3af0b030-6120-3738-bfd4-9084799ee8a6,629840348",,,
"alert-635607433/5b87b0b3-a017-3b3c-8fbc-059c06b9fb4b","Campina Grande","[{""reportMillis"":1549969245981,""isThumbsUp"":true}]",0,"BR","alert-635607433/5b87b0b3-a017-3b3c-8fbc-059c06b9fb4b",false,false,"{""x"":-35.874863,""y"":-7.235527}",321,0,0,1,,,1549966668958,6,,,46,0,1,false,0,"R. Eduardo de Oliveira Lobo","HAZARD_ON_ROAD_POT_HOLE","HAZARD","5b87b0b3-a017-3b3c-8fbc-059c06b9fb4b","world,-35.874863,-7.235527,5b87b0b3-a017-3b3c-8fbc-059c06b9fb4b,635607433",,,
"alert-647467926/546a6d83-c612-322c-941f-6835ab46c98f","Campina Grande","[]",0,"BR","alert-647467926/546a6d83-c612-322c-941f-6835ab46c98f",false,false,"{""x"":-35.9098,""y"":-7.219342}",282,0,1,0,,,1549966960202,6,"BravoBraz",,50,3,1,false,0,"R. Maria de Lourdes Crispim Lima","HAZARD_ON_ROAD_POT_HOLE","HAZARD","546a6d83-c612-322c-941f-6835ab46c98f","world,-35.9098,-7.219342,546a6d83-c612-322c-941f-6835ab46c98f,647467926","8f9199c1-a2b5-4276-bd27-d1762b1d47eb","https://s3.amazonaws.com/waze.photos/8f9199c1-a2b5-4276-bd27-d1762b1d47eb",
"alert-635848043/23191302-b918-32fb-b862-fd8bb8674943","Campina Grande","[]",0,"BR","alert-635848043/23191302-b918-32fb-b862-fd8bb8674943",false,false,"{""x"":-35.889418,""y"":-7.228999}",354,0,0,0,,,1549968890161,5,,,8,0,2,false,0,"Av. Jornalista Assis Chateaubriand","","JAM","23191302-b918-32fb-b862-fd8bb8674943","world,-35.889418,-7.228999,23191302-b918-32fb-b862-fd8bb8674943,635848043",,,
"alert-638288561/d52fe8dc-ae16-337a-9eb0-75959d61eb6c","Campina Grande","[]",0,"BR","alert-638288561/d52fe8dc-ae16-337a-9eb0-75959d61eb6c",false,false,"{""x"":-35.884734,""y"":-7.226145}",198,0,0,0,,,1549968934810,5,"MWAF2",,8,3,2,false,0,"R. Miguel Couto","JAM_HEAVY_TRAFFIC","JAM","d52fe8dc-ae16-337a-9eb0-75959d61eb6c","world,-35.884734,-7.226145,d52fe8dc-ae16-337a-9eb0-75959d61eb6c,638288561",,,
"alert-635188573/8856707d-918a-34c7-bbd2-628c870e3406","Campina Grande","[]",0,"BR","alert-635188573/8856707d-918a-34c7-bbd2-628c870e3406",false,false,"{""x"":-35.889145,""y"":-7.228212}",255,0,0,0,,,1549968991785,5,"MWAF2",,8,3,2,false,0,"Av. Prof. Almeida Barreto","JAM_HEAVY_TRAFFIC","JAM","8856707d-918a-34c7-bbd2-628c870e3406","world,-35.889145,-7.228212,8856707d-918a-34c7-bbd2-628c870e3406,635188573",,,
"alert-639688610/8602f19f-0c62-3066-99e3-6bf9cc313935","Campina Grande","[]",0,"BR","alert-639688610/8602f19f-0c62-3066-99e3-6bf9cc313935",false,false,"{""x"":-35.888731,""y"":-7.235153}",173,0,0,0,,,1549969157601,5,"MWAF2",,8,3,2,false,0,"Av. Jornalista Assis Chateaubriand","JAM_HEAVY_TRAFFIC","JAM","8602f19f-0c62-3066-99e3-6bf9cc313935","world,-35.888731,-7.235153,8602f19f-0c62-3066-99e3-6bf9cc313935,639688610",,,
"alert-636608622/08ab7985-93c8-31ef-8468-de69db20dd14","Campina Grande","[]",0,"BR","alert-636608622/08ab7985-93c8-31ef-8468-de69db20dd14",false,false,"{""x"":-35.887935,""y"":-7.242124}",173,0,0,0,,,1549969258353,5,"MWAF2",,8,3,2,false,0,"Av. Jornalista Assis Chateaubriand","JAM_HEAVY_TRAFFIC","JAM","08ab7985-93c8-31ef-8468-de69db20dd14","world,-35.887935,-7.242124,08ab7985-93c8-31ef-8468-de69db20dd14,636608622",,,
"alert-648348665/4863fc23-9160-3936-8d2c-80e83352d106","Campina Grande","[]",0,"BR","alert-648348665/4863fc23-9160-3936-8d2c-80e83352d106",false,false,"{""x"":-35.887154,""y"":-7.256606}",178,0,0,0,,,1549969454279,5,"MWAF2",,8,3,2,false,0,"Av. Jornalista Assis Chateaubriand","JAM_HEAVY_TRAFFIC","JAM","4863fc23-9160-3936-8d2c-80e83352d106","world,-35.887154,-7.256606,4863fc23-9160-3936-8d2c-80e83352d106,648348665",,,
"alert-635474723/eff68354-26ee-3b19-9221-71762f3c250e","Campina Grande","[{""reportBy"":""marcosvnp"",""reportMillis"":1549893061253,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549893077164,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549909388497,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549910205618,""isThumbsUp"":true},{""reportBy"":""Paulosilvestredasilva"",""reportMillis"":1549914646528,""isThumbsUp"":true},{""reportBy"":""JBC1974PB"",""reportMillis"":1549965998970,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549968656296,""isThumbsUp"":true},{""reportBy"":""PhellipeCCampos"",""reportMillis"":1549969165115,""isThumbsUp"":true}]",3,"BR","alert-635474723/eff68354-26ee-3b19-9221-71762f3c250e",true,false,"{""x"":-35.790382,""y"":-7.269569}",103,0,0,8,,,1549889814289,10,,,46,0,6,false,0,"BR-230 Rod. Gov. Antônio Mariz","HAZARD_ON_ROAD_POT_HOLE","HAZARD","eff68354-26ee-3b19-9221-71762f3c250e","world,-35.790382,-7.269569,eff68354-26ee-3b19-9221-71762f3c250e,635474723",,,
"alert-647548566/5053e3e4-6591-3e6b-8edf-49b1632a444e","Campina Grande","[]",0,"BR","alert-647548566/5053e3e4-6591-3e6b-8edf-49b1632a444e",false,false,"{""x"":-35.893757,""y"":-7.2148}",210,0,0,0,,,1549970231934,5,"thiersonmedeiros",,8,2,1,false,0,"R. Quintino Bocaiúva","HAZARD_ON_ROAD_CAR_STOPPED","HAZARD","5053e3e4-6591-3e6b-8edf-49b1632a444e","world,-35.893757,-7.2148,5053e3e4-6591-3e6b-8edf-49b1632a444e,647548566",,,
"alert-643988048/1bb373e8-9afd-389a-8df8-9eee8075f0f9","Fagundes","[]",0,"BR","alert-643988048/1bb373e8-9afd-389a-8df8-9eee8075f0f9",false,false,"{""x"":-35.782818,""y"":-7.356096}",19,0,0,0,,,1549970332409,5,,"os radares das rodovias federais estão sendo desativados e removidos. o trecho entre campina grande e o km 134 da BR 230 tinha 4 radares e no domingo dia 10 todos eles foram retirados",34,0,1,false,0,"Av. Eng. Edmundo Barbosa","","CHIT_CHAT","1bb373e8-9afd-389a-8df8-9eee8075f0f9","world,-35.782818,-7.356096,1bb373e8-9afd-389a-8df8-9eee8075f0f9,643988048",,,
"alert-651328764/6a32561c-037a-3227-9bf8-c29e6737f259","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1549970554727,""isThumbsUp"":true},{""reportMillis"":1549970827915,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549971229527,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549971335213,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549971371792,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549971497418,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549971926174,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549971968152,""isThumbsUp"":true},{""reportBy"":""Tatianapettilopescoelho"",""reportMillis"":1549972191338,""isThumbsUp"":true},{""reportBy"":""MarcosHenriquerick91"",""reportMillis"":1549972434171,""isThumbsUp"":false},{""reportMillis"":1549972493581,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549972504873,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549972606422,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549972700155,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549973215484,""text"":""Nada"",""isThumbsUp"":false}]",5,"BR","alert-651328764/6a32561c-037a-3227-9bf8-c29e6737f259",false,false,"{""x"":-34.916562,""y"":-8.173942}",12,2,0,13,,,1549970260712,10,,,1,1,2,false,0,"Av. Bernardo Vieira de Melo","POLICE_VISIBLE","POLICE","6a32561c-037a-3227-9bf8-c29e6737f259","world,-34.916562,-8.173942,6a32561c-037a-3227-9bf8-c29e6737f259,651328764",,,
"alert-642089219/60dab6d7-fb13-3579-bbb2-f3276ad7b386","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1549972510740,""isThumbsUp"":true}]",0,"BR","alert-642089219/60dab6d7-fb13-3579-bbb2-f3276ad7b386",false,false,"{""x"":-34.917,""y"":-8.175332}",95,0,0,1,,,1549972196070,6,"Tatianapettilopescoelho",,50,1,1,false,0,"R. Francisco Mendes","","POLICE","60dab6d7-fb13-3579-bbb2-f3276ad7b386","world,-34.917,-8.175332,60dab6d7-fb13-3579-bbb2-f3276ad7b386,642089219",,,
"alert-417976482/940b620d-140b-37ed-8573-32f281f9d7cf","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1545159254356,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1545673847078,""isThumbsUp"":true},{""reportBy"":""Danielcaruaru"",""reportMillis"":1546339018786,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1546803398707,""isThumbsUp"":true},{""reportBy"":""Carolavourinha"",""reportMillis"":1546872853514,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1547158433724,""isThumbsUp"":true},{""reportMillis"":1547482704402,""isThumbsUp"":true},{""reportMillis"":1547678113865,""isThumbsUp"":true},{""reportBy"":""Sicariz"",""reportMillis"":1548802864551,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549572976812,""isThumbsUp"":true}]",5,"BR","alert-417976482/940b620d-140b-37ed-8573-32f281f9d7cf",false,false,"{""x"":-34.9434,""y"":-8.149309}",0,0,0,10,,,1545136335433,10,"JoaoNogueiraJr","Obras",0,0,,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","940b620d-140b-37ed-8573-32f281f9d7cf","world,-34.9434,-8.149309,940b620d-140b-37ed-8573-32f281f9d7cf,417976482",,,
"alert-416496433/68c254a6-1489-34a9-a554-7decd8225d61","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1545253532513,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1545673851137,""isThumbsUp"":true},{""reportBy"":""ItamardaCG160"",""reportMillis"":1546024464967,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1546031921300,""isThumbsUp"":true},{""reportMillis"":1546276627174,""isThumbsUp"":true},{""reportMillis"":1546441726046,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1546649785275,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1546694041029,""isThumbsUp"":true},{""reportBy"":""Andrevictorfs"",""reportMillis"":1546849512416,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1546855156371,""isThumbsUp"":true},{""reportBy"":""FabioMatos87"",""reportMillis"":1548272905126,""isThumbsUp"":true},{""reportBy"":""Sicariz"",""reportMillis"":1548802857990,""isThumbsUp"":true},{""reportBy"":""Dennysonml"",""reportMillis"":1549286730415,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549576258343,""isThumbsUp"":true}]",5,"BR","alert-416496433/68c254a6-1489-34a9-a554-7decd8225d61",false,false,"{""x"":-34.942865,""y"":-8.151085}",0,0,0,14,,,1545136279368,10,"JoaoNogueiraJr","Obras",0,0,,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","68c254a6-1489-34a9-a554-7decd8225d61","world,-34.942865,-8.151085,68c254a6-1489-34a9-a554-7decd8225d61,416496433",,,
"alert-607283273/4c414fbf-67c6-345a-b149-db57c0ccc206","Jaboatão dos Guararapes","[]",0,"BR","alert-607283273/4c414fbf-67c6-345a-b149-db57c0ccc206",false,false,"{""x"":-34.944021,""y"":-8.148045}",0,0,0,0,,,1549370023656,6,"JoaoNogueiraJr","Obras",0,0,,false,0,"Desvio","ROAD_CLOSED_EVENT","ROAD_CLOSED","4c414fbf-67c6-345a-b149-db57c0ccc206","world,-34.944021,-8.148045,4c414fbf-67c6-345a-b149-db57c0ccc206,607283273",,,
"alert-637140532/ac8cd355-3a8d-3d4a-aa2e-060d1a8eb225","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1549918004548,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549919008796,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549920098276,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549920109450,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549930112649,""isThumbsUp"":true}]",2,"BR","alert-637140532/ac8cd355-3a8d-3d4a-aa2e-060d1a8eb225",false,false,"{""x"":-34.932206,""y"":-8.165596}",43,0,0,5,,,1549915606689,10,,,24,0,1,false,0,"Av. Dr. Luís Rigueira","HAZARD_ON_ROAD_POT_HOLE","HAZARD","ac8cd355-3a8d-3d4a-aa2e-060d1a8eb225","world,-34.932206,-8.165596,ac8cd355-3a8d-3d4a-aa2e-060d1a8eb225,637140532",,,
"alert-648552775/9dc8e1b3-b2b7-36d6-a2ad-aee968bf885a","Recife","[{""reportBy"":"""",""reportMillis"":1549898284790,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549904636111,""isThumbsUp"":true},{""reportMillis"":1549919144901,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549968498169,""isThumbsUp"":true}]",1,"BR","alert-648552775/9dc8e1b3-b2b7-36d6-a2ad-aee968bf885a",false,false,"{""x"":-34.911843,""y"":-8.152827}",15,0,0,4,,,1549882731990,10,"LazaroLuz",,8,4,1,false,0,"R. Min. Salgado Filho","HAZARD_ON_ROAD_POT_HOLE","HAZARD","9dc8e1b3-b2b7-36d6-a2ad-aee968bf885a","world,-34.911843,-8.152827,9dc8e1b3-b2b7-36d6-a2ad-aee968bf885a,648552775",,,
"alert-647642856/37303a61-7481-3346-b774-c3925e6f9586","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1549922864205,""isThumbsUp"":true}]",0,"BR","alert-647642856/37303a61-7481-3346-b774-c3925e6f9586",false,false,"{""x"":-34.912259,""y"":-8.156426}",276,0,0,1,,,1549921466206,6,,,10,0,,false,0,"R. José Félix Damasceno","HAZARD_ON_ROAD_POT_HOLE","HAZARD","37303a61-7481-3346-b774-c3925e6f9586","world,-34.912259,-8.156426,37303a61-7481-3346-b774-c3925e6f9586,647642856",,,
"alert-644868757/1befad63-aa3c-3821-9bd1-78035a03dd96","Jaboatão dos Guararapes","[]",0,"BR","alert-644868757/1befad63-aa3c-3821-9bd1-78035a03dd96",false,false,"{""x"":-34.910016,""y"":-8.15653}",21,0,0,0,,,1549971365073,5,,,10,2,2,false,0,"Av. Beira Mar","JAM_HEAVY_TRAFFIC","JAM","1befad63-aa3c-3821-9bd1-78035a03dd96","world,-34.910016,-8.15653,1befad63-aa3c-3821-9bd1-78035a03dd96,644868757",,,
"alert-644677987/30bd4d71-b06b-3bac-937d-5383f58b1a88","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1549962377364,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549972715487,""isThumbsUp"":true}]",1,"BR","alert-644677987/30bd4d71-b06b-3bac-937d-5383f58b1a88",false,false,"{""x"":-34.929764,""y"":-8.143038}",170,0,0,2,,,1549898154570,7,,,24,3,1,false,0,,"HAZARD_ON_ROAD_POT_HOLE","HAZARD","30bd4d71-b06b-3bac-937d-5383f58b1a88","world,-34.929764,-8.143038,30bd4d71-b06b-3bac-937d-5383f58b1a88,644677987",,,
"alert-647817416/1f1a96c3-1a41-307c-892b-90867c61c151","Recife","[{""reportBy"":"""",""reportMillis"":1549919737429,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549921258600,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549922019922,""isThumbsUp"":true}]",1,"BR","alert-647817416/1f1a96c3-1a41-307c-892b-90867c61c151",false,false,"{""x"":-34.914918,""y"":-8.144326}",46,0,0,3,,,1549898687430,8,,,50,2,,false,0,"Av. Mal. Juarez Távora","HAZARD_ON_ROAD_POT_HOLE","HAZARD","1f1a96c3-1a41-307c-892b-90867c61c151","world,-34.914918,-8.144326,1f1a96c3-1a41-307c-892b-90867c61c151,647817416",,,
"alert-637222912/de0ae7f6-2ae5-3592-96a1-872ad95968c9","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1549923146239,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549924174085,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549928308426,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549930910256,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549934205331,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549957801361,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549966765228,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549967822512,""isThumbsUp"":true}]",3,"BR","alert-637222912/de0ae7f6-2ae5-3592-96a1-872ad95968c9",false,false,"{""x"":-34.915059,""y"":-8.148366}",110,0,0,8,,,1549922402637,10,"Catfirsh73",,11,0,2,false,0,"Av. Armindo Moura","HAZARD_ON_ROAD_POT_HOLE","HAZARD","de0ae7f6-2ae5-3592-96a1-872ad95968c9","world,-34.915059,-8.148366,de0ae7f6-2ae5-3592-96a1-872ad95968c9,637222912",,,
"alert-641302497/edf32d6f-4234-31f4-aa30-6dd3fba65d00","Recife","[{""reportBy"":"""",""reportMillis"":1549848278632,""isThumbsUp"":true},{""reportBy"":""Etelberto1"",""reportMillis"":1549849162428,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549850232304,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549852626022,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549855078135,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549880802264,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549881102654,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549882353712,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549891321625,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549898638291,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549903090595,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549917630576,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549917751542,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549918141674,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549918625278,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549918722175,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549920455819,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549922268667,""isThumbsUp"":true},{""reportBy"":""BigDenil"",""reportMillis"":1549922294211,""isThumbsUp"":true},{""reportBy"":""ZabeuJr"",""reportMillis"":1549925991623,""isThumbsUp"":true},{""reportBy"":""CHZS10"",""reportMillis"":1549938616806,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549940686114,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549966647618,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549966940015,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549972223353,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549972333688,""isThumbsUp"":true}]",5,"BR","alert-641302497/edf32d6f-4234-31f4-aa30-6dd3fba65d00",false,false,"{""x"":-34.90633,""y"":-8.144522}",206,0,0,26,,,1549848070996,10,,,46,1,2,false,0,"Av. Visc. de Jequitinhonha - Pista Leste","HAZARD_ON_ROAD_POT_HOLE","HAZARD","edf32d6f-4234-31f4-aa30-6dd3fba65d00","world,-34.90633,-8.144522,edf32d6f-4234-31f4-aa30-6dd3fba65d00,641302497",,,
