"_id","city","country","delay","endNode","id","length","level","line","pubMillis","roadType","segments","severity","speed","speedKMH","street","turnType","type","updateMillis","uuid","blockDescription","blockExpiration","blockStartTime","blockType","blockUpdate","blockingAlertID","blockingAlertUuid","causeAlert","startNode"
452882142,"Curitiba","BR",89,"R. Des. Westphalen",452882142,171,3,"[{""x"":-49.268499,""y"":-25.438216},{""x"":-49.270061,""y"":-25.438817}]",1550407045380,1,"[{""fromNode"":161151657,""ID"":234229666,""toNode"":161151016,""isForward"":true}]",0,1.3777777777777778,4.96,"Av. Sete de Setembro","NONE","NONE",1550407201812,452882142,,,,,,,,,
472268286,"Curitiba","BR",60,"R. Sete de Abril",472268286,648,2,"[{""x"":-49.261619,""y"":-25.426254},{""x"":-49.259531,""y"":-25.425404},{""x"":-49.257727,""y"":-25.424662},{""x"":-49.257003,""y"":-25.424365},{""x"":-49.255811,""y"":-25.423726}]",1550407045809,2,"[{""fromNode"":161153885,""ID"":158592714,""toNode"":161154149,""isForward"":true},{""fromNode"":161154149,""ID"":158593582,""toNode"":161154709,""isForward"":true},{""fromNode"":161154709,""ID"":158594341,""toNode"":161155204,""isForward"":true},{""fromNode"":161155204,""ID"":158594583,""toNode"":161155365,""isForward"":true}]",0,4.763888888888889,17.150000000000002,"R. Amintas de Barros","NONE","NONE",1550407202162,472268286,,,,,,,,,
456699714,"Curitiba","BR",98,"R. Cap. Souza Franco",456699714,187,3,"[{""x"":-49.290353,""y"":-25.431934},{""x"":-49.29206,""y"":-25.432607}]",1550407048200,2,"[{""fromNode"":268783445,""ID"":336381006,""toNode"":161145495,""isForward"":true}]",0,1.2861111111111112,4.630000000000001,"Al. Júlia da Costa","NONE","NONE",1550407204822,456699714,,,,,,,,,
456974281,"Curitiba","BR",75,"R. Prof. Ulisses Vieira",456974281,1378,2,"[{""x"":-49.287785,""y"":-25.44747},{""x"":-49.288029,""y"":-25.449098},{""x"":-49.288045,""y"":-25.449205},{""x"":-49.288104,""y"":-25.450961},{""x"":-49.288106,""y"":-25.451145},{""x"":-49.288053,""y"":-25.451568},{""x"":-49.287909,""y"":-25.452715},{""x"":-49.28791,""y"":-25.453013},{""x"":-49.288029,""y"":-25.453812},{""x"":-49.288209,""y"":-25.454728},{""x"":-49.288319,""y"":-25.455283},{""x"":-49.288545,""y"":-25.456432},{""x"":-49.288776,""y"":-25.457649},{""x"":-49.288992,""y"":-25.458763},{""x"":-49.289125,""y"":-25.459389},{""x"":-49.289186,""y"":-25.45958},{""x"":-49.289268,""y"":-25.459773}]",1550407045129,2,"[{""fromNode"":161146356,""ID"":158581275,""toNode"":221343197,""isForward"":true},{""fromNode"":221343197,""ID"":276162768,""toNode"":161146309,""isForward"":false},{""fromNode"":161146309,""ID"":254152267,""toNode"":214701015,""isForward"":true},{""fromNode"":214701015,""ID"":254152268,""toNode"":161146470,""isForward"":true},{""fromNode"":161146470,""ID"":335053412,""toNode"":267952912,""isForward"":false},{""fromNode"":267952912,""ID"":335053411,""toNode"":161146176,""isForward"":false},{""fromNode"":161146176,""ID"":320106171,""toNode"":161146167,""isForward"":true},{""fromNode"":161146167,""ID"":314568205,""toNode"":255155347,""isForward"":true},{""fromNode"":255155347,""ID"":314568206,""toNode"":161146117,""isForward"":true},{""fromNode"":161146117,""ID"":158581044,""toNode"":161146065,""isForward"":true},{""fromNode"":161146065,""ID"":158580979,""toNode"":161145991,""isForward"":true},{""fromNode"":161145991,""ID"":158580897,""toNode"":161145954,""isForward"":true},{""fromNode"":161145954,""ID"":262572100,""toNode"":161145887,""isForward"":false}]",0,4.763888888888889,17.150000000000002,"Av. República Argentina","NONE","NONE",1550407200407,456974281,,,,,,,,,
502707107,"Curitiba","BR",145,"R. Alberto Folloni",502707107,495,3,"[{""x"":-49.259585,""y"":-25.410405},{""x"":-49.261337,""y"":-25.410039},{""x"":-49.262574,""y"":-25.409798},{""x"":-49.263439,""y"":-25.409612},{""x"":-49.26439,""y"":-25.409429}]",1550407202454,1,"[{""fromNode"":161154217,""ID"":158592831,""toNode"":161153879,""isForward"":true},{""fromNode"":161153879,""ID"":158592290,""toNode"":161153613,""isForward"":true},{""fromNode"":161153613,""ID"":158591859,""toNode"":161153314,""isForward"":true},{""fromNode"":161153314,""ID"":158591391,""toNode"":161152736,""isForward"":true}]",0,2.4694444444444446,8.89,"R. Manoel Eufrásio","NONE","NONE",1550407202546,502707107,,,,,,,,,
468567429,"Curitiba","BR",86,"R. Antônio Sprada",468567429,807,2,"[{""x"":-49.24878,""y"":-25.478796},{""x"":-49.248216,""y"":-25.479934},{""x"":-49.247651,""y"":-25.481082},{""x"":-49.246755,""y"":-25.482908},{""x"":-49.24665,""y"":-25.483117},{""x"":-49.246228,""y"":-25.483957},{""x"":-49.24551,""y"":-25.485462}]",1550407203140,2,"[{""fromNode"":161157223,""ID"":158597765,""toNode"":161157362,""isForward"":true},{""fromNode"":161157362,""ID"":329282603,""toNode"":161157504,""isForward"":false},{""fromNode"":161157504,""ID"":158598201,""toNode"":163483128,""isForward"":true},{""fromNode"":163483128,""ID"":330300348,""toNode"":264967285,""isForward"":true},{""fromNode"":264967285,""ID"":330300349,""toNode"":161157986,""isForward"":true},{""fromNode"":161157986,""ID"":158598735,""toNode"":161158113,""isForward"":true}]",0,5.158333333333333,18.57,"Av. Mal. Floriano Peixoto","NONE","NONE",1550407203142,468567429,,,,,,,,,
473745108,"Curitiba","BR",105,"R. Pinheiro Guimarães",473745108,259,4,"[{""x"":-49.304523,""y"":-25.464791},{""x"":-49.304101,""y"":-25.465978},{""x"":-49.303922,""y"":-25.466491},{""x"":-49.303713,""y"":-25.467012}]",1550407044030,1,"[{""fromNode"":161141641,""ID"":158574594,""toNode"":161141736,""isForward"":true},{""fromNode"":161141736,""ID"":158574763,""toNode"":161142094,""isForward"":true},{""fromNode"":161142094,""ID"":158574844,""toNode"":161141842,""isForward"":true}]",0,1.9472222222222222,7.01,"R. Curupaitis","NONE","NONE",1550407200661,473745108,,,,,,,,,
452883352,"Colombo","BR",77,"R. Gustavo Kabitschke",452883352,974,2,"[{""x"":-49.187484,""y"":-25.366366},{""x"":-49.188827,""y"":-25.368206},{""x"":-49.189409,""y"":-25.369013},{""x"":-49.191935,""y"":-25.372469},{""x"":-49.192875,""y"":-25.373661}]",1550407045952,6,"[{""fromNode"":222756804,""ID"":266603201,""toNode"":161170659,""isForward"":true},{""fromNode"":161170659,""ID"":266603571,""toNode"":222757051,""isForward"":true},{""fromNode"":222757051,""ID"":266603572,""toNode"":161170214,""isForward"":true}]",0,6.594444444444444,23.74,"BR-476 Est. da Ribeira","NONE","NONE",1550407519312,452883352,,,,,,,,,
459199093,"Campina Grande do Sul","BR",112,"BR-116 S Rod. Régis Bittencourt",459199093,2332,2,"[{""x"":-49.099761,""y"":-25.366813},{""x"":-49.105238,""y"":-25.367781},{""x"":-49.106702,""y"":-25.368051},{""x"":-49.107763,""y"":-25.36825},{""x"":-49.112524,""y"":-25.369083},{""x"":-49.11339,""y"":-25.369248},{""x"":-49.114644,""y"":-25.369439},{""x"":-49.11608,""y"":-25.369577},{""x"":-49.118556,""y"":-25.369871},{""x"":-49.122586,""y"":-25.370369}]",1550407047843,6,"[{""fromNode"":241382090,""ID"":293272974,""toNode"":161180890,""isForward"":true},{""fromNode"":161180890,""ID"":158632401,""toNode"":161180845,""isForward"":true},{""fromNode"":161180845,""ID"":300580010,""toNode"":161180519,""isForward"":false},{""fromNode"":161180519,""ID"":274171837,""toNode"":161179399,""isForward"":true}]",1,11.219444444444445,40.39,"BR-116 S Rod. Régis Bittencourt","NONE","NONE",1550407204586,459199093,,,,,,,,,
456699304,"Pinhais","BR",94,"R. Cassimiro de Abreu",456699304,421,3,"[{""x"":-49.175293,""y"":-25.452535},{""x"":-49.176508,""y"":-25.452064},{""x"":-49.17784,""y"":-25.451515},{""x"":-49.178369,""y"":-25.451294},{""x"":-49.179118,""y"":-25.45099}]",1550407047991,2,"[{""fromNode"":161173765,""ID"":158622023,""toNode"":161173499,""isForward"":true},{""fromNode"":161173499,""ID"":158621604,""toNode"":161173368,""isForward"":true},{""fromNode"":161173368,""ID"":158621399,""toNode"":161173232,""isForward"":true},{""fromNode"":161173232,""ID"":158621201,""toNode"":161172979,""isForward"":true}]",0,2.933333333333333,10.559999999999999,"Av. Iraí","NONE","NONE",1550407204751,456699304,,,,,,,,,
457107680,"Colombo","BR",116,"R. Campo Mourão",457107680,285,3,"[{""x"":-49.170047,""y"":-25.358075},{""x"":-49.168638,""y"":-25.357936},{""x"":-49.167228,""y"":-25.357833}]",1550407048368,2,"[{""fromNode"":161174880,""ID"":158623859,""toNode"":161174977,""isForward"":true},{""fromNode"":161174977,""ID"":158624260,""toNode"":161175239,""isForward"":true}]",0,1.8694444444444445,6.73,"R. Astorga","NONE","NONE",1550407205167,457107680,,,,,,,,,
473862598,"Curitiba","BR",115,"R. Dante Melara",473862598,184,4,"[{""x"":-49.202505,""y"":-25.456721},{""x"":-49.203116,""y"":-25.456924},{""x"":-49.204235,""y"":-25.457276}]",1550407125487,1,"[{""fromNode"":161167825,""ID"":158612934,""toNode"":161167534,""isForward"":true},{""fromNode"":161167534,""ID"":236445031,""toNode"":161167493,""isForward"":true}]",0,1.325,4.77,"R. Débora Eloisa Pereira","NONE","NONE",1550407204051,473862598,,,,,,,,,
457033151,"Colombo","BR",210,"Rua Ângelo Rosenente",457033151,1159,3,"[{""x"":-49.128589,""y"":-25.354991},{""x"":-49.128649,""y"":-25.354666},{""x"":-49.128874,""y"":-25.354196},{""x"":-49.129158,""y"":-25.353687},{""x"":-49.129351,""y"":-25.35327},{""x"":-49.129737,""y"":-25.352873},{""x"":-49.130022,""y"":-25.352504},{""x"":-49.130263,""y"":-25.352039},{""x"":-49.130397,""y"":-25.351714},{""x"":-49.130685,""y"":-25.351571},{""x"":-49.131101,""y"":-25.35157},{""x"":-49.131379,""y"":-25.351583},{""x"":-49.131588,""y"":-25.351438},{""x"":-49.131695,""y"":-25.351118},{""x"":-49.131717,""y"":-25.350725},{""x"":-49.131849,""y"":-25.350216},{""x"":-49.13206,""y"":-25.349835},{""x"":-49.132441,""y"":-25.349309},{""x"":-49.132742,""y"":-25.348617},{""x"":-49.132862,""y"":-25.348088},{""x"":-49.132877,""y"":-25.347891},{""x"":-49.133509,""y"":-25.347158},{""x"":-49.133815,""y"":-25.346636},{""x"":-49.13386,""y"":-25.346362}]",1550407127091,1,"[{""fromNode"":161179016,""ID"":158630099,""toNode"":161178962,""isForward"":true}]",1,4.091666666666667,14.73,"R. Antônio Ferrarini","NONE","NONE",1550407838741,457033151,,,,,,,,,
468568739,"Curitiba","BR",67,"R. Eng. Costa Barros",468568739,590,3,"[{""x"":-49.20674,""y"":-25.457195},{""x"":-49.2079,""y"":-25.457528},{""x"":-49.208458,""y"":-25.457694},{""x"":-49.209026,""y"":-25.457862},{""x"":-49.209588,""y"":-25.45804},{""x"":-49.210151,""y"":-25.458216},{""x"":-49.211271,""y"":-25.458581},{""x"":-49.212287,""y"":-25.458926}]",1550407203868,2,"[{""fromNode"":161166624,""ID"":158611108,""toNode"":161166483,""isForward"":false},{""fromNode"":161166483,""ID"":158610885,""toNode"":161166352,""isForward"":false},{""fromNode"":161166352,""ID"":158610679,""toNode"":161166198,""isForward"":false},{""fromNode"":161166198,""ID"":158610445,""toNode"":161166043,""isForward"":false},{""fromNode"":161166043,""ID"":158610212,""toNode"":161165740,""isForward"":false},{""fromNode"":161165740,""ID"":158609786,""toNode"":161165473,""isForward"":false},{""fromNode"":161165473,""ID"":158609427,""toNode"":161165367,""isForward"":false}]",0,3.713888888888889,13.370000000000001,"Av. Florianópolis","NONE","NONE",1550407203874,468568739,,,,,,,,,
456687524,"Almirante Tamandaré","BR",107,,456687524,588,3,"[{""x"":-49.284834,""y"":-25.282121},{""x"":-49.284761,""y"":-25.281867},{""x"":-49.284691,""y"":-25.281516},{""x"":-49.284646,""y"":-25.281432},{""x"":-49.284359,""y"":-25.281195},{""x"":-49.284141,""y"":-25.281084},{""x"":-49.283889,""y"":-25.280994},{""x"":-49.283635,""y"":-25.280834},{""x"":-49.283522,""y"":-25.28073},{""x"":-49.283423,""y"":-25.280587},{""x"":-49.283391,""y"":-25.280445},{""x"":-49.283377,""y"":-25.28031},{""x"":-49.283425,""y"":-25.28015},{""x"":-49.283602,""y"":-25.279883},{""x"":-49.283618,""y"":-25.279813},{""x"":-49.283601,""y"":-25.27973},{""x"":-49.283549,""y"":-25.279653},{""x"":-49.283468,""y"":-25.279607},{""x"":-49.283061,""y"":-25.279422},{""x"":-49.28268,""y"":-25.279292},{""x"":-49.282283,""y"":-25.279216},{""x"":-49.281805,""y"":-25.279093},{""x"":-49.281631,""y"":-25.279013},{""x"":-49.281417,""y"":-25.278785}]",1550406969865,1,"[{""fromNode"":161146336,""ID"":207282796,""toNode"":186063750,""isForward"":true}]",0,4.063888888888889,14.63,"R. Aleixo Broto","NONE","NONE",1550407522008,456687524,,,,,,,,,
457321791,"Curitiba","BR",97,"Marg. Av. Linha Verde",457321791,475,3,"[{""x"":-49.303162,""y"":-25.527412},{""x"":-49.302949,""y"":-25.527587},{""x"":-49.302418,""y"":-25.52801},{""x"":-49.301536,""y"":-25.528753},{""x"":-49.301222,""y"":-25.529014},{""x"":-49.301135,""y"":-25.529085},{""x"":-49.300995,""y"":-25.529201},{""x"":-49.300995,""y"":-25.529202},{""x"":-49.2997,""y"":-25.53032}]",1550407516797,1,"[{""fromNode"":161142401,""ID"":158575205,""toNode"":161142400,""isForward"":false},{""fromNode"":161142400,""ID"":254705772,""toNode"":161142696,""isForward"":false},{""fromNode"":161142696,""ID"":158575875,""toNode"":161142864,""isForward"":false},{""fromNode"":161142864,""ID"":158576001,""toNode"":161142954,""isForward"":false},{""fromNode"":161142954,""ID"":158576056,""toNode"":161142991,""isForward"":false},{""fromNode"":161142991,""ID"":158576110,""toNode"":161143027,""isForward"":false}]",0,3.0055555555555555,10.82,"R. Valdeci dos Santos","NONE","NONE",1550408463641,457321791,,,,,,,,,
435209835,"Curitiba","BR",137,"R. Valdeci dos Santos",435209835,276,3,"[{""x"":-49.298721,""y"":-25.527853},{""x"":-49.298876,""y"":-25.527848},{""x"":-49.300415,""y"":-25.528816},{""x"":-49.300995,""y"":-25.529201}]",1550407517174,1,"[{""fromNode"":161143634,""ID"":158576111,""toNode"":161142991,""isForward"":true}]",0,1.5027777777777778,5.41,"R. Nita Hubel","NONE","NONE",1550408385760,435209835,,,,,,,,,
435210005,"Curitiba","BR",67,"Marg. Av. Linha Verde",435210005,276,2,"[{""x"":-49.300995,""y"":-25.529201},{""x"":-49.300415,""y"":-25.528816},{""x"":-49.298876,""y"":-25.527848},{""x"":-49.298721,""y"":-25.527853}]",1550407517273,1,"[{""fromNode"":161142991,""ID"":158576111,""toNode"":161143634,""isForward"":false}]",0,2.238888888888889,8.06,"R. Nita Hubel","NONE","NONE",1550408385811,435210005,,,,,,,,,
468768089,"Curitiba","BR",92,"R. Ten. Tito Teixeira de Castro",468768089,475,3,"[{""x"":-49.245194,""y"":-25.499822},{""x"":-49.246062,""y"":-25.498048},{""x"":-49.246138,""y"":-25.497895},{""x"":-49.246612,""y"":-25.496935},{""x"":-49.246885,""y"":-25.496384},{""x"":-49.247002,""y"":-25.496159},{""x"":-49.247118,""y"":-25.49592}]",1550407515381,2,"[{""fromNode"":286772665,""ID"":158598772,""toNode"":161157862,""isForward"":false},{""fromNode"":161157862,""ID"":158598761,""toNode"":161157922,""isForward"":false},{""fromNode"":161157922,""ID"":342726252,""toNode"":272758460,""isForward"":false},{""fromNode"":272758460,""ID"":342726251,""toNode"":213201241,""isForward"":false},{""fromNode"":213201241,""ID"":251735671,""toNode"":161157620,""isForward"":false},{""fromNode"":161157620,""ID"":189253953,""toNode"":176539922,""isForward"":false}]",0,3.3944444444444444,12.22,"R. Prof. João Soares Barcelos","NONE","NONE",1550407515386,468768089,,,,,,,,,
457321381,"Curitiba","BR",104,"R. Laudelino Ferreira Lopes",457321381,384,3,"[{""x"":-49.302444,""y"":-25.523238},{""x"":-49.304126,""y"":-25.522446},{""x"":-49.305857,""y"":-25.521678}]",1550407516276,1,"[{""fromNode"":161142072,""ID"":158574736,""toNode"":161141595,""isForward"":true},{""fromNode"":161141595,""ID"":158574053,""toNode"":161141134,""isForward"":true}]",0,2.2472222222222222,8.09,"R. Leonardo Pianowski","NONE","NONE",1550408385232,457321381,,,,,,,,,
435209175,"Curitiba","BR",95,,435209175,448,3,"[{""x"":-49.349046,""y"":-25.504875},{""x"":-49.3492,""y"":-25.505231},{""x"":-49.349482,""y"":-25.505499},{""x"":-49.350114,""y"":-25.505989},{""x"":-49.350399,""y"":-25.506185},{""x"":-49.350754,""y"":-25.506502},{""x"":-49.350986,""y"":-25.506748},{""x"":-49.351158,""y"":-25.506991},{""x"":-49.351175,""y"":-25.50703},{""x"":-49.351252,""y"":-25.507202},{""x"":-49.351356,""y"":-25.50743},{""x"":-49.351573,""y"":-25.50807}]",1550407516642,2,"[{""fromNode"":161129144,""ID"":158556964,""toNode"":161128579,""isForward"":true},{""fromNode"":161128579,""ID"":347168379,""toNode"":275572679,""isForward"":true},{""fromNode"":275572679,""ID"":347168382,""toNode"":275572681,""isForward"":true},{""fromNode"":275572681,""ID"":347168383,""toNode"":275572533,""isForward"":true}]",0,2.561111111111111,9.219999999999999,"Est. Velha do Barigui","NONE","NONE",1550408385836,435209175,,,,,,,,,
435210985,"Curitiba","BR",124,"Av. Winston Churchill",435210985,278,3,"[{""x"":-49.298998,""y"":-25.515189},{""x"":-49.297252,""y"":-25.515151},{""x"":-49.296241,""y"":-25.515134}]",1550407517865,1,"[{""fromNode"":161143150,""ID"":158576987,""toNode"":161143641,""isForward"":false},{""fromNode"":161143641,""ID"":347940660,""toNode"":276056691,""isForward"":false}]",0,1.4055555555555554,5.06,"R. Leon Nicolas","NONE","NONE",1550408386232,435210985,,,,,,,,,
468771599,"Curitiba","BR",76,"R. Pe. Dehon",468771599,389,2,"[{""x"":-49.249415,""y"":-25.488336},{""x"":-49.250594,""y"":-25.488786},{""x"":-49.251791,""y"":-25.489276},{""x"":-49.252954,""y"":-25.489753}]",1550407518723,1,"[{""fromNode"":161157057,""ID"":251305662,""toNode"":161156675,""isForward"":true},{""fromNode"":161156675,""ID"":158596571,""toNode"":161156387,""isForward"":true},{""fromNode"":161156387,""ID"":158596126,""toNode"":161156095,""isForward"":true}]",0,2.8805555555555555,10.370000000000001,"R. Evaristo da Veiga","NONE","NONE",1550408386781,468771599,,,,,,,,,
474117918,"Curitiba","BR",106,"R. Cid Marcondes de Albuquerque",474117918,187,3,"[{""x"":-49.271622,""y"":-25.524216},{""x"":-49.270119,""y"":-25.523226}]",1550407519445,1,"[{""fromNode"":161150916,""ID"":158588157,""toNode"":161151153,""isForward"":false}]",0,1.4083333333333334,5.07,"R. Manoel Ribeiro de Macedo","NONE","NONE",1550408387078,474117918,,,,,,,,,
453172982,"Curitiba","BR",103,"R. Antônio Zak",453172982,363,3,"[{""x"":-49.246306,""y"":-25.541099},{""x"":-49.247067,""y"":-25.539445},{""x"":-49.247205,""y"":-25.539201},{""x"":-49.24736,""y"":-25.538835},{""x"":-49.2476,""y"":-25.538052}]",1550407519649,2,"[{""fromNode"":161157915,""ID"":158598419,""toNode"":161157700,""isForward"":false},{""fromNode"":161157700,""ID"":158598223,""toNode"":161157546,""isForward"":false}]",0,2.558333333333333,9.209999999999999,"R. Exp. Francisco Alves de Oliveira","NONE","NONE",1550408387390,453172982,,,,,,,,,
474118658,"Curitiba","BR",140,"R. Ten. Antônio Miranda Marques",474118658,340,3,"[{""x"":-49.220113,""y"":-25.497935},{""x"":-49.218538,""y"":-25.498539},{""x"":-49.217662,""y"":-25.498877},{""x"":-49.217202,""y"":-25.499069},{""x"":-49.217031,""y"":-25.499172}]",1550407519914,1,"[{""fromNode"":161163334,""ID"":158606871,""toNode"":161163646,""isForward"":true},{""fromNode"":161163646,""ID"":253603489,""toNode"":214366378,""isForward"":true},{""fromNode"":214366378,""ID"":253603585,""toNode"":214366493,""isForward"":true}]",0,1.8527777777777779,6.670000000000001,"R. Ten. Cel. Benjamin Lage","NONE","NONE",1550408387577,474118658,,,,,,,,,
457418070,"Fazenda Rio Grande","BR",292,"R. Arcídio Claudino Barbosa",457418070,2092,2,"[{""x"":-49.260899,""y"":-25.646101},{""x"":-49.25989,""y"":-25.646219},{""x"":-49.259697,""y"":-25.646279},{""x"":-49.25901,""y"":-25.646739},{""x"":-49.258766,""y"":-25.646787},{""x"":-49.257554,""y"":-25.646681},{""x"":-49.257347,""y"":-25.646705},{""x"":-49.257143,""y"":-25.646785},{""x"":-49.256534,""y"":-25.647307},{""x"":-49.254518,""y"":-25.649193},{""x"":-49.254357,""y"":-25.649319},{""x"":-49.254137,""y"":-25.64941},{""x"":-49.250687,""y"":-25.650266},{""x"":-49.25051,""y"":-25.650281},{""x"":-49.250183,""y"":-25.650252},{""x"":-49.248107,""y"":-25.650005},{""x"":-49.24771,""y"":-25.65},{""x"":-49.24734,""y"":-25.65002},{""x"":-49.246954,""y"":-25.650087},{""x"":-49.246584,""y"":-25.650203},{""x"":-49.242249,""y"":-25.651973},{""x"":-49.242064,""y"":-25.651949}]",1550407522844,1,"[{""fromNode"":270884732,""ID"":339728796,""toNode"":212487084,""isForward"":false},{""fromNode"":212487084,""ID"":250592754,""toNode"":177508134,""isForward"":false}]",0,3.8055555555555554,13.7,"R. Reynaldo Baldan","NONE","NONE",1550408468361,457418070,,,,,,,,,
457418750,"Fazenda Rio Grande","BR",88,"R. Nossa Senhora de Guadalupe",457418750,242,3,"[{""x"":-49.327911,""y"":-25.66136},{""x"":-49.330148,""y"":-25.662167}]",1550407523311,2,"[{""fromNode"":161134960,""ID"":205432029,""toNode"":185199728,""isForward"":true}]",0,1.9666666666666666,7.08,"R. Santa Rita de Cássia","NONE","NONE",1550408469087,457418750,,,,,,,,,
457041744,"Curitiba","BR",127,"R. Guararapes",457041744,389,2,"[{""x"":-49.295119,""y"":-25.459983},{""x"":-49.293839,""y"":-25.460213},{""x"":-49.292578,""y"":-25.460442},{""x"":-49.291314,""y"":-25.460643}]",1550407516792,1,"[{""fromNode"":161144453,""ID"":158578674,""toNode"":161144782,""isForward"":false},{""fromNode"":161144782,""ID"":158579174,""toNode"":161145126,""isForward"":false},{""fromNode"":161145126,""ID"":158579607,""toNode"":161145418,""isForward"":false}]",0,1.8388888888888888,6.62,"R. Prof. Sebastião Paraná","NONE","NONE",1550408306597,457041744,,,,,,,,,
435209435,"Curitiba","BR",63,"R. Tabajaras",435209435,687,2,"[{""x"":-49.290904,""y"":-25.460717},{""x"":-49.291314,""y"":-25.460643},{""x"":-49.292578,""y"":-25.460442},{""x"":-49.293839,""y"":-25.460213},{""x"":-49.295119,""y"":-25.459983},{""x"":-49.296407,""y"":-25.45974},{""x"":-49.297624,""y"":-25.459539}]",1550407516853,1,"[{""fromNode"":161145739,""ID"":158580077,""toNode"":161145418,""isForward"":true},{""fromNode"":161145418,""ID"":158579607,""toNode"":161145126,""isForward"":true},{""fromNode"":161145126,""ID"":158579174,""toNode"":161144782,""isForward"":true},{""fromNode"":161144782,""ID"":158578674,""toNode"":161144453,""isForward"":true},{""fromNode"":161144453,""ID"":158578171,""toNode"":161144082,""isForward"":true},{""fromNode"":161144082,""ID"":158577629,""toNode"":161143772,""isForward"":true}]",0,2.8666666666666667,10.32,"R. Prof. Sebastião Paraná","NONE","NONE",1550408385669,435209435,,,,,,,,,
468769439,"Curitiba","BR",104,"Av. República Argentina",468769439,179,3,"[{""x"":-49.291025,""y"":-25.459512},{""x"":-49.29063,""y"":-25.459541},{""x"":-49.289268,""y"":-25.459773}]",1550407517054,1,"[{""fromNode"":161145472,""ID"":158580168,""toNode"":161145796,""isForward"":false},{""fromNode"":161145796,""ID"":158580311,""toNode"":161145887,""isForward"":false}]",0,0.9527777777777777,3.4299999999999997,"R. Prof. Dário Veloso","NONE","NONE",1550408385586,468769439,,,,,,,,,
453169612,"Curitiba","BR",97,"R. Catharina Potina de Mauro",453169612,330,3,"[{""x"":-49.299136,""y"":-25.397944},{""x"":-49.299876,""y"":-25.397755},{""x"":-49.300328,""y"":-25.397641},{""x"":-49.300606,""y"":-25.397465},{""x"":-49.301815,""y"":-25.396584},{""x"":-49.301891,""y"":-25.396512},{""x"":-49.301907,""y"":-25.396475}]",1550407517161,1,"[{""fromNode"":161143250,""ID"":275138964,""toNode"":161142765,""isForward"":true},{""fromNode"":161142765,""ID"":275138491,""toNode"":161142766,""isForward"":true}]",0,2.375,8.55,"R. José Augusto dos Santos","NONE","NONE",1550408464125,453169612,,,,,,,,,
457322401,"Curitiba","BR",118,"R. Des. Benvindo Valente",457322401,386,3,"[{""x"":-49.280652,""y"":-25.417412},{""x"":-49.27918,""y"":-25.417719},{""x"":-49.278613,""y"":-25.417841},{""x"":-49.27752,""y"":-25.418068},{""x"":-49.276922,""y"":-25.418195}]",1550407517249,1,"[{""fromNode"":161148055,""ID"":158584136,""toNode"":161148449,""isForward"":false},{""fromNode"":161148449,""ID"":158584773,""toNode"":161148891,""isForward"":false},{""fromNode"":161148891,""ID"":158585029,""toNode"":161149067,""isForward"":false},{""fromNode"":161149067,""ID"":263330070,""toNode"":161149370,""isForward"":true}]",0,1.8944444444444444,6.82,"R. Paulo Graeser Sobrinho","NONE","NONE",1550407834583,457322401,,,,,,,,,
472651566,"Curitiba","BR",122,"R. Rezala Simão",472651566,217,4,"[{""x"":-49.316981,""y"":-25.472538},{""x"":-49.31782,""y"":-25.471869},{""x"":-49.318581,""y"":-25.471255},{""x"":-49.318605,""y"":-25.471247}]",1550407514224,1,"[{""fromNode"":161138343,""ID"":158569627,""toNode"":161138129,""isForward"":true},{""fromNode"":161138129,""ID"":246377544,""toNode"":209850777,""isForward"":true}]",0,1.3916666666666666,5.01,"R. Francisco Santiago Soares","NONE","NONE",1550408383707,472651566,,,,,,,,,
435207135,"Curitiba","BR",89,"R. Aleixo Bettega",435207135,554,3,"[{""x"":-49.288511,""y"":-25.477417},{""x"":-49.286925,""y"":-25.478028},{""x"":-49.286732,""y"":-25.478098},{""x"":-49.286657,""y"":-25.478107},{""x"":-49.286062,""y"":-25.47799},{""x"":-49.286013,""y"":-25.478035},{""x"":-49.285938,""y"":-25.478073},{""x"":-49.285706,""y"":-25.478162},{""x"":-49.285421,""y"":-25.478253},{""x"":-49.285307,""y"":-25.478277},{""x"":-49.28507,""y"":-25.478328},{""x"":-49.283293,""y"":-25.47871}]",1550407514677,2,"[{""fromNode"":244019053,""ID"":303309501,""toNode"":161146267,""isForward"":false},{""fromNode"":161146267,""ID"":158581551,""toNode"":161146856,""isForward"":true},{""fromNode"":161146856,""ID"":158581883,""toNode"":161146945,""isForward"":true},{""fromNode"":161146945,""ID"":311902494,""toNode"":253345679,""isForward"":true},{""fromNode"":253345679,""ID"":311902495,""toNode"":253345678,""isForward"":true},{""fromNode"":253345678,""ID"":311902493,""toNode"":161147083,""isForward"":true}]",0,4.036111111111111,14.530000000000001,"Av. Santa Bernadethe","NONE","NONE",1550407833050,435207135,,,,,,,,,
435207535,"Curitiba","BR",80,"R. Renato Polatti",435207535,466,2,"[{""x"":-49.334967,""y"":-25.456873},{""x"":-49.333513,""y"":-25.459144},{""x"":-49.333414,""y"":-25.45942},{""x"":-49.333664,""y"":-25.460687}]",1550407514940,1,"[{""fromNode"":161132517,""ID"":158562712,""toNode"":161133330,""isForward"":true}]",0,3.35,12.06,"R. Leonardo Wesolowski","NONE","NONE",1550408384018,435207535,,,,,,,,,
