"_id","city","comments","confidence","country","id","inscale","isJamUnifiedAlert","location","magvar","nComments","nImages","nThumbsUp","pubMillis","reliability","reportMood","reportRating","roadType","showFacebookPic","speed","street","subtype","type","uuid","wazeData","reportBy","reportDescription","reportByActiveGroupIcon","reportByActiveGroupName","provider","providerId","nearBy","imageId","imageUrl"
"alert-650374439/a084c923-380c-3695-a588-074b1a908f3a","Fazenda Rio Grande","[{""reportBy"":"""",""reportMillis"":1550140861729,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550224132622,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550230954868,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550316449315,""isThumbsUp"":true}]",2,"BR","alert-650374439/a084c923-380c-3695-a588-074b1a908f3a",false,false,"{""x"":-49.31823,""y"":-25.639753}",5,0,0,4,1550096124579,9,10,0,1,false,0,"R. Rio Xingu","HAZARD_ON_ROAD_POT_HOLE","HAZARD","a084c923-380c-3695-a588-074b1a908f3a","world,-49.31823,-25.639753,a084c923-380c-3695-a588-074b1a908f3a,650374439",,,,,,,,,
"alert-656197175/1d25640e-deed-3de1-b7d8-9244c9b4874a","Fazenda Rio Grande","[{""reportBy"":"""",""reportMillis"":1550141108722,""isThumbsUp"":true},{""reportBy"":""kennedybt"",""reportMillis"":1550192657485,""isThumbsUp"":true},{""reportBy"":""caiofabiofabio"",""reportMillis"":1550252575409,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550258962840,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550309079295,""isThumbsUp"":true}]",2,"BR","alert-656197175/1d25640e-deed-3de1-b7d8-9244c9b4874a",false,false,"{""x"":-49.301002,""y"":-25.650957}",297,0,0,5,1550101671309,10,10,0,1,false,0,"Av. Cedro","HAZARD_ON_ROAD_POT_HOLE","HAZARD","1d25640e-deed-3de1-b7d8-9244c9b4874a","world,-49.301002,-25.650957,1d25640e-deed-3de1-b7d8-9244c9b4874a,656197175",,,,,,,,,
"alert-654646631/30d3527d-de4f-3c7f-8353-2e2fd12d7707","Fazenda Rio Grande","[{""reportBy"":""raledo"",""reportMillis"":1550418974334,""isThumbsUp"":true}]",0,"BR","alert-654646631/30d3527d-de4f-3c7f-8353-2e2fd12d7707",false,false,"{""x"":-49.293483,""y"":-25.660185}",193,0,0,1,1550354331656,6,34,0,1,false,0,"R. Dinamarca","HAZARD_ON_ROAD_POT_HOLE","HAZARD","30d3527d-de4f-3c7f-8353-2e2fd12d7707","world,-49.293483,-25.660185,30d3527d-de4f-3c7f-8353-2e2fd12d7707,654646631",,,,,,,,,
"alert-659534668/e62fd31b-20e4-3452-9f48-2b59752ef990","Fazenda Rio Grande","[{""reportBy"":""ERMELINUS"",""reportMillis"":1550277625553,""isThumbsUp"":true},{""reportMillis"":1550315182986,""isThumbsUp"":true},{""reportMillis"":1550351160071,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550436087125,""isThumbsUp"":true},{""reportMillis"":1550441239954,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550443388868,""isThumbsUp"":true}]",2,"BR","alert-659534668/e62fd31b-20e4-3452-9f48-2b59752ef990",false,false,"{""x"":-49.312177,""y"":-25.659341}",13,0,0,6,1550270334654,10,8,3,2,false,0,"Av. das Américas","HAZARD_ON_ROAD_POT_HOLE","HAZARD","e62fd31b-20e4-3452-9f48-2b59752ef990","world,-49.312177,-25.659341,e62fd31b-20e4-3452-9f48-2b59752ef990,659534668","kennedybt",,,,,,,,
"alert-668278884/dd1bb630-21b7-3a20-b543-f779d68b09bd","Araucária","[{""reportBy"":"""",""reportMillis"":1550345613618,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550376327751,""isThumbsUp"":true},{""reportBy"":""FilipeRolim1007"",""reportMillis"":1550414076936,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1550415524740,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550423762497,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550428037583,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550429039117,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550431621658,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550441824263,""isThumbsUp"":true}]",4,"BR","alert-668278884/dd1bb630-21b7-3a20-b543-f779d68b09bd",false,false,"{""x"":-49.382333,""y"":-25.584195}",183,1,0,8,1550341895241,10,59,1,2,false,0,"R. Marcelino Jasinski","HAZARD_ON_ROAD_POT_HOLE","HAZARD","dd1bb630-21b7-3a20-b543-f779d68b09bd","world,-49.382333,-25.584195,dd1bb630-21b7-3a20-b543-f779d68b09bd,668278884",,,,,,,,,
"alert-665141665/32b0ecb8-e1e1-379e-a847-059298a8ee76","Curitiba","[{""reportBy"":""FelipeKrzizanowski"",""reportMillis"":1550348145546,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550352767669,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550352768479,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550354535545,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550357307464,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550357511330,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550372534519,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550374630306,""isThumbsUp"":true}]",3,"BR","alert-665141665/32b0ecb8-e1e1-379e-a847-059298a8ee76",false,false,"{""x"":-49.318125,""y"":-25.585514}",248,0,0,8,1550342449308,10,8,3,2,false,0,"R. Júlio Pereira Sobrinho","HAZARD_ON_ROAD_POT_HOLE","HAZARD","32b0ecb8-e1e1-379e-a847-059298a8ee76","world,-49.318125,-25.585514,32b0ecb8-e1e1-379e-a847-059298a8ee76,665141665","kennedybt",,,,,,,,
"alert-523084879/aa958eb1-4dba-349c-a647-3c2d3572b3f4","Curitiba","[{""reportBy"":"""",""reportMillis"":1547499985476,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1547735549106,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1547916789215,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549012268630,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1549913973729,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550095461948,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550134440065,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550270547697,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550354585750,""isThumbsUp"":true}]",4,"BR","alert-523084879/aa958eb1-4dba-349c-a647-3c2d3572b3f4",false,false,"{""x"":-49.311028,""y"":-25.565491}",0,0,0,9,1547347952400,10,0,0,,false,0,"R. Francisco Xavier de Oliveira","ROAD_CLOSED_EVENT","ROAD_CLOSED","aa958eb1-4dba-349c-a647-3c2d3572b3f4","world,-49.311028,-25.565491,aa958eb1-4dba-349c-a647-3c2d3572b3f4,523084879","valginhak","Boqueado acesso ao viaduto",,,,,,,
"alert-658572134/f927b4e4-b090-3f33-977c-a888b9addf67","Curitiba","[{""reportBy"":"""",""reportMillis"":1550229587145,""isThumbsUp"":true},{""reportMillis"":1550284828616,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550319510279,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550323588409,""isThumbsUp"":true}]",2,"BR","alert-658572134/f927b4e4-b090-3f33-977c-a888b9addf67",false,false,"{""x"":-49.327297,""y"":-25.550489}",67,0,0,4,1550176032032,9,8,3,2,false,0,"R. João Lunardeli","HAZARD_ON_ROAD_POT_HOLE","HAZARD","f927b4e4-b090-3f33-977c-a888b9addf67","world,-49.327297,-25.550489,f927b4e4-b090-3f33-977c-a888b9addf67,658572134","hddfail",,,,,,,,
"alert-666178515/8115818f-d8c1-3bc3-a66f-a1f1c2346921","Araucária","[]",0,"BR","alert-666178515/8115818f-d8c1-3bc3-a66f-a1f1c2346921",false,false,"{""x"":-49.367508,""y"":-25.557737}",248,0,0,0,1550344191919,5,51,3,,false,0,,"HAZARD_ON_ROAD_POT_HOLE","HAZARD","8115818f-d8c1-3bc3-a66f-a1f1c2346921","world,-49.367508,-25.557737,8115818f-d8c1-3bc3-a66f-a1f1c2346921,666178515",,,,,,,,,
"alert-654337379/9b8fda97-ede3-3836-9f89-2e7759de6282","Curitiba","[{""reportBy"":""DarciLima100"",""reportMillis"":1550261114855,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550315726521,""isThumbsUp"":true}]",0,"BR","alert-654337379/9b8fda97-ede3-3836-9f89-2e7759de6282",false,false,"{""x"":-49.311553,""y"":-25.55153}",330,0,0,2,1550222472208,8,1,2,2,false,0,"R. Hasdrúbal Bellegard","HAZARD_ON_ROAD_POT_HOLE","HAZARD","9b8fda97-ede3-3836-9f89-2e7759de6282","world,-49.311553,-25.55153,9b8fda97-ede3-3836-9f89-2e7759de6282,654337379",,,,,,,,,
"alert-659124249/8efca1ce-0a41-31f0-a06d-a3a363e5f57f","Curitiba","[]",0,"BR","alert-659124249/8efca1ce-0a41-31f0-a06d-a3a363e5f57f",false,false,"{""x"":-49.313163,""y"":-25.538932}",322,0,0,0,1550363154630,5,24,0,2,false,0,"Av. Juscelino Kubitschek de Oliveira","HAZARD_ON_ROAD_POT_HOLE","HAZARD","8efca1ce-0a41-31f0-a06d-a3a363e5f57f","world,-49.313163,-25.538932,8efca1ce-0a41-31f0-a06d-a3a363e5f57f,659124249",,,,,,,,,
"alert-653378512/014c0e05-e515-30f6-8bd0-a4a360c059a9","Curitiba","[{""reportBy"":"""",""reportMillis"":1550327348213,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1550327598913,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550335172682,""isThumbsUp"":true},{""reportBy"":""georgeimt"",""reportMillis"":1550352858124,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550354472235,""isThumbsUp"":true},{""reportMillis"":1550354528766,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550386050398,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550393843124,""isThumbsUp"":true}]",3,"BR","alert-653378512/014c0e05-e515-30f6-8bd0-a4a360c059a9",false,false,"{""x"":-49.31661,""y"":-25.574475}",10,1,0,7,1550327327529,10,50,1,2,false,0,"Est. Delegado Bruno de Almeida","HAZARD_ON_ROAD_POT_HOLE","HAZARD","014c0e05-e515-30f6-8bd0-a4a360c059a9","world,-49.31661,-25.574475,014c0e05-e515-30f6-8bd0-a4a360c059a9,653378512",,,,,,,,,
"alert-664078526/3fdfcada-87fa-3ac0-8b37-e3303c662f0d","Curitiba","[{""reportMillis"":1550354521204,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550355881564,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550364947114,""isThumbsUp"":true}]",1,"BR","alert-664078526/3fdfcada-87fa-3ac0-8b37-e3303c662f0d",false,false,"{""x"":-49.315092,""y"":-25.569578}",40,0,0,3,1550327389885,8,50,1,2,false,0,"Est. Delegado Bruno de Almeida","HAZARD_ON_ROAD_POT_HOLE","HAZARD","3fdfcada-87fa-3ac0-8b37-e3303c662f0d","world,-49.315092,-25.569578,3fdfcada-87fa-3ac0-8b37-e3303c662f0d,664078526",,,,,,,,,
"alert-660158568/59b86d2d-918e-3dfa-b8b5-d531638243f7","Curitiba","[{""reportBy"":"""",""reportMillis"":1550329705040,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550333453954,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550349354276,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550351148772,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550351740812,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550354557323,""isThumbsUp"":true},{""reportBy"":""ERMELINUS"",""reportMillis"":1550355353509,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550360748333,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550362605433,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550369961512,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550369978120,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550372674923,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550380342346,""isThumbsUp"":true}]",5,"BR","alert-660158568/59b86d2d-918e-3dfa-b8b5-d531638243f7",false,false,"{""x"":-49.309336,""y"":-25.563495}",94,0,0,13,1550327597453,10,50,1,2,false,0,"R. João Batista Bettega Júnior","HAZARD_ON_ROAD_POT_HOLE","HAZARD","59b86d2d-918e-3dfa-b8b5-d531638243f7","world,-49.309336,-25.563495,59b86d2d-918e-3dfa-b8b5-d531638243f7,660158568",,,,,,,,,
"alert-665738845/f90f46ca-b8b0-3aa6-90a6-4b55d50b571b","Araucária","[{""reportBy"":"""",""reportMillis"":1550343532583,""isThumbsUp"":true},{""reportBy"":""FilipeRolim1007"",""reportMillis"":1550350544987,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550353690387,""isThumbsUp"":true},{""reportMillis"":1550353878255,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550378976512,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550392478461,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550420653230,""isThumbsUp"":true},{""reportBy"":""DiogoCMVinagre"",""reportMillis"":1550422628308,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550423369311,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550427859067,""isThumbsUp"":true},{""reportBy"":""CaioFJ"",""reportMillis"":1550440830011,""isThumbsUp"":true}]",5,"BR","alert-665738845/f90f46ca-b8b0-3aa6-90a6-4b55d50b571b",false,false,"{""x"":-49.385129,""y"":-25.570144}",232,0,0,11,1550341718866,10,59,1,4,false,0,,"HAZARD_ON_ROAD_POT_HOLE","HAZARD","f90f46ca-b8b0-3aa6-90a6-4b55d50b571b","world,-49.385129,-25.570144,f90f46ca-b8b0-3aa6-90a6-4b55d50b571b,665738845",,,,,,,,,
"alert-651927946/a0412735-400e-3aa2-9608-87124393da63","Araucária","[{""reportBy"":"""",""reportMillis"":1550066426160,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550068163224,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550081968607,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550086382889,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550095520298,""isThumbsUp"":true},{""reportMillis"":1550134209554,""isThumbsUp"":true},{""reportBy"":""AlyssonCanedo"",""reportMillis"":1550150506567,""isThumbsUp"":true},{""reportBy"":""DrAlexBeckmann"",""reportMillis"":1550155505485,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550201176614,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550227767344,""isThumbsUp"":true},{""reportBy"":""PU5-THI"",""reportMillis"":1550232026752,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550253270106,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550262559364,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550264656422,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550285172205,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550321242842,""isThumbsUp"":true},{""reportMillis"":1550370532064,""isThumbsUp"":true}]",5,"BR","alert-651927946/a0412735-400e-3aa2-9608-87124393da63",false,false,"{""x"":-49.351783,""y"":-25.523946}",204,0,0,17,1550065621861,10,50,3,2,false,0,"Av. das Araucárias","HAZARD_ON_ROAD_POT_HOLE","HAZARD","a0412735-400e-3aa2-9608-87124393da63","world,-49.351783,-25.523946,a0412735-400e-3aa2-9608-87124393da63,651927946",,,,,,,,,
"alert-647326223/d74475b1-7b7c-3fd3-8366-9e1ba2dcedc8","Curitiba","[{""reportBy"":"""",""reportMillis"":1550329522797,""isThumbsUp"":true}]",0,"BR","alert-647326223/d74475b1-7b7c-3fd3-8366-9e1ba2dcedc8",false,false,"{""x"":-49.309304,""y"":-25.494324}",0,0,0,1,1550252861427,6,5,1,1,false,0,"R. Francisco Fruet","HAZARD_ON_ROAD_POT_HOLE","HAZARD","d74475b1-7b7c-3fd3-8366-9e1ba2dcedc8","world,-49.309304,-25.494324,d74475b1-7b7c-3fd3-8366-9e1ba2dcedc8,647326223",,,,,,,,,
"alert-657113390/64239407-2198-3322-a798-ad6e902faf21","Curitiba","[{""reportBy"":"""",""reportMillis"":1550338990897,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550349175170,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550417892594,""isThumbsUp"":true}]",1,"BR","alert-657113390/64239407-2198-3322-a798-ad6e902faf21",false,false,"{""x"":-49.34294,""y"":-25.503162}",194,0,0,3,1550294421792,9,49,0,1,false,0,"R. Estéfano Soik","HAZARD_ON_ROAD_POT_HOLE","HAZARD","64239407-2198-3322-a798-ad6e902faf21","world,-49.34294,-25.503162,64239407-2198-3322-a798-ad6e902faf21,657113390",,,,,,,,,
"alert-660900927/cfc8f44e-16a7-39bc-af60-657044a08707","Curitiba","[]",0,"BR","alert-660900927/cfc8f44e-16a7-39bc-af60-657044a08707",false,false,"{""x"":-49.32505,""y"":-25.500084}",17,0,0,0,1550317551368,6,24,1,,false,0,"R. Orestes Thá","HAZARD_ON_ROAD_POT_HOLE","HAZARD","cfc8f44e-16a7-39bc-af60-657044a08707","world,-49.32505,-25.500084,cfc8f44e-16a7-39bc-af60-657044a08707,660900927",,,,,,,,,
"alert-657134990/516bf5be-9592-3727-9ac6-03c3dabe9fc2","Curitiba","[{""reportBy"":"""",""reportMillis"":1550320983046,""isThumbsUp"":true},{""reportBy"":""Perussolocwb"",""reportMillis"":1550340147218,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1550349615421,""isThumbsUp"":true},{""reportMillis"":1550374985923,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550405774660,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550411660858,""isThumbsUp"":true},{""reportBy"":""mahatss"",""reportMillis"":1550425716833,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550426749163,""isThumbsUp"":true},{""reportMillis"":1550447119786,""isThumbsUp"":true}]",4,"BR","alert-657134990/516bf5be-9592-3727-9ac6-03c3dabe9fc2",false,false,"{""x"":-49.337645,""y"":-25.514703}",319,1,0,8,1550320955312,10,24,1,2,false,0,"Av. das Araucárias","HAZARD_ON_ROAD_POT_HOLE","HAZARD","516bf5be-9592-3727-9ac6-03c3dabe9fc2","world,-49.337645,-25.514703,516bf5be-9592-3727-9ac6-03c3dabe9fc2,657134990",,,,,,,,,
"alert-661243027/a3d94648-679b-3f0b-a147-fc5ee48142e3","Curitiba","[{""reportBy"":"""",""reportMillis"":1550352004379,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550412525782,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550419897278,""isThumbsUp"":true}]",1,"BR","alert-661243027/a3d94648-679b-3f0b-a147-fc5ee48142e3",false,false,"{""x"":-49.343329,""y"":-25.500409}",222,0,0,3,1550340899347,8,59,1,1,false,0,"R. Manoel Eurico de Miranda","HAZARD_ON_ROAD_POT_HOLE","HAZARD","a3d94648-679b-3f0b-a147-fc5ee48142e3","world,-49.343329,-25.500409,a3d94648-679b-3f0b-a147-fc5ee48142e3,661243027",,,,,,,,,
"alert-657987289/6d46eede-3583-3b1b-bf7a-ebec2adee807","Curitiba","[]",0,"BR","alert-657987289/6d46eede-3583-3b1b-bf7a-ebec2adee807",false,false,"{""x"":-49.328889,""y"":-25.491114}",302,0,0,0,1550355911703,5,10,0,1,false,0,"R. Matias de Albuquerque","HAZARD_ON_ROAD_POT_HOLE","HAZARD","6d46eede-3583-3b1b-bf7a-ebec2adee807","world,-49.328889,-25.491114,6d46eede-3583-3b1b-bf7a-ebec2adee807,657987289",,,,,,,,,
"alert-651888053/22c5517e-1436-3db2-bea4-871e85332528","Curitiba","[]",0,"BR","alert-651888053/22c5517e-1436-3db2-bea4-871e85332528",false,false,"{""x"":-49.25256,""y"":-25.539682}",336,0,0,0,1550371887530,5,23,1,2,false,0,"R. David Tows","","JAM","22c5517e-1436-3db2-bea4-871e85332528","world,-49.25256,-25.539682,22c5517e-1436-3db2-bea4-871e85332528,651888053","KatiaFreitasLuz",,,,,,,,
"alert-660169106/4a5faf9f-d522-3850-8093-a8a246540548","Curitiba","[{""reportBy"":"""",""reportMillis"":1550321262513,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550354617050,""isThumbsUp"":true}]",1,"BR","alert-660169106/4a5faf9f-d522-3850-8093-a8a246540548",false,false,"{""x"":-49.289575,""y"":-25.55016}",69,0,0,2,1550270222209,7,10,1,2,false,0,"R. João Sikora","HAZARD_ON_ROAD_POT_HOLE","HAZARD","4a5faf9f-d522-3850-8093-a8a246540548","world,-49.289575,-25.55016,4a5faf9f-d522-3850-8093-a8a246540548,660169106","sementy",,,,,,,,
"alert-651610150/d0eaf91e-17de-3701-9d77-e2e9940e551f","Curitiba","[{""reportBy"":"""",""reportMillis"":1550267092109,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550267846149,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550268643991,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550271294512,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550278162217,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550312668218,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550314558280,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550370274161,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550390946136,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550395984057,""isThumbsUp"":true}]",4,"BR","alert-651610150/d0eaf91e-17de-3701-9d77-e2e9940e551f",false,false,"{""x"":-49.275605,""y"":-25.538555}",339,0,0,10,1550262060823,10,10,2,2,false,0,"R. Mandirituba","HAZARD_ON_ROAD_POT_HOLE","HAZARD","d0eaf91e-17de-3701-9d77-e2e9940e551f","world,-49.275605,-25.538555,d0eaf91e-17de-3701-9d77-e2e9940e551f,651610150",,,,,,,,,
"alert-655843114/80b4fdbd-fb2e-3c04-8689-0d9d2c97acbe","Curitiba","[{""reportBy"":"""",""reportMillis"":1550048773378,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550049468491,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550053091067,""isThumbsUp"":true},{""reportBy"":""DonTapioca"",""reportMillis"":1550064143673,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550066591163,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550085943043,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550092993203,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550097160935,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550100570743,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550107553894,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550108014401,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550108750737,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550134345247,""isThumbsUp"":true},{""reportBy"":""Jeffehunters"",""reportMillis"":1550138880568,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550156184076,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550159217915,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550163924972,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550168452912,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550172385302,""isThumbsUp"":true},{""reportBy"":""tatilainacio"",""reportMillis"":1550178368328,""isThumbsUp"":true},{""reportBy"":""BrunaFaccin"",""reportMillis"":1550178953371,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550184316539,""isThumbsUp"":true},{""reportBy"":""MauricioCDMR"",""reportMillis"":1550199338149,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550221348466,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550224115226,""isThumbsUp"":true},{""reportBy"":""Sermoura_55"",""reportMillis"":1550233360352,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550243981453,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550244223253,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550263615628,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550272973987,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550275477610,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550275692585,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550300831456,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550313301924,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550334151993,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550335622175,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550335788477,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550342630328,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550359248618,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550359552180,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550363930116,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550370979625,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550371953590,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550391423556,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550404342435,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550413606093,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550415147921,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550417432960,""isThumbsUp"":true},{""reportBy"":""wiliam1102"",""reportMillis"":1550428456656,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550432162561,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550451068496,""isThumbsUp"":true}]",5,"BR","alert-655843114/80b4fdbd-fb2e-3c04-8689-0d9d2c97acbe",false,false,"{""x"":-49.280284,""y"":-25.516272}",307,0,0,51,1550048558219,10,35,5,1,false,0,"R. Cid Marcondes de Albuquerque","HAZARD_ON_ROAD_POT_HOLE","HAZARD","80b4fdbd-fb2e-3c04-8689-0d9d2c97acbe","world,-49.280284,-25.516272,80b4fdbd-fb2e-3c04-8689-0d9d2c97acbe,655843114","LPMarti",,,,,,,,
