"_id","city","comments","confidence","country","id","inscale","isJamUnifiedAlert","location","magvar","nComments","nImages","nThumbsUp","pubMillis","reliability","reportMood","reportRating","roadType","showFacebookPic","speed","street","subtype","type","uuid","wazeData","reportBy","reportDescription","reportByActiveGroupIcon","reportByActiveGroupName","provider","providerId","nearBy","imageId","imageUrl"
"alert-659247219/a7f86319-862f-3e64-b333-b1dac5f0b398","Curitiba","[]",0,"BR","alert-659247219/a7f86319-862f-3e64-b333-b1dac5f0b398",false,false,"{""x"":-49.310691,""y"":-25.479597}",89,0,0,0,1550416643449,5,1,3,2,false,0,"R. Itacolomi","JAM_MODERATE_TRAFFIC","JAM","a7f86319-862f-3e64-b333-b1dac5f0b398","world,-49.310691,-25.479597,a7f86319-862f-3e64-b333-b1dac5f0b398,659247219",,,,,,,,,
"alert-652767223/fe16c874-7f1a-32c0-b609-36eefe82f062","Curitiba","[]",0,"BR","alert-652767223/fe16c874-7f1a-32c0-b609-36eefe82f062",false,false,"{""x"":-49.310137,""y"":-25.479588}",88,0,0,0,1550416653687,5,1,3,2,false,0,"R. Itacolomi","JAM_MODERATE_TRAFFIC","JAM","fe16c874-7f1a-32c0-b609-36eefe82f062","world,-49.310137,-25.479588,fe16c874-7f1a-32c0-b609-36eefe82f062,652767223",,,,,,,,,
"alert-662198428/a59424de-9851-355c-a26c-b699cc18d0fe","Curitiba","[]",0,"BR","alert-662198428/a59424de-9851-355c-a26c-b699cc18d0fe",false,false,"{""x"":-49.225511,""y"":-25.47743}",146,0,0,0,1550416672491,5,10,4,2,false,0,"Retorno","HAZARD_ON_ROAD_CAR_STOPPED","HAZARD","a59424de-9851-355c-a26c-b699cc18d0fe","world,-49.225511,-25.47743,a59424de-9851-355c-a26c-b699cc18d0fe,662198428","LindolfoJuniorBr",,,,,,,,
"alert-655787231/acc19fbf-15d4-3951-b443-9cc6faa74e8a","Curitiba","[]",0,"BR","alert-655787231/acc19fbf-15d4-3951-b443-9cc6faa74e8a",false,false,"{""x"":-49.207286,""y"":-25.49118}",198,0,0,0,1550416764963,6,46,3,2,false,0,"R. Velcy Bolívar Grandó","HAZARD_WEATHER_FOG","HAZARD","acc19fbf-15d4-3951-b443-9cc6faa74e8a","world,-49.207286,-25.49118,acc19fbf-15d4-3951-b443-9cc6faa74e8a,655787231",,,,,,,,,
"alert-664807236/2352b99d-ee28-3245-b46e-e910a6657a03","Curitiba","[]",0,"BR","alert-664807236/2352b99d-ee28-3245-b46e-e910a6657a03",false,false,"{""x"":-49.208036,""y"":-25.493388}",198,0,0,0,1550416781896,5,46,3,2,false,0,"R. Velcy Bolívar Grandó","HAZARD_ON_ROAD_CAR_STOPPED","HAZARD","2352b99d-ee28-3245-b46e-e910a6657a03","world,-49.208036,-25.493388,2352b99d-ee28-3245-b46e-e910a6657a03,664807236",,,,,,,,,
"alert-652767243/03929aad-1fc8-3849-bb9d-42def36dad42","Curitiba","[{""reportBy"":"""",""reportMillis"":1550417320223,""isThumbsUp"":true},{""reportBy"":""RodrigoCamarguinho"",""reportMillis"":1550417905826,""isThumbsUp"":true}]",1,"BR","alert-652767243/03929aad-1fc8-3849-bb9d-42def36dad42",true,false,"{""x"":-49.218104,""y"":-25.405427}",21,0,0,2,1550416846700,7,0,1,6,false,0,"Av. Linha Verde","HAZARD_ON_ROAD_OBJECT","HAZARD","03929aad-1fc8-3849-bb9d-42def36dad42","world,-49.218104,-25.405427,03929aad-1fc8-3849-bb9d-42def36dad42,652767243",,,,,,,,,
"alert-658152259/879d7715-d3f4-3ed2-835b-eba261ba5ef8","Curitiba","[]",0,"BR","alert-658152259/879d7715-d3f4-3ed2-835b-eba261ba5ef8",false,false,"{""x"":-49.27533,""y"":-25.495976}",110,0,0,0,1550416998245,5,8,0,2,false,0,"R. Francisco Derosso","JAM_MODERATE_TRAFFIC","JAM","879d7715-d3f4-3ed2-835b-eba261ba5ef8","world,-49.27533,-25.495976,879d7715-d3f4-3ed2-835b-eba261ba5ef8,658152259",,,,,,,,,
"alert-659247279/646add04-818b-3310-98a1-f9b2d1b3b1b3","Curitiba","[]",0,"BR","alert-659247279/646add04-818b-3310-98a1-f9b2d1b3b1b3",false,false,"{""x"":-49.23109,""y"":-25.513967}",247,0,0,0,1550417131940,5,46,3,2,false,0,"R. Dr. Bley Zorning","","JAM","646add04-818b-3310-98a1-f9b2d1b3b1b3","world,-49.23109,-25.513967,646add04-818b-3310-98a1-f9b2d1b3b1b3,659247279","OrlandiniClaudio",,,,,,,,
"alert-655250211/1ab378ec-6f71-3736-8f9d-19fefdd634ea","Curitiba","[{""reportBy"":""feliphectba"",""reportMillis"":1550417528294,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550418188699,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550418195910,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550418356148,""isThumbsUp"":true},{""reportBy"":""bernardinetti"",""reportMillis"":1550418648357,""isThumbsUp"":true},{""reportMillis"":1550418670447,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550419261920,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550419559965,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550419648920,""isThumbsUp"":false},{""reportBy"":""pedrohgsantos"",""reportMillis"":1550420160687,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550420190169,""isThumbsUp"":true},{""reportBy"":""RICKY1978PR"",""reportMillis"":1550420782318,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550420875904,""isThumbsUp"":true},{""reportMillis"":1550421748758,""isThumbsUp"":true},{""reportBy"":""jlanto"",""reportMillis"":1550421871915,""isThumbsUp"":true},{""reportMillis"":1550423114783,""isThumbsUp"":true},{""reportMillis"":1550423135996,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550423556484,""isThumbsUp"":true}]",5,"BR","alert-655250211/1ab378ec-6f71-3736-8f9d-19fefdd634ea",false,false,"{""x"":-49.28105,""y"":-25.446501}",155,1,0,17,1550416981481,10,46,5,2,false,0,"R. Alferes Ângelo Sampaio","HAZARD_ON_ROAD_CONSTRUCTION","HAZARD","1ab378ec-6f71-3736-8f9d-19fefdd634ea","world,-49.28105,-25.446501,1ab378ec-6f71-3736-8f9d-19fefdd634ea,655250211","VHValim",,"Drop","Trânsito Livre São Paulo",,,,,
"alert-650050502/125269de-9a12-35c8-8ed5-3c7a7d97ed0e","São José dos Pinhais","[]",0,"BR","alert-650050502/125269de-9a12-35c8-8ed5-3c7a7d97ed0e",false,false,"{""x"":-49.148764,""y"":-25.69874}",94,0,0,0,1550416976493,5,0,0,,false,0,"Tv. Contenda","","HAZARD","125269de-9a12-35c8-8ed5-3c7a7d97ed0e","world,-49.148764,-25.69874,125269de-9a12-35c8-8ed5-3c7a7d97ed0e,650050502",,,,,,,,,
"alert-658350669/7a25c49f-0335-34b3-b365-79f5cdbdff98",,"[{""reportBy"":"""",""reportMillis"":1550425739687,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550429900339,""isThumbsUp"":true},{""reportBy"":""rafa_tm"",""reportMillis"":1550433474851,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550439131897,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550439526816,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550440241652,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550443224243,""isThumbsUp"":true},{""reportBy"":""prkoerner"",""reportMillis"":1550444304354,""isThumbsUp"":true}]",4,"BR","alert-658350669/7a25c49f-0335-34b3-b365-79f5cdbdff98",false,false,"{""x"":-49.173213,""y"":-25.568133}",79,0,0,8,1550416991555,10,24,3,2,false,0,,"HAZARD_ON_ROAD_POT_HOLE","HAZARD","7a25c49f-0335-34b3-b365-79f5cdbdff98","world,-49.173213,-25.568133,7a25c49f-0335-34b3-b365-79f5cdbdff98,658350669","flamenguista-rj",,,,,,"Curitba",,
"alert-665827245/96aeac46-4350-3889-a522-f4a37346992c","Curitiba","[{""reportBy"":"""",""reportMillis"":1550418542611,""isThumbsUp"":true}]",0,"BR","alert-665827245/96aeac46-4350-3889-a522-f4a37346992c",false,false,"{""x"":-49.212704,""y"":-25.504632}",211,0,0,1,1550416923812,7,46,3,2,false,0,"R. Gen. Arnaldo dos Santos","HAZARD_WEATHER_FOG","HAZARD","96aeac46-4350-3889-a522-f4a37346992c","world,-49.212704,-25.504632,96aeac46-4350-3889-a522-f4a37346992c,665827245","OrlandiniClaudio",,,,,,,,
"alert-660090748/948ade15-8111-35bc-b5df-3adda0778265","Colombo","[{""reportBy"":"""",""reportMillis"":1550422255523,""isThumbsUp"":true}]",0,"BR","alert-660090748/948ade15-8111-35bc-b5df-3adda0778265",false,false,"{""x"":-49.196277,""y"":-25.372541}",138,0,0,1,1550416898871,6,1,0,2,false,0,"Av. Argentina","HAZARD_ON_ROAD_POT_HOLE","HAZARD","948ade15-8111-35bc-b5df-3adda0778265","world,-49.196277,-25.372541,948ade15-8111-35bc-b5df-3adda0778265,660090748",,,,,,,,,
"alert-654990751/4af6a2e1-e34a-3146-9542-5a791758a80b","Colombo","[]",0,"BR","alert-654990751/4af6a2e1-e34a-3146-9542-5a791758a80b",false,false,"{""x"":-49.195683,""y"":-25.373153}",138,0,0,0,1550416913185,5,1,0,2,false,0,"Av. Argentina","HAZARD_ON_ROAD_POT_HOLE","HAZARD","4af6a2e1-e34a-3146-9542-5a791758a80b","world,-49.195683,-25.373153,4af6a2e1-e34a-3146-9542-5a791758a80b,654990751",,,,,,,,,
"alert-667570754/356a5488-047d-30ae-85d2-4d702110a2d6","Colombo","[]",0,"BR","alert-667570754/356a5488-047d-30ae-85d2-4d702110a2d6",false,false,"{""x"":-49.194981,""y"":-25.37389}",139,0,0,0,1550416926313,5,1,0,2,false,0,"Av. Argentina","HAZARD_ON_ROAD_POT_HOLE","HAZARD","356a5488-047d-30ae-85d2-4d702110a2d6","world,-49.194981,-25.37389,356a5488-047d-30ae-85d2-4d702110a2d6,667570754",,,,,,,,,
"alert-655270081/83c62a92-0dd5-34f3-af53-3a4e2485e655",,"[{""reportBy"":"""",""reportMillis"":1550417229831,""isThumbsUp"":true}]",0,"BR","alert-655270081/83c62a92-0dd5-34f3-af53-3a4e2485e655",true,false,"{""x"":-49.129023,""y"":-25.748321}",346,0,0,1,1550417121999,6,23,2,6,false,0,"BR-376 N Rod. Henrique Herwig","JAM_MODERATE_TRAFFIC","JAM","83c62a92-0dd5-34f3-af53-3a4e2485e655","world,-49.129023,-25.748321,83c62a92-0dd5-34f3-af53-3a4e2485e655,655270081","patysousa_cwb",,,,,,,,
"alert-654107292/b7b490de-9649-3f4b-be1b-5481e6a3f078","Curitiba","[{""reportBy"":"""",""reportMillis"":1550422372212,""isThumbsUp"":true}]",0,"BR","alert-654107292/b7b490de-9649-3f4b-be1b-5481e6a3f078",false,false,"{""x"":-49.232192,""y"":-25.515105}",156,0,0,1,1550417198303,6,46,3,1,false,0,"R. Zonardy Ribas","HAZARD_ON_ROAD_POT_HOLE","HAZARD","b7b490de-9649-3f4b-be1b-5481e6a3f078","world,-49.232192,-25.515105,b7b490de-9649-3f4b-be1b-5481e6a3f078,654107292","OrlandiniClaudio",,,,,,,,
"alert-654107312/06f30f0c-555b-3ce9-aa40-e2133e5ef6fd","Curitiba","[]",0,"BR","alert-654107312/06f30f0c-555b-3ce9-aa40-e2133e5ef6fd",false,false,"{""x"":-49.231613,""y"":-25.518567}",247,0,0,0,1550417324644,5,46,3,2,false,0,"R. Maestro Carlos Frank","HAZARD_WEATHER_FLOOD","HAZARD","06f30f0c-555b-3ce9-aa40-e2133e5ef6fd","world,-49.231613,-25.518567,06f30f0c-555b-3ce9-aa40-e2133e5ef6fd,654107312","OrlandiniClaudio",,,,,,,,
"alert-664732305/2bb2a28f-0395-3027-8fad-de06703c05f4","Curitiba","[{""reportBy"":"""",""reportMillis"":1550423641200,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550426690286,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550426879585,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550430008824,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550431204453,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550439237064,""isThumbsUp"":true},{""reportMillis"":1550439700808,""isThumbsUp"":true},{""reportBy"":""allyssonbr10"",""reportMillis"":1550444113463,""isThumbsUp"":true}]",4,"BR","alert-664732305/2bb2a28f-0395-3027-8fad-de06703c05f4",false,false,"{""x"":-49.281135,""y"":-25.451868}",338,0,0,8,1550417383561,10,8,2,2,false,0,"R. Bento Viana","HAZARD_ON_ROAD_POT_HOLE","HAZARD","2bb2a28f-0395-3027-8fad-de06703c05f4","world,-49.281135,-25.451868,2bb2a28f-0395-3027-8fad-de06703c05f4,664732305","JefersonViana94",,,,,,,,
"alert-664950505/56132188-4693-3ee5-bbc4-f6a63ab86292","Curitiba","[{""reportBy"":""EvertonBenedeti"",""reportMillis"":1550431651430,""isThumbsUp"":true},{""reportBy"":""VanessaRodriguesDino39"",""reportMillis"":1550455592426,""isThumbsUp"":true}]",1,"BR","alert-664950505/56132188-4693-3ee5-bbc4-f6a63ab86292",false,false,"{""x"":-49.25507,""y"":-25.470944}",36,0,0,2,1550417454863,7,24,1,1,false,0,"R. Frederico Maurer","HAZARD_ON_ROAD_POT_HOLE","HAZARD","56132188-4693-3ee5-bbc4-f6a63ab86292","world,-49.25507,-25.470944,56132188-4693-3ee5-bbc4-f6a63ab86292,664950505","RodrigoCamarguinho",,,,,,,,
"alert-658590619/537174e6-4142-3214-913a-3afe3f5e4b58","Curitiba","[]",0,"BR","alert-658590619/537174e6-4142-3214-913a-3afe3f5e4b58",false,false,"{""x"":-49.295154,""y"":-25.429838}",246,0,0,0,1550417271161,5,1,1,2,false,0,"R. Pe. Agostinho","JAM_MODERATE_TRAFFIC","JAM","537174e6-4142-3214-913a-3afe3f5e4b58","world,-49.295154,-25.429838,537174e6-4142-3214-913a-3afe3f5e4b58,658590619",,,,,,,,,
"alert-661231697/14d97389-5322-33de-8bd6-db0e615e74b6","Curitiba","[]",0,"BR","alert-661231697/14d97389-5322-33de-8bd6-db0e615e74b6",false,false,"{""x"":-49.272483,""y"":-25.426658}",101,0,0,0,1550417425321,5,0,1,2,false,0,"R. 13 de Maio","JAM_STAND_STILL_TRAFFIC","JAM","14d97389-5322-33de-8bd6-db0e615e74b6","world,-49.272483,-25.426658,14d97389-5322-33de-8bd6-db0e615e74b6,661231697",,,,,,,,,
"alert-653928452/85b08287-0e00-31f1-9411-93809ccf151b","Curitiba","[]",0,"BR","alert-653928452/85b08287-0e00-31f1-9411-93809ccf151b",false,false,"{""x"":-49.291214,""y"":-25.420654}",285,0,0,0,1550417417900,5,49,3,2,false,0,"R. Alcides Munhoz","HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT","HAZARD","85b08287-0e00-31f1-9411-93809ccf151b","world,-49.291214,-25.420654,85b08287-0e00-31f1-9411-93809ccf151b,653928452","Schellincwb",,"rictv","RICTV",,,,,
"alert-657107410/c20a5135-a52d-3196-8b22-00f2e4c2d0f2","Curitiba","[]",0,"BR","alert-657107410/c20a5135-a52d-3196-8b22-00f2e4c2d0f2",false,false,"{""x"":-49.240906,""y"":-25.417924}",248,0,0,0,1550417226568,5,10,0,2,false,0,"R. Fagundes Varela","","POLICE","c20a5135-a52d-3196-8b22-00f2e4c2d0f2","world,-49.240906,-25.417924,c20a5135-a52d-3196-8b22-00f2e4c2d0f2,657107410",,,,,,,,,
"alert-651791523/71114307-452e-3901-8fed-e200928f3d8e","Curitiba","[{""reportBy"":""Nico4enko"",""reportMillis"":1550417754974,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1550418652149,""isThumbsUp"":false}]",1,"BR","alert-651791523/71114307-452e-3901-8fed-e200928f3d8e",false,false,"{""x"":-49.26777,""y"":-25.436541}",247,2,0,0,1550417714670,7,10,3,2,false,0,"Av. Visc. de Guarapuava - Pista Esq.","JAM_HEAVY_TRAFFIC","JAM","71114307-452e-3901-8fed-e200928f3d8e","world,-49.26777,-25.436541,71114307-452e-3901-8fed-e200928f3d8e,651791523","Nimrod228",,,,,,,,
"alert-659911528/82e4307e-0832-32ee-b906-8ac0f31d5385","Curitiba","[]",0,"BR","alert-659911528/82e4307e-0832-32ee-b906-8ac0f31d5385",false,false,"{""x"":-49.269152,""y"":-25.437088}",247,0,0,0,1550417747803,5,10,3,2,false,0,"Av. Visc. de Guarapuava - Pista Esq.","JAM_HEAVY_TRAFFIC","JAM","82e4307e-0832-32ee-b906-8ac0f31d5385","world,-49.269152,-25.437088,82e4307e-0832-32ee-b906-8ac0f31d5385,659911528","Nimrod228",,,,,,,,
"alert-651851053/b0852639-8dd5-3778-a836-2e4a0c72e2fc","Curitiba","[{""reportBy"":""Lk100kcwb"",""reportMillis"":1550418311044,""isThumbsUp"":true},{""reportBy"":""UrubuTime"",""reportMillis"":1550419015045,""isThumbsUp"":true}]",1,"BR","alert-651851053/b0852639-8dd5-3778-a836-2e4a0c72e2fc",false,false,"{""x"":-49.267402,""y"":-25.436395}",247,0,0,2,1550417748171,7,0,3,2,false,0,"Av. Visc. de Guarapuava - Pista Esq.","ACCIDENT_MINOR","ACCIDENT","b0852639-8dd5-3778-a836-2e4a0c72e2fc","world,-49.267402,-25.436395,b0852639-8dd5-3778-a836-2e4a0c72e2fc,651851053","tiabac",,,,,,,,
"alert-654127292/f91cfe81-a944-39a3-a804-f8575e527259","Curitiba","[]",0,"BR","alert-654127292/f91cfe81-a944-39a3-a804-f8575e527259",false,false,"{""x"":-49.291201,""y"":-25.420105}",13,0,0,0,1550418030349,5,0,2,2,false,0,"R. Jacarezinho","HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT","HAZARD","f91cfe81-a944-39a3-a804-f8575e527259","world,-49.291201,-25.420105,f91cfe81-a944-39a3-a804-f8575e527259,654127292","LCS-Dudu-Lore",,,,,,,,
"alert-667212094/f5028526-43c2-30d0-8a46-94b903502f3d","Curitiba","[]",0,"BR","alert-667212094/f5028526-43c2-30d0-8a46-94b903502f3d",false,false,"{""x"":-49.271017,""y"":-25.493235}",337,0,0,0,1550418126105,5,1,0,1,false,0,"R. José Rebelato","","POLICE","f5028526-43c2-30d0-8a46-94b903502f3d","world,-49.271017,-25.493235,f5028526-43c2-30d0-8a46-94b903502f3d,667212094",,,,,,,,,
"alert-651931323/28b3c9eb-0c73-34e1-94d1-22c9d065bf26","Curitiba","[]",0,"BR","alert-651931323/28b3c9eb-0c73-34e1-94d1-22c9d065bf26",false,false,"{""x"":-49.320955,""y"":-25.42366}",226,0,0,0,1550418320376,5,1,2,2,false,0,"R. Pe. Ladislau Kula","JAM_HEAVY_TRAFFIC","JAM","28b3c9eb-0c73-34e1-94d1-22c9d065bf26","world,-49.320955,-25.42366,28b3c9eb-0c73-34e1-94d1-22c9d065bf26,651931323",,,,,,,,,
"alert-656271210/5e3e3438-f03e-3b11-95f1-81df3b55874f","Curitiba","[{""reportMillis"":1550418987163,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550423756231,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550423968287,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550425125481,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550425353188,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550425859189,""isThumbsUp"":true},{""reportBy"":""leandrovds"",""reportMillis"":1550428152591,""isThumbsUp"":true}]",3,"BR","alert-656271210/5e3e3438-f03e-3b11-95f1-81df3b55874f",false,false,"{""x"":-49.279164,""y"":-25.476312}",74,0,0,7,1550418358711,10,59,1,2,false,0,"Av. Pres. Wenceslau Braz","HAZARD_ON_ROAD_POT_HOLE","HAZARD","5e3e3438-f03e-3b11-95f1-81df3b55874f","world,-49.279164,-25.476312,5e3e3438-f03e-3b11-95f1-81df3b55874f,656271210","Claudinho_tks",,,,,,,,
"alert-655745341/cc933200-358e-3c4f-869c-1ad840aa6628","Curitiba","[]",0,"BR","alert-655745341/cc933200-358e-3c4f-869c-1ad840aa6628",false,false,"{""x"":-49.266157,""y"":-25.435691}",247,0,0,0,1550418163019,5,0,1,2,false,0,"Av. Visc. de Guarapuava - Pista Dir.","JAM_HEAVY_TRAFFIC","JAM","cc933200-358e-3c4f-869c-1ad840aa6628","world,-49.266157,-25.435691,cc933200-358e-3c4f-869c-1ad840aa6628,655745341",,,,,,,,,
"alert-662347427/bea22180-42d2-3db2-9664-98f9c73cada7","Curitiba","[]",0,"BR","alert-662347427/bea22180-42d2-3db2-9664-98f9c73cada7",false,false,"{""x"":-49.265945,""y"":-25.43582}",247,0,0,0,1550418355419,5,58,1,2,false,0,"Av. Visc. de Guarapuava - Pista Esq.","","JAM","bea22180-42d2-3db2-9664-98f9c73cada7","world,-49.265945,-25.43582,bea22180-42d2-3db2-9664-98f9c73cada7,662347427","Lk100kcwb",,,,,,,,
"alert-664672115/e9903561-6b52-33ae-bc90-f282d6cb9bb5","Curitiba","[]",0,"BR","alert-664672115/e9903561-6b52-33ae-bc90-f282d6cb9bb5",false,false,"{""x"":-49.262007,""y"":-25.433907}",158,0,0,0,1550418250412,5,10,0,2,false,0,"R. Tibagi","","JAM","e9903561-6b52-33ae-bc90-f282d6cb9bb5","world,-49.262007,-25.433907,e9903561-6b52-33ae-bc90-f282d6cb9bb5,664672115",,,,,,,,,
"alert-659572408/4f245c04-8e8f-3ccf-a71d-52da89eb6e56","Curitiba","[{""reportBy"":"""",""reportMillis"":1550418939554,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550419216718,""isThumbsUp"":true}]",0,"BR","alert-659572408/4f245c04-8e8f-3ccf-a71d-52da89eb6e56",true,false,"{""x"":-49.337026,""y"":-25.514636}",338,0,0,2,1550418133524,10,49,2,6,false,0,"BR-376 Contorno Sul","POLICE_VISIBLE","POLICE","4f245c04-8e8f-3ccf-a71d-52da89eb6e56","world,-49.337026,-25.514636,4f245c04-8e8f-3ccf-a71d-52da89eb6e56,659572408",,,,,,,,,
"alert-657932439/95947f54-2168-3de7-9d08-35883fd52e64","São José dos Pinhais","[]",0,"BR","alert-657932439/95947f54-2168-3de7-9d08-35883fd52e64",true,false,"{""x"":-49.052428,""y"":-25.545297}",116,0,0,0,1550418337740,5,34,0,6,false,0,"BR-277 Rod. do Café Gov. Ney Braga","JAM_HEAVY_TRAFFIC","JAM","95947f54-2168-3de7-9d08-35883fd52e64","world,-49.052428,-25.545297,95947f54-2168-3de7-9d08-35883fd52e64,657932439",,,,,,,,,
"alert-653290982/205c8158-eab3-3d4f-a9f8-17e539628631","Curitiba","[{""reportBy"":"""",""reportMillis"":1550430708543,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550430709018,""isThumbsUp"":true},{""reportBy"":""Zarref007"",""reportMillis"":1550434291898,""isThumbsUp"":true},{""reportMillis"":1550441876264,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1550444893078,""isThumbsUp"":true}]",2,"BR","alert-653290982/205c8158-eab3-3d4f-a9f8-17e539628631",false,false,"{""x"":-49.29379,""y"":-25.506994}",356,0,0,5,1550418542684,10,38,2,2,false,0,"R. Francisco Raitani","HAZARD_ON_ROAD_POT_HOLE","HAZARD","205c8158-eab3-3d4f-a9f8-17e539628631","world,-49.29379,-25.506994,205c8158-eab3-3d4f-a9f8-17e539628631,653290982","Duhcote",,,,,,,,
"alert-654273643/5684770a-0336-32e6-a5d5-8ff49224cba8","Curitiba","[]",0,"BR","alert-654273643/5684770a-0336-32e6-a5d5-8ff49224cba8",false,false,"{""x"":-49.303578,""y"":-25.495495}",270,0,0,0,1550418612605,5,1,2,1,false,0,"R. Affife Mansur","JAM_MODERATE_TRAFFIC","JAM","5684770a-0336-32e6-a5d5-8ff49224cba8","world,-49.303578,-25.495495,5684770a-0336-32e6-a5d5-8ff49224cba8,654273643","JulianoKappdeOliveira",,,,,,,,
"alert-651950993/76cfd652-7711-37ae-9e70-5e7440e3963b","Curitiba","[]",0,"BR","alert-651950993/76cfd652-7711-37ae-9e70-5e7440e3963b",false,false,"{""x"":-49.273687,""y"":-25.447434}",338,0,0,0,1550418643724,5,10,2,2,false,0,"R. Brig. Franco","JAM_MODERATE_TRAFFIC","JAM","76cfd652-7711-37ae-9e70-5e7440e3963b","world,-49.273687,-25.447434,76cfd652-7711-37ae-9e70-5e7440e3963b,651950993",,,,,,,,,
"alert-658152469/089db014-207e-3e6b-befb-ff292ef5b9d8","Curitiba","[]",0,"BR","alert-658152469/089db014-207e-3e6b-befb-ff292ef5b9d8",false,false,"{""x"":-49.266267,""y"":-25.435947}",247,0,0,0,1550418520320,5,50,1,2,false,0,"Av. Visc. de Guarapuava - Pista Esq.","JAM_STAND_STILL_TRAFFIC","JAM","089db014-207e-3e6b-befb-ff292ef5b9d8","world,-49.266267,-25.435947,089db014-207e-3e6b-befb-ff292ef5b9d8,658152469","Vitorgsantos02",,,,,,,,
"alert-664711815/c5e233ec-2e87-3498-a818-46641578c6bf","Curitiba","[]",0,"BR","alert-664711815/c5e233ec-2e87-3498-a818-46641578c6bf",false,false,"{""x"":-49.269083,""y"":-25.430575}",336,0,0,0,1550418439053,5,0,1,1,false,0,"R. Barão do Rio Branco","JAM_STAND_STILL_TRAFFIC","JAM","c5e233ec-2e87-3498-a818-46641578c6bf","world,-49.269083,-25.430575,c5e233ec-2e87-3498-a818-46641578c6bf,664711815",,,,,,,,,
"alert-655409801/5be69cde-0ffe-3e8e-8527-e16f86428635","Curitiba","[]",0,"BR","alert-655409801/5be69cde-0ffe-3e8e-8527-e16f86428635",true,false,"{""x"":-49.212165,""y"":-25.430373}",96,0,0,0,1550418534744,5,10,1,7,false,0,"Av. Victor Ferreira do Amaral","HAZARD_ON_ROAD_CAR_STOPPED","HAZARD","5be69cde-0ffe-3e8e-8527-e16f86428635","world,-49.212165,-25.430373,5be69cde-0ffe-3e8e-8527-e16f86428635,655409801","AngeloAntoniop",,,,,,,,
"alert-653530282/33766616-c1a9-31ee-b829-ca3b76203754","Curitiba","[]",0,"BR","alert-653530282/33766616-c1a9-31ee-b829-ca3b76203754",false,false,"{""x"":-49.265296,""y"":-25.545123}",121,0,0,0,1550418724759,5,10,4,2,false,0,"R. Tijucas do Sul","HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT","HAZARD","33766616-c1a9-31ee-b829-ca3b76203754","world,-49.265296,-25.545123,33766616-c1a9-31ee-b829-ca3b76203754,653530282","LindolfoJuniorBr",,,,,,,,
"alert-661770287/d00fca75-1ecc-30da-891a-99a5460ae0a1","Curitiba","[]",0,"BR","alert-661770287/d00fca75-1ecc-30da-891a-99a5460ae0a1",false,false,"{""x"":-49.263519,""y"":-25.546095}",120,0,0,0,1550418741476,5,10,4,2,false,0,"R. Tijucas do Sul","HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT","HAZARD","d00fca75-1ecc-30da-891a-99a5460ae0a1","world,-49.263519,-25.546095,d00fca75-1ecc-30da-891a-99a5460ae0a1,661770287","LindolfoJuniorBr",,,,,,,,
