"_id","severity","country","city","level","line","speedKMH","length","turnType","type","uuid","endNode","speed","segments","roadType","delay","updateMillis","street","id","pubMillis"
1122515683,0,"BR",,4,"[{""x"":-49.328218,""y"":-25.477348},{""x"":-49.328134,""y"":-25.477421},{""x"":-49.328082,""y"":-25.477441},{""x"":-49.328022,""y"":-25.477445},{""x"":-49.327954,""y"":-25.477442},{""x"":-49.327897,""y"":-25.477414},{""x"":-49.327855,""y"":-25.477374},{""x"":-49.327783,""y"":-25.477291},{""x"":-49.326329,""y"":-25.47751},{""x"":-49.326243,""y"":-25.477552},{""x"":-49.326178,""y"":-25.477571},{""x"":-49.326098,""y"":-25.477581},{""x"":-49.325983,""y"":-25.477576}]",4.04,239,"NONE","NONE",1122515683,"Curitib",1.1222222222222222,"[{""fromNode"":260422859,""ID"":322871174,""toNode"":260422860,""isForward"":true}]",1,178,1543534327948,,1122515683,1543534121893
2063234367,2,"BR","Curitiba",5,"[{""x"":-49.220592,""y"":-25.411259},{""x"":-49.220513,""y"":-25.411195},{""x"":-49.220449,""y"":-25.411159},{""x"":-49.220355,""y"":-25.411127}]",0,28,"NONE","NONE",2063234367,"R. Domingos Fernandes Maia",0,"[{""fromNode"":284531980,""ID"":361183222,""toNode"":161163544,""isForward"":true}]",2,-1,1543534336690,"Domingos Fernandes Maia",2063234367,1542636219165
1138655860,0,"BR","Curitiba",3,"[{""x"":-49.272432,""y"":-25.422097},{""x"":-49.270806,""y"":-25.422473},{""x"":-49.270307,""y"":-25.422567}]",5.800000000000001,220,"NONE","NONE",1138655860,"Av. Cândido de Abreu",1.6111111111111112,"[{""fromNode"":161150281,""ID"":158587831,""toNode"":161150925,""isForward"":true},{""fromNode"":161150925,""ID"":340631865,""toNode"":271456896,""isForward"":true}]",2,95,1543534327075,"R. Barão de Antonina",1138655860,1543533520879
1122511593,0,"BR","Curitiba",1,"[{""x"":-49.308358,""y"":-25.436488},{""x"":-49.31003,""y"":-25.437235},{""x"":-49.310473,""y"":-25.437452},{""x"":-49.310828,""y"":-25.437598},{""x"":-49.311526,""y"":-25.437816},{""x"":-49.311993,""y"":-25.437881},{""x"":-49.31285,""y"":-25.437916},{""x"":-49.314497,""y"":-25.43791},{""x"":-49.314767,""y"":-25.437921},{""x"":-49.314984,""y"":-25.437976},{""x"":-49.315192,""y"":-25.438064},{""x"":-49.315338,""y"":-25.43815},{""x"":-49.315471,""y"":-25.438247}]",18.07,759,"NONE","NONE",1122511593,,5.019444444444445,"[{""fromNode"":161140052,""ID"":193530613,""toNode"":161130001,""isForward"":false}]",1,66,1543534323612,"V. Exclusiva de Ônibus",1122511593,1543534118702
2038150386,2,"BR","Curitiba",5,"[{""x"":-49.220355,""y"":-25.411127},{""x"":-49.220432,""y"":-25.410902}]",0,26,"NONE","NONE",2038150386,"Av. Linha Verde",0,"[{""fromNode"":161163544,""ID"":277981459,""toNode"":284531978,""isForward"":true}]",2,-1,1543534343365,"R. Domingos Fernandes Maia",2038150386,1542636403518
2027947822,2,"BR","Curitiba",5,"[{""x"":-49.26507,""y"":-25.442256},{""x"":-49.263792,""y"":-25.441765}]",0,140,"NONE","NONE",2027947822,"R. Rockefeller",0,"[{""fromNode"":219128492,""ID"":260919446,""toNode"":165078272,""isForward"":false}]",2,-1,1543534329089,"Av. Pres. Getúlio Vargas - Pista Esq.",2027947822,1542640103345
1139588440,0,"BR","Curitiba",3,"[{""x"":-49.262306,""y"":-25.436034},{""x"":-49.262367,""y"":-25.435963},{""x"":-49.262427,""y"":-25.43589},{""x"":-49.26296,""y"":-25.434643},{""x"":-49.263041,""y"":-25.434457},{""x"":-49.26379,""y"":-25.432781}]",11.65,390,"NONE","NONE",1139588440,"R. Nilo Cairo",3.236111111111111,"[{""fromNode"":161153588,""ID"":301724095,""toNode"":246831930,""isForward"":false},{""fromNode"":246831930,""ID"":301724094,""toNode"":161153549,""isForward"":false},{""fromNode"":161153549,""ID"":158592096,""toNode"":161153462,""isForward"":true},{""fromNode"":161153462,""ID"":158592064,""toNode"":161153507,""isForward"":true},{""fromNode"":161153507,""ID"":158591699,""toNode"":161153229,""isForward"":true}]",2,66,1543534327921,"R. Cons. Laurindo",1139588440,1543534327920
1322542147,2,"BR","Curitiba",5,"[{""x"":-49.306685,""y"":-25.434488},{""x"":-49.306492,""y"":-25.434009},{""x"":-49.306794,""y"":-25.432656}]",0,209,"NONE","NONE",1322542147,"R. Cézar Pastre",0,"[{""fromNode"":161141217,""ID"":319894798,""toNode"":161141232,""isForward"":true}]",1,-1,1543534323462,"R. Vitorino Kaviski",1322542147,1542078783995
2035527899,2,"BR","Curitiba",5,"[{""x"":-49.222094,""y"":-25.414623},{""x"":-49.221575,""y"":-25.413459}]",0,139,"NONE","NONE",2035527899,"R. dos Xaverianos",0,"[{""fromNode"":282183028,""ID"":357551886,""toNode"":174855613,""isForward"":true}]",2,-1,1543534339142,,2035527899,1542636400547
1741990108,2,"BR","Curitiba",5,"[{""x"":-49.266149,""y"":-25.442669},{""x"":-49.265327,""y"":-25.442354}]",0,90,"NONE","NONE",1741990108,,0,"[{""fromNode"":165078353,""ID"":327259290,""toNode"":263098272,""isForward"":false}]",2,-1,1543534332635,"Av. Pres. Getúlio Vargas - Pista Esq.",1741990108,1538998307058
