"_id","city","comments","confidence","country","id","inscale","isJamUnifiedAlert","location","magvar","nComments","nImages","nThumbsUp","pubMillis","reliability","reportMood","reportRating","showFacebookPic","speed","street","subtype","type","uuid","wazeData","roadType","reportBy","reportDescription","nearBy","provider","providerId","imageId","imageUrl","reportByActiveGroupIcon","reportByActiveGroupName"
"alert-734628536/5e2ce095-a0fe-36bb-bd89-5e15a21568e4","Cabo de Santo Agostinho","[{""reportBy"":"""",""reportMillis"":1551629686718,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551631542372,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551632490034,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551643596522,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551646731074,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551654482945,""isThumbsUp"":true},{""reportBy"":""juanaecarlos"",""reportMillis"":1551715848038,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551718199723,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551720906175,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551779539570,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551804980700,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551814150174,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551823684972,""isThumbsUp"":true},{""reportMillis"":1551876755848,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551916903622,""isThumbsUp"":true},{""reportMillis"":1551917225940,""isThumbsUp"":true}]",5,"BR","alert-734628536/5e2ce095-a0fe-36bb-bd89-5e15a21568e4",false,false,"{""x"":-35.021266,""y"":-8.28875}",12,0,0,16,1551581525996,10,8,2,false,0,"Av. Alm. Paulo Moreira","HAZARD_ON_ROAD_POT_HOLE","HAZARD","5e2ce095-a0fe-36bb-bd89-5e15a21568e4","world,-35.021266,-8.28875,5e2ce095-a0fe-36bb-bd89-5e15a21568e4,734628536",,,,,,,,,,
"alert-743630109/89b3254d-f00c-3c61-8114-63aff15c5105","Cabo de Santo Agostinho","[]",0,"BR","alert-743630109/89b3254d-f00c-3c61-8114-63aff15c5105",false,false,"{""x"":-35.02349,""y"":-8.286205}",73,0,0,0,1551840042208,5,34,0,false,0,"R. Maria Madalena Tabosa Lopes","","POLICE","89b3254d-f00c-3c61-8114-63aff15c5105","world,-35.02349,-8.286205,89b3254d-f00c-3c61-8114-63aff15c5105,743630109",1,,,,,,,,,
"alert-743630119/f05de859-3f3f-3ed4-8172-6f94b825a4fe","Cabo de Santo Agostinho","[{""reportBy"":"""",""reportMillis"":1551840135931,""isThumbsUp"":false}]",0,"BR","alert-743630119/f05de859-3f3f-3ed4-8172-6f94b825a4fe",false,false,"{""x"":-35.02349,""y"":-8.286205}",73,1,0,0,1551840101258,6,34,0,false,0,"R. Maria Madalena Tabosa Lopes","JAM_STAND_STILL_TRAFFIC","JAM","f05de859-3f3f-3ed4-8172-6f94b825a4fe","world,-35.02349,-8.286205,f05de859-3f3f-3ed4-8172-6f94b825a4fe,743630119",1,,,,,,,,,
"alert-736570133/f31c1c7c-77d2-3c33-9213-302a330872ac","Cabo de Santo Agostinho","[]",0,"BR","alert-736570133/f31c1c7c-77d2-3c33-9213-302a330872ac",false,false,"{""x"":-35.02349,""y"":-8.286205}",253,0,0,0,1551840181015,5,34,0,false,0,"R. Maria Madalena Tabosa Lopes","","POLICE","f31c1c7c-77d2-3c33-9213-302a330872ac","world,-35.02349,-8.286205,f31c1c7c-77d2-3c33-9213-302a330872ac,736570133",1,,,,,,,,,
"alert-732136763/2cd0ca02-e7f5-3610-9e3b-223c432968ce","Jaboatão dos Guararapes","[{""reportBy"":""Tonn_Vanna"",""reportMillis"":1551730804767,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551744286873,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551794487966,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551810638397,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551815297863,""isThumbsUp"":true},{""reportMillis"":1551823847632,""isThumbsUp"":true},{""reportBy"":""fernandoantduda"",""reportMillis"":1551826635267,""isThumbsUp"":true},{""reportBy"":""fabiocalabria"",""reportMillis"":1551889231420,""isThumbsUp"":true}]",3,"BR","alert-732136763/2cd0ca02-e7f5-3610-9e3b-223c432968ce",false,false,"{""x"":-35.023068,""y"":-8.090242}",303,0,0,8,1551713550082,10,1,2,false,0,,"HAZARD_ON_ROAD_POT_HOLE","HAZARD","2cd0ca02-e7f5-3610-9e3b-223c432968ce","world,-35.023068,-8.090242,2cd0ca02-e7f5-3610-9e3b-223c432968ce,732136763",,,,,,,,,,
"alert-747295345/e0b3d64e-42c3-3d03-b68a-eec4b02db05e","Jaboatão dos Guararapes","[{""reportBy"":""Tonn_Vanna"",""reportMillis"":1551731052156,""isThumbsUp"":true},{""reportMillis"":1551739559907,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551786561434,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551794726091,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551802474477,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551815551394,""isThumbsUp"":true},{""reportBy"":""Maxmullerdrummer"",""reportMillis"":1551820089312,""isThumbsUp"":true},{""reportMillis"":1551822877854,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551825936256,""isThumbsUp"":true},{""reportBy"":""fernandoantduda"",""reportMillis"":1551826921198,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551827880176,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551850104463,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551859219925,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551889808402,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551893105232,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551895856519,""isThumbsUp"":true},{""reportBy"":""AdrianoSilvaSpeedy16"",""reportMillis"":1551904000088,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551914922162,""isThumbsUp"":true}]",5,"BR","alert-747295345/e0b3d64e-42c3-3d03-b68a-eec4b02db05e",false,false,"{""x"":-35.017916,""y"":-8.106817}",172,0,0,18,1551730670767,10,1,1,false,0,"Est. da Luz","HAZARD_ON_ROAD_POT_HOLE","HAZARD","e0b3d64e-42c3-3d03-b68a-eec4b02db05e","world,-35.017916,-8.106817,e0b3d64e-42c3-3d03-b68a-eec4b02db05e,747295345",,,,,,,,,,
"alert-748179046/f4e0a8bc-aedc-3b6f-8f51-79e19f83d6f0","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1551822032204,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551851054300,""isThumbsUp"":true},{""reportBy"":""manoBrown99"",""reportMillis"":1551851061369,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551887043384,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551892581926,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551893101745,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551894402946,""isThumbsUp"":true}]",3,"BR","alert-748179046/f4e0a8bc-aedc-3b6f-8f51-79e19f83d6f0",false,false,"{""x"":-35.017822,""y"":-8.106991}",310,0,0,7,1551801420544,10,24,2,false,0,"Est. da Luz","HAZARD_ON_ROAD_POT_HOLE","HAZARD","f4e0a8bc-aedc-3b6f-8f51-79e19f83d6f0","world,-35.017822,-8.106991,f4e0a8bc-aedc-3b6f-8f51-79e19f83d6f0,748179046",2,,,,,,,,,
"alert-737226052/65cbc070-8fc2-3bc7-a6e4-1ba62a01c43a","Jaboatão dos Guararapes","[]",0,"BR","alert-737226052/65cbc070-8fc2-3bc7-a6e4-1ba62a01c43a",false,false,"{""x"":-35.020574,""y"":-8.098523}",179,0,0,0,1551826919777,6,10,1,false,0,"Est. da Luz","HAZARD_ON_ROAD_POT_HOLE","HAZARD","65cbc070-8fc2-3bc7-a6e4-1ba62a01c43a","world,-35.020574,-8.098523,65cbc070-8fc2-3bc7-a6e4-1ba62a01c43a,737226052",2,"fernandoantduda",,,,,,,,
"alert-744690368/1d1238fc-0617-31cd-9120-6c47e0884515","Moreno","[]",0,"BR","alert-744690368/1d1238fc-0617-31cd-9120-6c47e0884515",false,false,"{""x"":-35.101104,""y"":-8.118562}",78,0,0,0,1551841356867,5,10,3,false,0,"Av. Dr. Sofrônio Portela","JAM_STAND_STILL_TRAFFIC","JAM","1d1238fc-0617-31cd-9120-6c47e0884515","world,-35.101104,-8.118562,1d1238fc-0617-31cd-9120-6c47e0884515,744690368",,"EcoSportFreestyleST",,,,,,,,
"alert-739905958/6a89dff2-9334-38a4-85a2-b53ef31adc04","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1551749255720,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551753050302,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551781668264,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551783122222,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551790129640,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551790866221,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551797157687,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551797423979,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551806356451,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551814227299,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551814647315,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551815426702,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551815599564,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551819135910,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551819475577,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551829994681,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551834088235,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551839029102,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551866844951,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551871773809,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551875688364,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551884801848,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551898085084,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551898533576,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551905360093,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551906743944,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551906791329,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551908061637,""text"":""alguém sabe de polícia aí?"",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551908615131,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551911632233,""isThumbsUp"":true},{""reportBy"":""titimarceneiro"",""reportMillis"":1551912742911,""isThumbsUp"":true}]",5,"BR","alert-739905958/6a89dff2-9334-38a4-85a2-b53ef31adc04",false,false,"{""x"":-34.942563,""y"":-8.224346}",100,2,0,29,1551748712066,10,49,3,false,0,"Est. de Curcurana","HAZARD_ON_ROAD_POT_HOLE","HAZARD","6a89dff2-9334-38a4-85a2-b53ef31adc04","world,-34.942563,-8.224346,6a89dff2-9334-38a4-85a2-b53ef31adc04,739905958",2,,,,,,,,,
"alert-733086084/71df100a-3741-39b8-9826-540dc0490be1","Jaboatão dos Guararapes","[{""reportBy"":""edferreira300"",""reportMillis"":1551507493265,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551539065612,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551540861516,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551551590541,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551551591120,""isThumbsUp"":true},{""reportMillis"":1551553552932,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551564307856,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551594970893,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551622612044,""isThumbsUp"":true},{""reportBy"":""ArmandoNagel"",""reportMillis"":1551640872438,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551654451277,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551656517604,""isThumbsUp"":true},{""reportBy"":""FabioMilantoni"",""reportMillis"":1551665731751,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551666424010,""isThumbsUp"":true},{""reportMillis"":1551705199562,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551723395964,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551725400325,""isThumbsUp"":true},{""reportBy"":""Natalia_de_Paula"",""reportMillis"":1551735287500,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551738669512,""isThumbsUp"":true},{""reportMillis"":1551744055383,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551750627729,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551828794695,""isThumbsUp"":true},{""reportBy"":""IvanildoBarbosa2424"",""reportMillis"":1551881859855,""isThumbsUp"":true},{""reportBy"":""IvanildoBarbosa2424"",""reportMillis"":1551881860827,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551882408353,""isThumbsUp"":true},{""reportMillis"":1551924258574,""isThumbsUp"":true}]",5,"BR","alert-733086084/71df100a-3741-39b8-9826-540dc0490be1",false,false,"{""x"":-34.923957,""y"":-8.201819}",160,0,0,26,1551491283350,10,34,0,false,0,"R. Campo Grande","HAZARD_ON_ROAD_POT_HOLE","HAZARD","71df100a-3741-39b8-9826-540dc0490be1","world,-34.923957,-8.201819,71df100a-3741-39b8-9826-540dc0490be1,733086084",1,,,,,,,,,
"alert-746123205/9e4c61da-d2a9-355a-a7ad-b7b74d154f15","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1551801983137,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551803497271,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551803531938,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551813303503,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551821474743,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551824122135,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551827243173,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551829437932,""isThumbsUp"":true},{""reportBy"":""Loorennago"",""reportMillis"":1551837827168,""isThumbsUp"":true},{""reportBy"":""Miro6593"",""reportMillis"":1551863497588,""isThumbsUp"":true}]",4,"BR","alert-746123205/9e4c61da-d2a9-355a-a7ad-b7b74d154f15",false,false,"{""x"":-34.943246,""y"":-8.175688}",127,0,0,10,1551742132905,10,50,0,false,0,"Retorno","HAZARD_ON_ROAD_POT_HOLE","HAZARD","9e4c61da-d2a9-355a-a7ad-b7b74d154f15","world,-34.943246,-8.175688,9e4c61da-d2a9-355a-a7ad-b7b74d154f15,746123205",4,,,,,,,,,
"alert-738267062/064fd850-fed2-3017-b8b3-369a5a746723","Jaboatão dos Guararapes","[{""reportBy"":""juanaecarlos"",""reportMillis"":1551836023648,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551840323810,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551865900494,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551894982941,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551913789484,""isThumbsUp"":true}]",2,"BR","alert-738267062/064fd850-fed2-3017-b8b3-369a5a746723",false,false,"{""x"":-34.925268,""y"":-8.215733}",303,0,0,5,1551830810364,10,49,3,false,0,"R. Cap. Méd. Osias Ribeiro","HAZARD_ON_ROAD_POT_HOLE","HAZARD","064fd850-fed2-3017-b8b3-369a5a746723","world,-34.925268,-8.215733,064fd850-fed2-3017-b8b3-369a5a746723,738267062",2,"Genesis_gfc",,,,,,,,
"alert-736520440/27eb9f5d-836d-3bb2-bf8a-bbdc7d1bf124","Jaboatão dos Guararapes","[{""reportBy"":""Ralpholino"",""reportMillis"":1551798835364,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551869962401,""isThumbsUp"":true},{""reportBy"":""Tadzyo_o"",""reportMillis"":1551897557620,""isThumbsUp"":true}]",1,"BR","alert-736520440/27eb9f5d-836d-3bb2-bf8a-bbdc7d1bf124",false,false,"{""x"":-34.938792,""y"":-8.163926}",71,0,0,3,1551729596432,9,10,1,false,0,"R. José Alves Bezerra","HAZARD_ON_ROAD_POT_HOLE","HAZARD","27eb9f5d-836d-3bb2-bf8a-bbdc7d1bf124","world,-34.938792,-8.163926,27eb9f5d-836d-3bb2-bf8a-bbdc7d1bf124,736520440",1,,,,,,,,,
"alert-738942561/7bb0ee0f-0d79-3a38-997b-faae3db4beec","Jaboatão dos Guararapes","[{""reportBy"":""jasielBolha"",""reportMillis"":1551824801272,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551837837631,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551838809787,""isThumbsUp"":true},{""reportMillis"":1551839851822,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551840616638,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551900854503,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551906350333,""isThumbsUp"":true}]",3,"BR","alert-738942561/7bb0ee0f-0d79-3a38-997b-faae3db4beec",false,false,"{""x"":-34.966259,""y"":-8.144578}",308,0,0,7,1551817080527,10,1,2,false,0,"Av. Marcos Freire","HAZARD_ON_ROAD_POT_HOLE","HAZARD","7bb0ee0f-0d79-3a38-997b-faae3db4beec","world,-34.966259,-8.144578,7bb0ee0f-0d79-3a38-997b-faae3db4beec,738942561",2,,,,,,,,,
"alert-737984601/c1c6a865-5c22-38ea-8297-556124f03f96","Jaboatão dos Guararapes","[]",0,"BR","alert-737984601/c1c6a865-5c22-38ea-8297-556124f03f96",false,false,"{""x"":-34.9434,""y"":-8.149309}",0,0,0,0,1551711005421,6,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","c1c6a865-5c22-38ea-8297-556124f03f96","world,-34.9434,-8.149309,c1c6a865-5c22-38ea-8297-556124f03f96,737984601",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-739384660/8f16b6fa-534c-3188-8339-8721fa043d44","Jaboatão dos Guararapes","[]",0,"BR","alert-739384660/8f16b6fa-534c-3188-8339-8721fa043d44",false,false,"{""x"":-34.943182,""y"":-8.150105}",0,0,0,0,1551711006724,6,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","8f16b6fa-534c-3188-8339-8721fa043d44","world,-34.943182,-8.150105,8f16b6fa-534c-3188-8339-8721fa043d44,739384660",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-736287672/eba2f297-dae0-33f8-9726-7752f1455ba9","Jaboatão dos Guararapes","[]",0,"BR","alert-736287672/eba2f297-dae0-33f8-9726-7752f1455ba9",false,false,"{""x"":-34.946678,""y"":-8.142493}",0,0,0,0,1551711089276,6,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","eba2f297-dae0-33f8-9726-7752f1455ba9","world,-34.946678,-8.142493,eba2f297-dae0-33f8-9726-7752f1455ba9,736287672",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-743128398/228ada67-e034-3317-a558-1808b9c986a1","Jaboatão dos Guararapes","[]",0,"BR","alert-743128398/228ada67-e034-3317-a558-1808b9c986a1",false,false,"{""x"":-34.944021,""y"":-8.148045}",0,0,0,0,1551711109953,6,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","228ada67-e034-3317-a558-1808b9c986a1","world,-34.944021,-8.148045,228ada67-e034-3317-a558-1808b9c986a1,743128398",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-747328456/43d7f1fe-9777-397a-9205-d35ce7b09d11","Jaboatão dos Guararapes","[]",0,"BR","alert-747328456/43d7f1fe-9777-397a-9205-d35ce7b09d11",false,false,"{""x"":-34.944021,""y"":-8.148045}",0,0,0,0,1551711111481,6,0,0,false,0,"Desvio","ROAD_CLOSED_EVENT","ROAD_CLOSED","43d7f1fe-9777-397a-9205-d35ce7b09d11","world,-34.944021,-8.148045,43d7f1fe-9777-397a-9205-d35ce7b09d11,747328456",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-747329086/0e091896-2ca6-3b9e-a930-659a12e51199","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1551876663757,""isThumbsUp"":true}]",0,"BR","alert-747329086/0e091896-2ca6-3b9e-a930-659a12e51199",false,false,"{""x"":-34.94262,""y"":-8.151717}",0,0,0,1,1551711126393,7,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","0e091896-2ca6-3b9e-a930-659a12e51199","world,-34.94262,-8.151717,0e091896-2ca6-3b9e-a930-659a12e51199,747329086",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-727893843/b783d3d4-2fbd-3fd6-98f5-cddb8ec2eb4a","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1551710398946,""isThumbsUp"":true}]",0,"BR","alert-727893843/b783d3d4-2fbd-3fd6-98f5-cddb8ec2eb4a",false,false,"{""x"":-34.942865,""y"":-8.151085}",0,0,0,1,1551671261878,7,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","b783d3d4-2fbd-3fd6-98f5-cddb8ec2eb4a","world,-34.942865,-8.151085,b783d3d4-2fbd-3fd6-98f5-cddb8ec2eb4a,727893843",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-731293841/901b2adf-22a0-306f-b928-3e920b049f11","Jaboatão dos Guararapes","[]",0,"BR","alert-731293841/901b2adf-22a0-306f-b928-3e920b049f11",false,false,"{""x"":-34.942605,""y"":-8.151552}",0,0,0,0,1551671261552,6,0,0,false,0,,"ROAD_CLOSED_EVENT","ROAD_CLOSED","901b2adf-22a0-306f-b928-3e920b049f11","world,-34.942605,-8.151552,901b2adf-22a0-306f-b928-3e920b049f11,731293841",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-741551519/e666c7a7-ddc0-337f-906c-8919592e8e59","Jaboatão dos Guararapes","[]",0,"BR","alert-741551519/e666c7a7-ddc0-337f-906c-8919592e8e59",false,false,"{""x"":-34.946679,""y"":-8.145555}",0,0,0,0,1551711189273,6,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","e666c7a7-ddc0-337f-906c-8919592e8e59","world,-34.946679,-8.145555,e666c7a7-ddc0-337f-906c-8919592e8e59,741551519",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-741541719/a686d60a-6458-30ba-a145-c4ec09e89a5e","Jaboatão dos Guararapes","[]",0,"BR","alert-741541719/a686d60a-6458-30ba-a145-c4ec09e89a5e",false,false,"{""x"":-34.945863,""y"":-8.146198}",0,0,0,0,1551710931003,6,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","a686d60a-6458-30ba-a145-c4ec09e89a5e","world,-34.945863,-8.146198,a686d60a-6458-30ba-a145-c4ec09e89a5e,741541719",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-734697123/e7504dc3-db12-3106-966c-a22db78d9e31","Jaboatão dos Guararapes","[]",0,"BR","alert-734697123/e7504dc3-db12-3106-966c-a22db78d9e31",false,false,"{""x"":-34.944184,""y"":-8.147805}",0,0,0,0,1551711332743,6,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","e7504dc3-db12-3106-966c-a22db78d9e31","world,-34.944184,-8.147805,e7504dc3-db12-3106-966c-a22db78d9e31,734697123",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-739390360/aa119eb3-795a-38c9-ad96-44089399be8b","Recife","[]",0,"BR","alert-739390360/aa119eb3-795a-38c9-ad96-44089399be8b",false,false,"{""x"":-34.945408,""y"":-8.13152}",0,0,0,0,1551711158951,6,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","aa119eb3-795a-38c9-ad96-44089399be8b","world,-34.945408,-8.13152,aa119eb3-795a-38c9-ad96-44089399be8b,739390360",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-736533848/41215c12-a71d-329c-8cd1-b09373e0d78f","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1551710527814,""isThumbsUp"":true}]",0,"BR","alert-736533848/41215c12-a71d-329c-8cd1-b09373e0d78f",false,false,"{""x"":-34.947398,""y"":-8.137502}",0,0,0,1,1551671262578,7,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","41215c12-a71d-329c-8cd1-b09373e0d78f","world,-34.947398,-8.137502,41215c12-a71d-329c-8cd1-b09373e0d78f,736533848",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-742133845/f58113e8-8fdc-3754-b781-2beb49188e9d","Recife","[{""reportBy"":"""",""reportMillis"":1551710522025,""isThumbsUp"":true}]",0,"BR","alert-742133845/f58113e8-8fdc-3754-b781-2beb49188e9d",false,false,"{""x"":-34.9459,""y"":-8.132134}",0,0,0,1,1551671262195,7,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","f58113e8-8fdc-3754-b781-2beb49188e9d","world,-34.9459,-8.132134,f58113e8-8fdc-3754-b781-2beb49188e9d,742133845",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-731293861/b12b1113-7775-310a-a6f5-40689f27d2b6","Recife","[{""reportBy"":"""",""reportMillis"":1551710512259,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551900404455,""isThumbsUp"":true}]",1,"BR","alert-731293861/b12b1113-7775-310a-a6f5-40689f27d2b6",false,false,"{""x"":-34.94731,""y"":-8.134251}",0,0,0,2,1551671395452,8,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","b12b1113-7775-310a-a6f5-40689f27d2b6","world,-34.94731,-8.134251,b12b1113-7775-310a-a6f5-40689f27d2b6,731293861",,"JoaoNogueiraJr","Obras",,,,,,,
"alert-732673830/f3609ce9-a683-32ca-841d-6b682860e6ae","Recife","[{""reportBy"":"""",""reportMillis"":1551710538779,""isThumbsUp"":true}]",0,"BR","alert-732673830/f3609ce9-a683-32ca-841d-6b682860e6ae",false,false,"{""x"":-34.944403,""y"":-8.130285}",0,0,0,1,1551671259906,7,0,0,false,0,"BR-101 Rod. Gov. Mário Covas","ROAD_CLOSED_EVENT","ROAD_CLOSED","f3609ce9-a683-32ca-841d-6b682860e6ae","world,-34.944403,-8.130285,f3609ce9-a683-32ca-841d-6b682860e6ae,732673830",,"JoaoNogueiraJr","Obras",,,,,,,
