"_id","city","comments","confidence","country","id","inscale","isJamUnifiedAlert","location","magvar","nComments","nImages","nThumbsUp","pubMillis","reliability","reportMood","reportRating","showFacebookPic","speed","street","subtype","type","uuid","wazeData","roadType","reportBy","reportDescription","nearBy","provider","providerId","imageId","imageUrl","reportByActiveGroupIcon","reportByActiveGroupName"
"alert-749993367/f86d3e3b-d18c-3000-983e-f14415e53f2c","Recife","[{""reportBy"":"""",""reportMillis"":1551850331532,""isThumbsUp"":true}]",0,"BR","alert-749993367/f86d3e3b-d18c-3000-983e-f14415e53f2c",false,false,"{""x"":-34.883649,""y"":-8.088491}",317,0,0,1,1551849318187,6,50,2,false,0,"Av. Antônio de Góes - Pista Norte","","POLICE","f86d3e3b-d18c-3000-983e-f14415e53f2c","world,-34.883649,-8.088491,f86d3e3b-d18c-3000-983e-f14415e53f2c,749993367",2,,,,,,,,,
"alert-756213364/fd60148c-2493-34e0-accd-b8f387db45c8","Recife","[{""reportBy"":"""",""reportMillis"":1551849734617,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551850571721,""isThumbsUp"":false},{""reportMillis"":1551850797254,""isThumbsUp"":true}]",1,"BR","alert-756213364/fd60148c-2493-34e0-accd-b8f387db45c8",false,false,"{""x"":-34.877225,""y"":-8.0715}",68,2,0,1,1551849417144,8,50,3,false,0,"Av. Sul","JAM_STAND_STILL_TRAFFIC","JAM","fd60148c-2493-34e0-accd-b8f387db45c8","world,-34.877225,-8.0715,fd60148c-2493-34e0-accd-b8f387db45c8,756213364",2,,,,,,,,,
"alert-752673326/7994d512-05e9-3c1a-ab2c-bef53e0c9485","Recife","[{""reportBy"":"""",""reportMillis"":1551849923131,""isThumbsUp"":true}]",0,"BR","alert-752673326/7994d512-05e9-3c1a-ab2c-bef53e0c9485",false,false,"{""x"":-34.872446,""y"":-8.058859}",7,0,0,1,1551849593649,6,34,0,false,0,"Av. Cais do Apolo","POLICE_VISIBLE","POLICE","7994d512-05e9-3c1a-ab2c-bef53e0c9485","world,-34.872446,-8.058859,7994d512-05e9-3c1a-ab2c-bef53e0c9485,752673326",2,,,,,,,,,
"alert-742093492/feccf8e7-04a9-39bd-9904-5ca024c3a9d0","Recife","[{""reportBy"":"""",""reportMillis"":1551850980151,""text"":""acidente grave"",""isThumbsUp"":false}]",0,"BR","alert-742093492/feccf8e7-04a9-39bd-9904-5ca024c3a9d0",false,false,"{""x"":-34.947372,""y"":-8.115337}",273,1,0,0,1551850238369,6,24,1,false,0,"Av. Rio São Francisco","ACCIDENT_MAJOR","ACCIDENT","feccf8e7-04a9-39bd-9904-5ca024c3a9d0","world,-34.947372,-8.115337,feccf8e7-04a9-39bd-9904-5ca024c3a9d0,742093492",,,,,,,,,,
"alert-748793338/5bb2e2ed-9fa5-32fc-9f32-6b8e6de8d67b","Recife","[]",0,"BR","alert-748793338/5bb2e2ed-9fa5-32fc-9f32-6b8e6de8d67b",false,false,"{""x"":-34.894166,""y"":-8.115379}",31,0,0,0,1551850358100,5,49,3,false,0,"Av. Conselheiro Aguiar","","POLICE","5bb2e2ed-9fa5-32fc-9f32-6b8e6de8d67b","world,-34.894166,-8.115379,5bb2e2ed-9fa5-32fc-9f32-6b8e6de8d67b,748793338",2,,,,,,,,,
"alert-758233354/c16b914a-8887-33ca-9f28-f92f27db2692","Recife","[]",0,"BR","alert-758233354/c16b914a-8887-33ca-9f28-f92f27db2692",false,false,"{""x"":-34.885949,""y"":-8.086265}",317,0,0,0,1551850439697,5,1,3,false,0,"Av. Antônio de Góes - Pista Sul","POLICE_VISIBLE","POLICE","c16b914a-8887-33ca-9f28-f92f27db2692","world,-34.885949,-8.086265,c16b914a-8887-33ca-9f28-f92f27db2692,758233354",2,,,,,,,,,
"alert-743133481/c363db9b-18c5-3122-a3df-257261f833a1","Recife","[{""reportBy"":"""",""reportMillis"":1551851654957,""isThumbsUp"":true},{""reportMillis"":1551852015844,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551852362841,""isThumbsUp"":true}]",1,"BR","alert-743133481/c363db9b-18c5-3122-a3df-257261f833a1",false,false,"{""x"":-34.892794,""y"":-8.048294}",218,0,0,3,1551850495724,8,48,1,false,0,"Av. Gov. Agamenon Magalhães - Pista Central","","POLICE","c363db9b-18c5-3122-a3df-257261f833a1","world,-34.892794,-8.048294,c363db9b-18c5-3122-a3df-257261f833a1,743133481",2,,,,,,,,,
"alert-755673405/94b9318d-430d-3842-81fb-a3ed20a7362d","Recife","[{""reportBy"":""cristianocvilanova"",""reportMillis"":1551851017206,""isThumbsUp"":true},{""reportBy"":""natalyyregina"",""reportMillis"":1551851050829,""isThumbsUp"":true}]",1,"BR","alert-755673405/94b9318d-430d-3842-81fb-a3ed20a7362d",false,false,"{""x"":-34.890667,""y"":-8.045597}",218,0,0,2,1551850362611,7,24,2,false,0,"Av. Gov. Agamenon Magalhães - Pista Central","","POLICE","94b9318d-430d-3842-81fb-a3ed20a7362d","world,-34.890667,-8.045597,94b9318d-430d-3842-81fb-a3ed20a7362d,755673405",2,,,,,,,,,
"alert-755353405/d1b31255-a602-3967-8d20-5b66cfa72e2b","Recife","[]",0,"BR","alert-755353405/d1b31255-a602-3967-8d20-5b66cfa72e2b",false,false,"{""x"":-34.894616,""y"":-8.116229}",296,0,0,0,1551850577546,5,1,1,false,0,"R. Antônio Falcão","POLICE_VISIBLE","POLICE","d1b31255-a602-3967-8d20-5b66cfa72e2b","world,-34.894616,-8.116229,d1b31255-a602-3967-8d20-5b66cfa72e2b,755353405",2,,,,,,,,,
"alert-756253225/79e0ec61-a9d9-3e45-b354-fa9e7cf7f45e","Recife","[{""reportBy"":""DanielMelo1990"",""reportMillis"":1551851217406,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551852189294,""isThumbsUp"":true}]",1,"BR","alert-756253225/79e0ec61-a9d9-3e45-b354-fa9e7cf7f45e",false,false,"{""x"":-34.891837,""y"":-8.047074}",218,0,0,2,1551850633766,7,49,1,false,0,"Av. Gov. Agamenon Magalhães - Pista Central","POLICE_VISIBLE","POLICE","79e0ec61-a9d9-3e45-b354-fa9e7cf7f45e","world,-34.891837,-8.047074,79e0ec61-a9d9-3e45-b354-fa9e7cf7f45e,756253225",,,,,,,,,,
"alert-758153464/702fba08-c019-30ca-9cdb-40efe9e4d962","Recife","[{""reportBy"":"""",""reportMillis"":1551851697511,""isThumbsUp"":false}]",0,"BR","alert-758153464/702fba08-c019-30ca-9cdb-40efe9e4d962",false,false,"{""x"":-34.885598,""y"":-8.086455}",317,1,0,0,1551850868003,6,10,1,false,0,"Av. Antônio de Góes - Pista Norte","POLICE_VISIBLE","POLICE","702fba08-c019-30ca-9cdb-40efe9e4d962","world,-34.885598,-8.086455,702fba08-c019-30ca-9cdb-40efe9e4d962,758153464",2,,,,,,,,,
"alert-741073493/0b72bca7-970d-3011-b9e1-9ffacdf97165","Recife","[{""reportBy"":"""",""reportMillis"":1551851027290,""text"":""  blitz agora às 2:30"",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551851464283,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551852477121,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551852968289,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551853241998,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551853489654,""isThumbsUp"":true}]",3,"BR","alert-741073493/0b72bca7-970d-3011-b9e1-9ffacdf97165",false,false,"{""x"":-34.886404,""y"":-8.073344}",253,1,0,5,1551851007902,10,10,3,false,0,"R. Imperial","POLICE_VISIBLE","POLICE","0b72bca7-970d-3011-b9e1-9ffacdf97165","world,-34.886404,-8.073344,0b72bca7-970d-3011-b9e1-9ffacdf97165,741073493",2,,,,,,,,,
"alert-751413847/699845ec-ea25-3a5f-88e7-33eb34f6780f","Recife","[]",0,"BR","alert-751413847/699845ec-ea25-3a5f-88e7-33eb34f6780f",false,false,"{""x"":-34.890579,""y"":-8.045484}",218,0,0,0,1551851336788,5,1,1,false,0,"Av. Gov. Agamenon Magalhães - Pista Central","POLICE_VISIBLE","POLICE","699845ec-ea25-3a5f-88e7-33eb34f6780f","world,-34.890579,-8.045484,699845ec-ea25-3a5f-88e7-33eb34f6780f,751413847",,,,,,,,,,
"alert-744893851/dad7ed12-2990-35a7-b52c-93db12dbeac6","Recife","[]",0,"BR","alert-744893851/dad7ed12-2990-35a7-b52c-93db12dbeac6",false,false,"{""x"":-34.891871,""y"":-8.047117}",218,0,0,0,1551851361408,5,1,1,false,0,"Av. Gov. Agamenon Magalhães - Pista Central","POLICE_VISIBLE","POLICE","dad7ed12-2990-35a7-b52c-93db12dbeac6","world,-34.891871,-8.047117,dad7ed12-2990-35a7-b52c-93db12dbeac6,744893851",,,,,,,,,,
"alert-734652693/2c248f0e-14b3-395d-8a99-f6bf344644d1","Olinda","[]",0,"BR","alert-734652693/2c248f0e-14b3-395d-8a99-f6bf344644d1",false,false,"{""x"":-34.859341,""y"":-8.025464}",0,0,0,0,1551711220675,6,0,0,false,0,"R. Maurício de Nassau","ROAD_CLOSED_EVENT","ROAD_CLOSED","2c248f0e-14b3-395d-8a99-f6bf344644d1","world,-34.859341,-8.025464,2c248f0e-14b3-395d-8a99-f6bf344644d1,734652693",,"hebermc","Carnaval Olinda",,,,,,,
"alert-739873413/67805aa9-4b9d-329f-8173-93801b640614","Recife","[]",0,"BR","alert-739873413/67805aa9-4b9d-329f-8173-93801b640614",false,false,"{""x"":-34.88206,""y"":-8.073701}",68,0,0,0,1551851788464,5,9,2,false,0,"Av. Eng. José Estelita","JAM_STAND_STILL_TRAFFIC","JAM","67805aa9-4b9d-329f-8173-93801b640614","world,-34.88206,-8.073701,67805aa9-4b9d-329f-8173-93801b640614,739873413",2,,,,,,,,,
"alert-751113527/252676e7-177d-3d55-b21f-0667e78b1841","Recife","[{""reportBy"":"""",""reportMillis"":1551852096457,""isThumbsUp"":true},{""reportBy"":""DaniloHelmytSunny"",""reportMillis"":1551852191427,""text"":""seca"",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551852933726,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551853487512,""isThumbsUp"":true},{""reportBy"":""FabrcioGomesNinja8"",""reportMillis"":1551853656319,""isThumbsUp"":true},{""reportMillis"":1551853658886,""isThumbsUp"":true},{""reportMillis"":1551853905347,""isThumbsUp"":true},{""reportMillis"":1551854494972,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551854585294,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551855313300,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551855405600,""isThumbsUp"":true},{""reportBy"":""dogaotmf"",""reportMillis"":1551855538813,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551855587437,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551855979206,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551856099652,""isThumbsUp"":true},{""reportBy"":""Jerfsson"",""reportMillis"":1551856224452,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551856539846,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551856675830,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551856836570,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551857181292,""isThumbsUp"":true},{""reportMillis"":1551857342551,""isThumbsUp"":true},{""reportMillis"":1551857538241,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551858293202,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551858300505,""isThumbsUp"":true},{""reportMillis"":1551859161212,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551859927590,""isThumbsUp"":true}]",5,"BR","alert-751113527/252676e7-177d-3d55-b21f-0667e78b1841",false,false,"{""x"":-34.883079,""y"":-8.074026}",249,1,0,25,1551851874043,10,24,2,false,0,"Av. Eng. José Estelita","","POLICE","252676e7-177d-3d55-b21f-0667e78b1841","world,-34.883079,-8.074026,252676e7-177d-3d55-b21f-0667e78b1841,751113527",2,,,,,,,,,
"alert-749293488/74cb45c2-4d41-36cd-a1ff-c75b6a6859b7","Recife","[]",0,"BR","alert-749293488/74cb45c2-4d41-36cd-a1ff-c75b6a6859b7",false,false,"{""x"":-34.872151,""y"":-8.051257}",308,0,0,0,1551852078249,5,49,2,false,0,"Av. Cais do Apolo","","POLICE","74cb45c2-4d41-36cd-a1ff-c75b6a6859b7","world,-34.872151,-8.051257,74cb45c2-4d41-36cd-a1ff-c75b6a6859b7,749293488",2,,,,,,,,,
"alert-744992787/06a9a94f-fa1f-30e4-8e49-bac4bd36711a","Olinda","[]",0,"BR","alert-744992787/06a9a94f-fa1f-30e4-8e49-bac4bd36711a",false,false,"{""x"":-34.85812,""y"":-8.023916}",0,0,0,0,1551711223332,6,0,0,false,0,"R. Josué Gonçalves de Lira","ROAD_CLOSED_EVENT","ROAD_CLOSED","06a9a94f-fa1f-30e4-8e49-bac4bd36711a","world,-34.85812,-8.023916,06a9a94f-fa1f-30e4-8e49-bac4bd36711a,744992787",,"hebermc","Carnaval Olinda",,,,,,,
"alert-744993007/5fd5a295-66a9-36ea-bc5d-753bf7940f94","Olinda","[]",0,"BR","alert-744993007/5fd5a295-66a9-36ea-bc5d-753bf7940f94",false,false,"{""x"":-34.856801,""y"":-8.024359}",0,0,0,0,1551711228613,6,0,0,false,0,,"ROAD_CLOSED_EVENT","ROAD_CLOSED","5fd5a295-66a9-36ea-bc5d-753bf7940f94","world,-34.856801,-8.024359,5fd5a295-66a9-36ea-bc5d-753bf7940f94,744993007",,"hebermc","Carnaval Olinda",,,,,,,
"alert-741613559/6b609a18-95e7-3dd4-846f-4a2fb614823f","Olinda","[]",0,"BR","alert-741613559/6b609a18-95e7-3dd4-846f-4a2fb614823f",false,false,"{""x"":-34.858405,""y"":-8.023695}",0,0,0,0,1551711241910,6,0,0,false,0,"R. Josué Gonçalves de Lira","ROAD_CLOSED_EVENT","ROAD_CLOSED","6b609a18-95e7-3dd4-846f-4a2fb614823f","world,-34.858405,-8.023695,6b609a18-95e7-3dd4-846f-4a2fb614823f,741613559",,"hebermc","Carnaval Olinda",,,,,,,
"alert-749473478/a4a5bde0-6d9a-357b-a6cb-7bd7824b7a4b","Recife","[{""reportBy"":"""",""reportMillis"":1551852816317,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551853066605,""isThumbsUp"":true}]",1,"BR","alert-749473478/a4a5bde0-6d9a-357b-a6cb-7bd7824b7a4b",false,false,"{""x"":-34.895282,""y"":-8.117256}",30,0,0,2,1551852751269,7,10,1,false,0,"Av. Conselheiro Aguiar","POLICE_VISIBLE","POLICE","a4a5bde0-6d9a-357b-a6cb-7bd7824b7a4b","world,-34.895282,-8.117256,a4a5bde0-6d9a-357b-a6cb-7bd7824b7a4b,749473478",2,,"Lei Seca",,,,,,,
"alert-752233466/a99ac8e7-0b91-3bb9-b89d-b88acabdb624","Recife","[{""reportBy"":"""",""reportMillis"":1551854495173,""isThumbsUp"":true}]",0,"BR","alert-752233466/a99ac8e7-0b91-3bb9-b89d-b88acabdb624",false,false,"{""x"":-34.88566,""y"":-8.086568}",317,0,0,1,1551852848437,6,24,2,false,0,"Av. Antônio de Góes - Pista Sul","POLICE_VISIBLE","POLICE","a99ac8e7-0b91-3bb9-b89d-b88acabdb624","world,-34.88566,-8.086568,a99ac8e7-0b91-3bb9-b89d-b88acabdb624,752233466",2,,"Lei seca",,,,,,,
"alert-757253474/c6201d4e-8c7f-3f03-8386-53a79a8c89c4","Recife","[]",0,"BR","alert-757253474/c6201d4e-8c7f-3f03-8386-53a79a8c89c4",false,false,"{""x"":-34.879329,""y"":-8.072216}",85,0,0,0,1551852793375,5,34,0,false,0,"Av. Sul","POLICE_VISIBLE","POLICE","c6201d4e-8c7f-3f03-8386-53a79a8c89c4","world,-34.879329,-8.072216,c6201d4e-8c7f-3f03-8386-53a79a8c89c4,757253474",2,,,,,,,,,
"alert-748233468/ffefb600-8bae-3a1a-bef6-ff3ae722c911","Recife","[]",0,"BR","alert-748233468/ffefb600-8bae-3a1a-bef6-ff3ae722c911",false,false,"{""x"":-34.879614,""y"":-8.071799}",108,0,0,0,1551852859761,5,10,2,false,0,"Vd. das Cinco Pontas","JAM_STAND_STILL_TRAFFIC","JAM","ffefb600-8bae-3a1a-bef6-ff3ae722c911","world,-34.879614,-8.071799,ffefb600-8bae-3a1a-bef6-ff3ae722c911,748233468",2,,,,,,,,,
"alert-741353502/79b7e9ba-5ea9-3c3a-833d-9abc08dc6c2d","Recife","[]",0,"BR","alert-741353502/79b7e9ba-5ea9-3c3a-833d-9abc08dc6c2d",false,false,"{""x"":-34.877007,""y"":-8.071415}",68,0,0,0,1551853226506,5,34,0,false,0,"Av. Sul","POLICE_VISIBLE","POLICE","79b7e9ba-5ea9-3c3a-833d-9abc08dc6c2d","world,-34.877007,-8.071415,79b7e9ba-5ea9-3c3a-833d-9abc08dc6c2d,741353502",2,,,,,,,,,
"alert-747033529/15ca8bcc-8eae-32a9-a935-dc586764d6e1","Recife","[{""reportBy"":"""",""reportMillis"":1551853800060,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551854042692,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551854432043,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551855006847,""isThumbsUp"":true}]",2,"BR","alert-747033529/15ca8bcc-8eae-32a9-a935-dc586764d6e1",false,false,"{""x"":-34.886331,""y"":-8.073321}",253,0,0,4,1551853483387,9,49,2,false,0,"R. Imperial","POLICE_VISIBLE","POLICE","15ca8bcc-8eae-32a9-a935-dc586764d6e1","world,-34.886331,-8.073321,15ca8bcc-8eae-32a9-a935-dc586764d6e1,747033529",2,,,,,,,,,
"alert-744233531/ce77edb9-e53f-35f7-b8ee-3e9f499bdbbe","Recife","[]",0,"BR","alert-744233531/ce77edb9-e53f-35f7-b8ee-3e9f499bdbbe",false,false,"{""x"":-34.875928,""y"":-8.070836}",36,0,0,0,1551854147382,5,10,1,false,0,"Av. Sul","JAM_STAND_STILL_TRAFFIC","JAM","ce77edb9-e53f-35f7-b8ee-3e9f499bdbbe","world,-34.875928,-8.070836,ce77edb9-e53f-35f7-b8ee-3e9f499bdbbe,744233531",2,,,,,,,,,
"alert-748453825/b6e0bc54-2a22-3c38-a8fc-d5824068d9bb","Olinda","[]",0,"BR","alert-748453825/b6e0bc54-2a22-3c38-a8fc-d5824068d9bb",false,false,"{""x"":-34.858619,""y"":-8.024697}",0,0,0,0,1551711248520,6,0,0,false,0,"R. Monte Castelo","ROAD_CLOSED_EVENT","ROAD_CLOSED","b6e0bc54-2a22-3c38-a8fc-d5824068d9bb","world,-34.858619,-8.024697,b6e0bc54-2a22-3c38-a8fc-d5824068d9bb,748453825",,"hebermc","Carnaval Olinda",,,,,,,
"alert-740553453/903893ac-4b7d-3590-881c-a10c81e1d9b9","Recife","[]",0,"BR","alert-740553453/903893ac-4b7d-3590-881c-a10c81e1d9b9",false,false,"{""x"":-34.909563,""y"":-8.126648}",83,0,0,0,1551854308087,5,34,0,false,0,"R. Des. João Paes","","POLICE","903893ac-4b7d-3590-881c-a10c81e1d9b9","world,-34.909563,-8.126648,903893ac-4b7d-3590-881c-a10c81e1d9b9,740553453",2,,,,,,,,,
"alert-753973465/a9690a6f-1ee1-3b0b-9531-a575626c5a7a","Recife","[{""reportBy"":"""",""reportMillis"":1551855487584,""text"":""Não tem nada "",""isThumbsUp"":false}]",0,"BR","alert-753973465/a9690a6f-1ee1-3b0b-9531-a575626c5a7a",false,false,"{""x"":-34.92904,""y"":-8.093596}",352,1,0,0,1551854701399,6,34,0,false,0,"Av. Recife","","ACCIDENT","a9690a6f-1ee1-3b0b-9531-a575626c5a7a","world,-34.92904,-8.093596,a9690a6f-1ee1-3b0b-9531-a575626c5a7a,753973465",2,,,,,,,,,
"alert-753093466/6de79fa6-ddd0-3fa7-92bb-f89e96dad88a","Recife","[]",0,"BR","alert-753093466/6de79fa6-ddd0-3fa7-92bb-f89e96dad88a",false,false,"{""x"":-34.92933,""y"":-8.091566}",352,0,0,0,1551854722920,5,34,0,false,0,"Av. Recife","","HAZARD","6de79fa6-ddd0-3fa7-92bb-f89e96dad88a","world,-34.92933,-8.091566,6de79fa6-ddd0-3fa7-92bb-f89e96dad88a,753093466",2,,,,,,,,,
"alert-744993997/95aa082c-06da-3ca2-ac38-6d1d9cfffb4c","Olinda","[]",0,"BR","alert-744993997/95aa082c-06da-3ca2-ac38-6d1d9cfffb4c",false,false,"{""x"":-34.859393,""y"":-8.025196}",0,0,0,0,1551711252750,6,0,0,false,0,"R. José Bonifácio","ROAD_CLOSED_EVENT","ROAD_CLOSED","95aa082c-06da-3ca2-ac38-6d1d9cfffb4c","world,-34.859393,-8.025196,95aa082c-06da-3ca2-ac38-6d1d9cfffb4c,744993997",,"hebermc","Carnaval Olinda",,,,,,,
"alert-748193589/cda042ae-4bee-348e-8a4d-24334bb6c04f","Recife","[{""reportBy"":"""",""reportMillis"":1551855230562,""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551856488135,""isThumbsUp"":true},{""reportBy"":""Jerfsson"",""reportMillis"":1551856609158,""isThumbsUp"":true}]",1,"BR","alert-748193589/cda042ae-4bee-348e-8a4d-24334bb6c04f",false,false,"{""x"":-34.900344,""y"":-8.112552}",183,1,0,2,1551854846537,9,49,3,false,0,"Via Mangue","HAZARD_ON_ROAD_CAR_STOPPED","HAZARD","cda042ae-4bee-348e-8a4d-24334bb6c04f","world,-34.900344,-8.112552,cda042ae-4bee-348e-8a4d-24334bb6c04f,748193589",2,"allanzhr",,,,,,,,
"alert-742633562/5cc3a91e-35c6-3c42-93a6-b5cb89eb2f20","Recife","[]",0,"BR","alert-742633562/5cc3a91e-35c6-3c42-93a6-b5cb89eb2f20",false,false,"{""x"":-34.885693,""y"":-8.086355}",317,0,0,0,1551854987603,5,49,0,false,0,"Av. Antônio de Góes - Pista Norte","POLICE_VISIBLE","POLICE","5cc3a91e-35c6-3c42-93a6-b5cb89eb2f20","world,-34.885693,-8.086355,5cc3a91e-35c6-3c42-93a6-b5cb89eb2f20,742633562",2,,,,,,,,,
"alert-739454180/a5a63fc8-ff0c-3b5d-bbe8-f4eb0905a81a","Olinda","[]",0,"BR","alert-739454180/a5a63fc8-ff0c-3b5d-bbe8-f4eb0905a81a",false,false,"{""x"":-34.857255,""y"":-8.024822}",0,0,0,0,1551711257219,6,0,0,false,0,,"ROAD_CLOSED_EVENT","ROAD_CLOSED","a5a63fc8-ff0c-3b5d-bbe8-f4eb0905a81a","world,-34.857255,-8.024822,a5a63fc8-ff0c-3b5d-bbe8-f4eb0905a81a,739454180",,"hebermc","Carnaval Olinda",,,,,,,
"alert-747313559/1f5d6603-e3bd-3f0b-92ae-27973fd61ad3","Recife","[]",0,"BR","alert-747313559/1f5d6603-e3bd-3f0b-92ae-27973fd61ad3",false,false,"{""x"":-34.884137,""y"":-8.087987}",317,0,0,0,1551856058572,5,10,2,false,0,"Av. Antônio de Góes - Pista Norte","POLICE_VISIBLE","POLICE","1f5d6603-e3bd-3f0b-92ae-27973fd61ad3","world,-34.884137,-8.087987,1f5d6603-e3bd-3f0b-92ae-27973fd61ad3,747313559",2,,,,,,,,,
"alert-742633592/cbb34ccb-2559-39de-8081-996e5aa7b599","Recife","[{""reportBy"":"""",""reportMillis"":1551857616437,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551857715324,""isThumbsUp"":true},{""reportBy"":""DieguinhowCostaa"",""reportMillis"":1551857865025,""isThumbsUp"":true},{""reportBy"":""DieguinhowCostaa"",""reportMillis"":1551857985785,""text"":""O que é???"",""isThumbsUp"":false},{""reportBy"":"""",""reportMillis"":1551858353070,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551858765613,""isThumbsUp"":true},{""reportMillis"":1551859598498,""isThumbsUp"":true},{""reportMillis"":1551859796814,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551859900260,""isThumbsUp"":true},{""reportBy"":""DieguinhowCostaa"",""reportMillis"":1551859940120,""text"":""Alguém sabe o que é?"",""isThumbsUp"":false}]",5,"BR","alert-742633592/cbb34ccb-2559-39de-8081-996e5aa7b599",false,false,"{""x"":-34.87224,""y"":-8.05119}",308,2,0,8,1551856079659,10,24,2,false,0,"Av. Cais do Apolo","POLICE_HIDING","POLICE","cbb34ccb-2559-39de-8081-996e5aa7b599","world,-34.87224,-8.05119,cbb34ccb-2559-39de-8081-996e5aa7b599,742633592",2,,,,,,,,,
"alert-749413658/a8134cb1-7b00-314d-9965-9c84b1ed0b9a","Recife","[]",0,"BR","alert-749413658/a8134cb1-7b00-314d-9965-9c84b1ed0b9a",false,false,"{""x"":-34.947358,""y"":-8.115337}",92,0,0,0,1551856479713,5,49,2,false,0,"Av. Rio São Francisco","ACCIDENT_MAJOR","ACCIDENT","a8134cb1-7b00-314d-9965-9c84b1ed0b9a","world,-34.947358,-8.115337,a8134cb1-7b00-314d-9965-9c84b1ed0b9a,749413658",2,,,,,,,,,
"alert-748593628/971bc6d7-02c8-31ce-9d82-ff32f75cb2ef","Recife","[{""reportBy"":"""",""reportMillis"":1551856883571,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551856976839,""isThumbsUp"":true},{""reportBy"":""gordinhodelicia2608"",""reportMillis"":1551857890014,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551858777442,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551858785379,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551858947846,""isThumbsUp"":true}]",2,"BR","alert-748593628/971bc6d7-02c8-31ce-9d82-ff32f75cb2ef",false,false,"{""x"":-34.888887,""y"":-8.07415}",252,0,0,6,1551856274388,10,49,2,false,0,"R. Imperial","POLICE_VISIBLE","POLICE","971bc6d7-02c8-31ce-9d82-ff32f75cb2ef","world,-34.888887,-8.07415,971bc6d7-02c8-31ce-9d82-ff32f75cb2ef,748593628",2,"world_v3r13w9b",,,,,,,,
"alert-741453732/8e24fd42-b4cb-3a04-974d-052878d3a8a7","Recife","[]",0,"BR","alert-741453732/8e24fd42-b4cb-3a04-974d-052878d3a8a7",false,false,"{""x"":-34.905159,""y"":-8.113961}",140,0,0,0,1551856702416,5,34,0,false,0,"R. Alfredo Marcondes","","POLICE","8e24fd42-b4cb-3a04-974d-052878d3a8a7","world,-34.905159,-8.113961,8e24fd42-b4cb-3a04-974d-052878d3a8a7,741453732",,,,,,,,,,
"alert-750933617/a050ad02-b42a-3c07-a907-b6356232f1f0","Jaboatão dos Guararapes","[{""reportBy"":"""",""reportMillis"":1551858199589,""isThumbsUp"":true},{""reportBy"":"""",""reportMillis"":1551859338893,""isThumbsUp"":true}]",1,"BR","alert-750933617/a050ad02-b42a-3c07-a907-b6356232f1f0",false,false,"{""x"":-34.925095,""y"":-8.157362}",241,0,0,2,1551857741106,7,8,2,false,0,"Pista Lateral Estr. da Batalha","HAZARD_WEATHER_FLOOD","HAZARD","a050ad02-b42a-3c07-a907-b6356232f1f0","world,-34.925095,-8.157362,a050ad02-b42a-3c07-a907-b6356232f1f0,750933617",2,"CleytondaSilva24",,,,,,,,
