"_id","city","country","delay","endNode","id","length","level","line","pubMillis","roadType","segments","severity","speed","speedKMH","street","turnType","type","updateMillis","uuid","startNode","blockExpiration","blockStartTime","blockType","blockUpdate","blockingAlertID","blockingAlertUuid","causeAlert"
1188480371,"Campina Grande","BR",60,"R. João Florentino de Carvalho",1188480371,542,2,"[{""x"":-35.880453,""y"":-7.218833},{""x"":-35.879837,""y"":-7.219637},{""x"":-35.879676,""y"":-7.219842},{""x"":-35.878593,""y"":-7.221245},{""x"":-35.877972,""y"":-7.22209},{""x"":-35.877462,""y"":-7.222715}]",1551012536021,1,"[{""fromNode"":159784441,""ID"":156549831,""toNode"":159784484,""isForward"":true},{""fromNode"":159784484,""ID"":156549922,""toNode"":159784490,""isForward"":true},{""fromNode"":159784490,""ID"":156549945,""toNode"":159784541,""isForward"":true},{""fromNode"":159784541,""ID"":156550162,""toNode"":159784551,""isForward"":true},{""fromNode"":159784551,""ID"":198000789,""toNode"":159784556,""isForward"":false}]",0,4.25,15.3,"R. Vila Nova da Rainha","NONE","NONE",1551013375946,1188480371,,,,,,,,
1184660932,"Campina Grande","BR",111,"R. Vila Nova da Rainha",1184660932,273,3,"[{""x"":-35.882118,""y"":-7.220234},{""x"":-35.880565,""y"":-7.219993},{""x"":-35.880409,""y"":-7.219971},{""x"":-35.879676,""y"":-7.219842}]",1551012536576,1,"[{""fromNode"":159784197,""ID"":156549581,""toNode"":159784322,""isForward"":true},{""fromNode"":159784322,""ID"":156549812,""toNode"":159784471,""isForward"":true},{""fromNode"":159784471,""ID"":156549844,""toNode"":159784490,""isForward"":true}]",0,1.9027777777777777,6.85,"R. Cel. João Lourenço Porto","NONE","NONE",1551013624799,1184660932,,,,,,,,
1200804459,"Campina Grande","BR",120,"Av. Min. José Américo de Almeida",1200804459,171,4,"[{""x"":-35.87339,""y"":-7.221576},{""x"":-35.873838,""y"":-7.220273},{""x"":-35.873887,""y"":-7.220107}]",1551012612511,1,"[{""fromNode"":159785147,""ID"":156550930,""toNode"":159785109,""isForward"":true},{""fromNode"":159785109,""ID"":207536659,""toNode"":186174676,""isForward"":true}]",0,1.2,4.32,"R. Joaquim Nabuco","NONE","NONE",1551013031930,1200804459,,,,,,,,
1206056158,"Campina Grande","BR",60,,1206056158,538,2,"[{""x"":-35.90461,""y"":-7.246718},{""x"":-35.904838,""y"":-7.247132},{""x"":-35.905412,""y"":-7.24823},{""x"":-35.905414,""y"":-7.248239},{""x"":-35.905669,""y"":-7.24875},{""x"":-35.906358,""y"":-7.250131},{""x"":-35.906823,""y"":-7.251051}]",1551012694612,2,"[{""fromNode"":159781731,""ID"":236919764,""toNode"":159781743,""isForward"":false},{""fromNode"":159781743,""ID"":156545509,""toNode"":159781507,""isForward"":true},{""fromNode"":159781507,""ID"":275073369,""toNode"":159781565,""isForward"":true},{""fromNode"":159781565,""ID"":213281422,""toNode"":188711944,""isForward"":true}]",0,4.252777777777778,15.310000000000002,"Av. Pres. Juscelino Kubitschek","NONE","NONE",1551012780020,1206056158,,,,,,,,
1236742657,"Campina Grande","BR",75,"R. Maria da Guia Muniz Albuquerque",1236742657,528,2,"[{""x"":-35.93679,""y"":-7.232399},{""x"":-35.936338,""y"":-7.232397},{""x"":-35.936275,""y"":-7.232395},{""x"":-35.935815,""y"":-7.232372},{""x"":-35.935509,""y"":-7.23237},{""x"":-35.935328,""y"":-7.232364},{""x"":-35.934956,""y"":-7.232353},{""x"":-35.934868,""y"":-7.232345},{""x"":-35.934536,""y"":-7.232338},{""x"":-35.934398,""y"":-7.232334},{""x"":-35.934055,""y"":-7.232312},{""x"":-35.933918,""y"":-7.232311},{""x"":-35.933575,""y"":-7.232276},{""x"":-35.933441,""y"":-7.232268},{""x"":-35.933116,""y"":-7.232238},{""x"":-35.932953,""y"":-7.23223},{""x"":-35.932628,""y"":-7.232218},{""x"":-35.932492,""y"":-7.232223},{""x"":-35.932025,""y"":-7.232202}]",1551012949588,1,"[{""fromNode"":159778617,""ID"":156540942,""toNode"":159778618,""isForward"":false},{""fromNode"":159778618,""ID"":367010993,""toNode"":288294742,""isForward"":false},{""fromNode"":288294742,""ID"":367010992,""toNode"":159778624,""isForward"":false},{""fromNode"":159778624,""ID"":283568188,""toNode"":234409964,""isForward"":false},{""fromNode"":234409964,""ID"":283568187,""toNode"":159778631,""isForward"":false},{""fromNode"":159778631,""ID"":156540981,""toNode"":159778653,""isForward"":false},{""fromNode"":159778653,""ID"":367011035,""toNode"":288294767,""isForward"":false},{""fromNode"":288294767,""ID"":367011034,""toNode"":203697430,""isForward"":false},{""fromNode"":203697430,""ID"":236754184,""toNode"":159778674,""isForward"":false},{""fromNode"":159778674,""ID"":236754177,""toNode"":203697426,""isForward"":false},{""fromNode"":203697426,""ID"":236754176,""toNode"":159778683,""isForward"":false},{""fromNode"":159778683,""ID"":236754169,""toNode"":203697422,""isForward"":false},{""fromNode"":203697422,""ID"":236754168,""toNode"":159778705,""isForward"":false},{""fromNode"":159778705,""ID"":236754125,""toNode"":203697399,""isForward"":false},{""fromNode"":203697399,""ID"":236754124,""toNode"":159778721,""isForward"":false},{""fromNode"":159778721,""ID"":236753985,""toNode"":203697310,""isForward"":false},{""fromNode"":203697310,""ID"":236753984,""toNode"":159778742,""isForward"":false},{""fromNode"":159778742,""ID"":156541137,""toNode"":159778763,""isForward"":false}]",0,4.258333333333334,15.330000000000002,"R. José Moisés Medeiros Neto","NONE","NONE",1551013370037,1236742657,,,,,,,,
1206602398,"Campina Grande","BR",111,"R. José Adnoste Roberto",1206602398,417,3,"[{""x"":-35.869378,""y"":-7.238436},{""x"":-35.869597,""y"":-7.238141},{""x"":-35.869728,""y"":-7.237965},{""x"":-35.870077,""y"":-7.237546},{""x"":-35.870152,""y"":-7.237453},{""x"":-35.870425,""y"":-7.237118},{""x"":-35.870437,""y"":-7.237104},{""x"":-35.870703,""y"":-7.236767},{""x"":-35.871036,""y"":-7.236344},{""x"":-35.871722,""y"":-7.235474}]",1551013199527,2,"[{""fromNode"":273681406,""ID"":344158272,""toNode"":273158346,""isForward"":false},{""fromNode"":273158346,""ID"":343348740,""toNode"":159785254,""isForward"":false},{""fromNode"":159785254,""ID"":263117918,""toNode"":220554480,""isForward"":false},{""fromNode"":220554480,""ID"":263117916,""toNode"":203631997,""isForward"":false},{""fromNode"":203631997,""ID"":255192041,""toNode"":215341588,""isForward"":false},{""fromNode"":215341588,""ID"":356562904,""toNode"":281546103,""isForward"":false},{""fromNode"":281546103,""ID"":356562916,""toNode"":281546110,""isForward"":false},{""fromNode"":281546110,""ID"":356562915,""toNode"":159785260,""isForward"":false}]",0,2.613888888888889,9.41,"R. Otacílio Nepomuceno","NONE","NONE",1551013368412,1206602398,,,,,,,,
1189496150,"Campina Grande","BR",84,"R. Prof. Capiba",1189496150,327,3,"[{""x"":-35.894295,""y"":-7.224294},{""x"":-35.895183,""y"":-7.224699},{""x"":-35.895382,""y"":-7.224791},{""x"":-35.896921,""y"":-7.225502},{""x"":-35.89699,""y"":-7.22553}]",1551013282773,2,"[{""fromNode"":174403630,""ID"":184275967,""toNode"":174404208,""isForward"":true},{""fromNode"":174404208,""ID"":236359103,""toNode"":203443391,""isForward"":true},{""fromNode"":203443391,""ID"":236359104,""toNode"":174403631,""isForward"":true},{""fromNode"":174403631,""ID"":199154274,""toNode"":181896613,""isForward"":true}]",0,2.7111111111111112,9.760000000000002,"Av. Floriano Peixoto","NONE","NONE",1551013368278,1189496150,,,,,,,,
1201446509,"Campina Grande","BR",104,,1201446509,159,4,"[{""x"":-35.903378,""y"":-7.231805},{""x"":-35.903748,""y"":-7.231794},{""x"":-35.904239,""y"":-7.231751},{""x"":-35.904363,""y"":-7.231751},{""x"":-35.904816,""y"":-7.231785}]",1551013292199,1,"[{""fromNode"":159781995,""ID"":156545904,""toNode"":159781822,""isForward"":true},{""fromNode"":159781822,""ID"":156545810,""toNode"":159781858,""isForward"":true},{""fromNode"":159781858,""ID"":156545754,""toNode"":159781833,""isForward"":true},{""fromNode"":159781833,""ID"":156545652,""toNode"":159781774,""isForward"":true}]",0,1.1666666666666667,4.2,"R. da Cerâmica","NONE","NONE",1551013375575,1201446509,,,,,,,,
1201744959,"Campina Grande","BR",69,"R. Dep. Ascendino Moura",1201744959,561,2,"[{""x"":-35.872591,""y"":-7.234403},{""x"":-35.873017,""y"":-7.23389},{""x"":-35.873435,""y"":-7.233348},{""x"":-35.874435,""y"":-7.232116},{""x"":-35.874901,""y"":-7.231516},{""x"":-35.875341,""y"":-7.230978},{""x"":-35.875772,""y"":-7.230451}]",1551013543191,2,"[{""fromNode"":159785139,""ID"":210633911,""toNode"":187550736,""isForward"":true},{""fromNode"":187550736,""ID"":262553000,""toNode"":220185209,""isForward"":false},{""fromNode"":220185209,""ID"":356585709,""toNode"":182839810,""isForward"":true},{""fromNode"":182839810,""ID"":156550777,""toNode"":159784931,""isForward"":false},{""fromNode"":159784931,""ID"":156550720,""toNode"":159784961,""isForward"":false},{""fromNode"":159784961,""ID"":156550652,""toNode"":159784910,""isForward"":false}]",0,4.530555555555556,16.310000000000002,"R. Otacílio Nepomuceno","NONE","NONE",1551013627923,1201744959,,,,,,,,
1189866090,"Campina Grande","BR",93,"R. Montevidéu",1189866090,554,2,"[{""x"":-35.902532,""y"":-7.216249},{""x"":-35.901035,""y"":-7.216422},{""x"":-35.900807,""y"":-7.216504},{""x"":-35.90052,""y"":-7.21655},{""x"":-35.900292,""y"":-7.216613},{""x"":-35.899072,""y"":-7.216911},{""x"":-35.897639,""y"":-7.217292}]",1551013544079,1,"[{""fromNode"":159782150,""ID"":156546189,""toNode"":159782182,""isForward"":false},{""fromNode"":159782182,""ID"":156546683,""toNode"":159782480,""isForward"":false},{""fromNode"":159782480,""ID"":156546935,""toNode"":159782639,""isForward"":false}]",0,2.9166666666666665,10.5,"Av. Rio Branco","NONE","NONE",1551014571935,1189866090,,,,,,,,
1185776932,"Campina Grande","BR",74,"R. João Quirino",1185776932,832,3,"[{""x"":-35.878673,""y"":-7.242429},{""x"":-35.878815,""y"":-7.242322},{""x"":-35.879069,""y"":-7.242149},{""x"":-35.879094,""y"":-7.242018},{""x"":-35.879127,""y"":-7.241439},{""x"":-35.879144,""y"":-7.241279},{""x"":-35.87918,""y"":-7.240451},{""x"":-35.879223,""y"":-7.239665},{""x"":-35.879314,""y"":-7.238179},{""x"":-35.87932,""y"":-7.238087},{""x"":-35.879361,""y"":-7.237369},{""x"":-35.879398,""y"":-7.236581},{""x"":-35.879445,""y"":-7.235809},{""x"":-35.879473,""y"":-7.235121}]",1551013627409,2,"[{""fromNode"":159784605,""ID"":247024600,""toNode"":204018546,""isForward"":true},{""fromNode"":204018546,""ID"":237254476,""toNode"":181754777,""isForward"":true},{""fromNode"":181754777,""ID"":198812173,""toNode"":181754950,""isForward"":true},{""fromNode"":181754950,""ID"":198914798,""toNode"":181797893,""isForward"":true},{""fromNode"":181797893,""ID"":198914799,""toNode"":181755080,""isForward"":true},{""fromNode"":181755080,""ID"":198812633,""toNode"":181755083,""isForward"":true},{""fromNode"":181755083,""ID"":198813023,""toNode"":181755240,""isForward"":true},{""fromNode"":181755240,""ID"":303811798,""toNode"":248179662,""isForward"":true}]",0,4.722222222222222,17,"R. Vigário Calixto","NONE","NONE",1551013627477,1185776932,,,,,,,,
1237398277,"Campina Grande","BR",66,"R. José de Alencar",1237398277,540,1,"[{""x"":-35.897529,""y"":-7.21677},{""x"":-35.897639,""y"":-7.217292},{""x"":-35.897762,""y"":-7.217795},{""x"":-35.897883,""y"":-7.218279},{""x"":-35.898068,""y"":-7.219107},{""x"":-35.898264,""y"":-7.219934},{""x"":-35.89862,""y"":-7.221536}]",1551013628432,2,"[{""fromNode"":159782653,""ID"":268297260,""toNode"":159782639,""isForward"":true},{""fromNode"":159782639,""ID"":268297261,""toNode"":159782615,""isForward"":true},{""fromNode"":159782615,""ID"":268297262,""toNode"":159782599,""isForward"":true},{""fromNode"":159782599,""ID"":268297263,""toNode"":159782569,""isForward"":true},{""fromNode"":159782569,""ID"":268297264,""toNode"":159782656,""isForward"":true},{""fromNode"":159782656,""ID"":268297265,""toNode"":159782602,""isForward"":true}]",0,3.691666666666667,13.290000000000001,"R. Montevidéu","NONE","NONE",1551014571980,1237398277,,,,,,,,
1205819026,"Campina Grande","BR",84,"Av. Min. José Américo de Almeida",1205819026,369,3,"[{""x"":-35.873612,""y"":-7.216588},{""x"":-35.873246,""y"":-7.217362},{""x"":-35.873026,""y"":-7.21782},{""x"":-35.872831,""y"":-7.218538},{""x"":-35.872546,""y"":-7.219531},{""x"":-35.872494,""y"":-7.21972}]",1551013628976,1,"[{""fromNode"":159785095,""ID"":156550950,""toNode"":159785159,""isForward"":false},{""fromNode"":159785159,""ID"":156550991,""toNode"":159785118,""isForward"":false},{""fromNode"":159785118,""ID"":156551009,""toNode"":159785185,""isForward"":false},{""fromNode"":159785185,""ID"":156551036,""toNode"":159785199,""isForward"":false},{""fromNode"":159785199,""ID"":156551065,""toNode"":159785081,""isForward"":false}]",0,2.8777777777777778,10.36,"R. Silva Jardim","NONE","NONE",1551013628981,1205819026,,,,,,,,
1189104084,"Campina Grande","BR",132,"R. Montevidéu",1189104084,302,3,"[{""x"":-35.900212,""y"":-7.216225},{""x"":-35.898978,""y"":-7.216488},{""x"":-35.898254,""y"":-7.216592},{""x"":-35.897529,""y"":-7.21677}]",1551013800130,1,"[{""fromNode"":159782318,""ID"":156546696,""toNode"":159782491,""isForward"":false},{""fromNode"":159782491,""ID"":156546959,""toNode"":159782653,""isForward"":false}]",0,1.6722222222222223,6.0200000000000005,"R. Cel. José Vicente","NONE","NONE",1551014571913,1189104084,,,,,,,,
1186074202,"Campina Grande","BR",159,,1186074202,269,4,"[{""x"":-35.908405,""y"":-7.240013},{""x"":-35.908479,""y"":-7.240865},{""x"":-35.908491,""y"":-7.241437},{""x"":-35.90854,""y"":-7.24244}]",1551013883620,1,"[{""fromNode"":159781257,""ID"":236921296,""toNode"":203801810,""isForward"":true},{""fromNode"":203801810,""ID"":236921297,""toNode"":159781233,""isForward"":true},{""fromNode"":159781233,""ID"":156544862,""toNode"":159781293,""isForward"":true}]",0,1.461111111111111,5.26,"R. Márcio Moreira Antunes","NONE","NONE",1551014227689,1186074202,,,,,,,,
1207402238,"Campina Grande","BR",70,,1207402238,853,2,"[{""x"":-35.897002,""y"":-7.236445},{""x"":-35.896825,""y"":-7.236219},{""x"":-35.8961,""y"":-7.235355},{""x"":-35.894956,""y"":-7.23394},{""x"":-35.894407,""y"":-7.232769},{""x"":-35.894119,""y"":-7.232115},{""x"":-35.894041,""y"":-7.231782},{""x"":-35.893879,""y"":-7.231018},{""x"":-35.893604,""y"":-7.229699}]",1551013964484,2,"[{""fromNode"":181797897,""ID"":366695688,""toNode"":288088475,""isForward"":false},{""fromNode"":288088475,""ID"":366695687,""toNode"":203446094,""isForward"":false},{""fromNode"":203446094,""ID"":236363211,""toNode"":203446046,""isForward"":false},{""fromNode"":203446046,""ID"":236363210,""toNode"":203445972,""isForward"":false},{""fromNode"":203445972,""ID"":236363150,""toNode"":203445981,""isForward"":false},{""fromNode"":203445981,""ID"":236363131,""toNode"":203445682,""isForward"":false},{""fromNode"":203445682,""ID"":236362697,""toNode"":159783250,""isForward"":false}]",0,5.769444444444445,20.770000000000003,"R. Alm. Barroso","NONE","NONE",1551014222709,1207402238,,,,,,,,
1167318995,"Campina Grande","BR",123,"R. Nilo Peçanha",1167318995,164,4,"[{""x"":-35.895091,""y"":-7.224297},{""x"":-35.895556,""y"":-7.224294},{""x"":-35.896552,""y"":-7.22406}]",1551013795209,1,"[{""fromNode"":159782954,""ID"":156547428,""toNode"":159782866,""isForward"":true}]",0,1.1166666666666667,4.0200000000000005,"R. da Independência","NONE","NONE",1551014568407,1167318995,,,,,,,,
1186019232,"Campina Grande","BR",89,"R. Dinamérica Alves Correia",1186019232,371,3,"[{""x"":-35.913579,""y"":-7.234084},{""x"":-35.912716,""y"":-7.233691},{""x"":-35.911787,""y"":-7.233232},{""x"":-35.910997,""y"":-7.23296},{""x"":-35.910491,""y"":-7.232754}]",1551013795435,1,"[{""fromNode"":174608181,""ID"":184753232,""toNode"":159780716,""isForward"":false},{""fromNode"":159780716,""ID"":156544151,""toNode"":159780800,""isForward"":false},{""fromNode"":159780800,""ID"":156544270,""toNode"":159780890,""isForward"":false},{""fromNode"":159780890,""ID"":156544394,""toNode"":159780979,""isForward"":false}]",0,2.922222222222222,10.52,"R. Josefa Maria de Oliveira","NONE","NONE",1551014568545,1186019232,,,,,,,,
1167319725,"Campina Grande","BR",99,"R. Jornalista Walter Mendonça",1167319725,238,3,"[{""x"":-35.906381,""y"":-7.240947},{""x"":-35.906386,""y"":-7.242097},{""x"":-35.906386,""y"":-7.242562},{""x"":-35.906362,""y"":-7.243102}]",1551013795845,1,"[{""fromNode"":159781540,""ID"":156545337,""toNode"":159781524,""isForward"":true},{""fromNode"":159781524,""ID"":156545336,""toNode"":159781388,""isForward"":true},{""fromNode"":159781388,""ID"":156545338,""toNode"":159781290,""isForward"":true}]",0,1.9694444444444446,7.090000000000001,"R. Pedro Siqueira Luna","NONE","NONE",1551013969128,1167319725,,,,,,,,
1190119880,"Campina Grande","BR",80,"R. Josinaldo Justino Vasconcelos",1190119880,291,3,"[{""x"":-35.909989,""y"":-7.240125},{""x"":-35.909022,""y"":-7.240051},{""x"":-35.90892,""y"":-7.240051},{""x"":-35.908405,""y"":-7.240013},{""x"":-35.907879,""y"":-7.240003},{""x"":-35.90779,""y"":-7.239992},{""x"":-35.907654,""y"":-7.239976},{""x"":-35.907354,""y"":-7.239971}]",1551013796044,1,"[{""fromNode"":159781026,""ID"":156544604,""toNode"":159781125,""isForward"":true},{""fromNode"":159781125,""ID"":156544788,""toNode"":159781240,""isForward"":true},{""fromNode"":159781240,""ID"":156544808,""toNode"":159781257,""isForward"":true},{""fromNode"":159781257,""ID"":156544892,""toNode"":159781313,""isForward"":true},{""fromNode"":159781313,""ID"":236923741,""toNode"":203803581,""isForward"":true},{""fromNode"":203803581,""ID"":236923743,""toNode"":159781405,""isForward"":true}]",0,2.136111111111111,7.69,"R. Henrique Sales Monteiro","NONE","NONE",1551014568895,1190119880,,,,,,,,
1189860301,"Campina Grande","BR",138,"R. Giló Guedes",1189860301,610,3,"[{""x"":-35.872553,""y"":-7.225327},{""x"":-35.872837,""y"":-7.224233},{""x"":-35.873023,""y"":-7.223546},{""x"":-35.873157,""y"":-7.22303},{""x"":-35.873291,""y"":-7.222434},{""x"":-35.873367,""y"":-7.222155},{""x"":-35.873632,""y"":-7.22169},{""x"":-35.874358,""y"":-7.220873},{""x"":-35.87446,""y"":-7.220796},{""x"":-35.874547,""y"":-7.220755},{""x"":-35.874923,""y"":-7.220651}]",1551013796382,2,"[{""fromNode"":159785212,""ID"":156551042,""toNode"":159785190,""isForward"":false},{""fromNode"":159785190,""ID"":156551013,""toNode"":159785154,""isForward"":false},{""fromNode"":159785154,""ID"":156551001,""toNode"":159785062,""isForward"":false},{""fromNode"":159785062,""ID"":156550980,""toNode"":159785111,""isForward"":false},{""fromNode"":159785111,""ID"":156550977,""toNode"":159785156,""isForward"":false},{""fromNode"":159785156,""ID"":156550945,""toNode"":159785108,""isForward"":false},{""fromNode"":159785108,""ID"":156550858,""toNode"":159785069,""isForward"":false},{""fromNode"":159785069,""ID"":156550795,""toNode"":159784894,""isForward"":false}]",0,2.647222222222222,9.53,"R. Campos Sales","NONE","NONE",1551014569575,1189860301,,,,,,,,
1192023453,"Campina Grande","BR",178,"R. Aprígio Veloso",1192023453,1502,2,"[{""x"":-35.887402,""y"":-7.220973},{""x"":-35.888457,""y"":-7.220682},{""x"":-35.888642,""y"":-7.220631},{""x"":-35.888843,""y"":-7.220591},{""x"":-35.89012,""y"":-7.220256},{""x"":-35.891088,""y"":-7.220027},{""x"":-35.892142,""y"":-7.219767},{""x"":-35.893802,""y"":-7.219317},{""x"":-35.895266,""y"":-7.218961},{""x"":-35.896672,""y"":-7.218594},{""x"":-35.897883,""y"":-7.218279},{""x"":-35.899335,""y"":-7.217888},{""x"":-35.900574,""y"":-7.21759}]",1551013799392,2,"[{""fromNode"":159783682,""ID"":236365282,""toNode"":203447233,""isForward"":true},{""fromNode"":203447233,""ID"":236365283,""toNode"":159783666,""isForward"":true},{""fromNode"":159783666,""ID"":156548577,""toNode"":159783572,""isForward"":true},{""fromNode"":159783572,""ID"":156548422,""toNode"":159783494,""isForward"":true},{""fromNode"":159783494,""ID"":156548289,""toNode"":159783408,""isForward"":true},{""fromNode"":159783408,""ID"":156548137,""toNode"":159783243,""isForward"":true},{""fromNode"":159783243,""ID"":156547864,""toNode"":159783080,""isForward"":true},{""fromNode"":159783080,""ID"":156547628,""toNode"":159782947,""isForward"":true},{""fromNode"":159782947,""ID"":156547416,""toNode"":159782798,""isForward"":true},{""fromNode"":159782798,""ID"":156547179,""toNode"":159782599,""isForward"":true},{""fromNode"":159782599,""ID"":156546866,""toNode"":159782447,""isForward"":true},{""fromNode"":159782447,""ID"":156546628,""toNode"":159782090,""isForward"":true}]",0,4.425,15.93,"R. Dom Pedro II","NONE","NONE",1551015772971,1192023453,,,,,,,,
1206103466,"Campina Grande","BR",230,"R. Ver. Arrojado Lisboa",1206103466,1065,3,"[{""x"":-35.888072,""y"":-7.218701},{""x"":-35.889396,""y"":-7.218348},{""x"":-35.891621,""y"":-7.217751},{""x"":-35.893319,""y"":-7.217303},{""x"":-35.894725,""y"":-7.216953},{""x"":-35.896139,""y"":-7.2166},{""x"":-35.897408,""y"":-7.216257}]",1551013799460,2,"[{""fromNode"":159783605,""ID"":156548478,""toNode"":159783444,""isForward"":true},{""fromNode"":159783444,""ID"":156548205,""toNode"":159783283,""isForward"":true},{""fromNode"":159783283,""ID"":156547935,""toNode"":159783136,""isForward"":true},{""fromNode"":159783136,""ID"":156547714,""toNode"":159782990,""isForward"":true},{""fromNode"":159782990,""ID"":156547482,""toNode"":159782899,""isForward"":true},{""fromNode"":159782899,""ID"":261106004,""toNode"":159782678,""isForward"":true}]",0,2.8583333333333334,10.290000000000001,"Av. Pres. Getúlio Vargas","NONE","NONE",1551014571977,1206103466,,,,,,,,
1192023933,"Campina Grande","BR",359,"R. Montevidéu",1192023933,303,4,"[{""x"":-35.894977,""y"":-7.217956},{""x"":-35.896404,""y"":-7.217594},{""x"":-35.897639,""y"":-7.217292}]",1551013800058,1,"[{""fromNode"":159782963,""ID"":156547443,""toNode"":159782824,""isForward"":true},{""fromNode"":159782824,""ID"":156547235,""toNode"":159782639,""isForward"":true}]",0,0.7277777777777777,2.62,"Av. Rio Branco","NONE","NONE",1551014571843,1192023933,,,,,,,,
1186199012,"Riachão do Bacamarte","BR",99,,1186199012,2125,2,"[{""x"":-35.769186,""y"":-7.281982},{""x"":-35.76895,""y"":-7.282099},{""x"":-35.76869,""y"":-7.282195},{""x"":-35.768408,""y"":-7.282218},{""x"":-35.767945,""y"":-7.282204},{""x"":-35.766374,""y"":-7.281876},{""x"":-35.764638,""y"":-7.28169},{""x"":-35.763977,""y"":-7.281576},{""x"":-35.763456,""y"":-7.281371},{""x"":-35.760479,""y"":-7.279786},{""x"":-35.7588,""y"":-7.27891},{""x"":-35.758166,""y"":-7.278594},{""x"":-35.757615,""y"":-7.278245},{""x"":-35.757291,""y"":-7.277966},{""x"":-35.756884,""y"":-7.27757},{""x"":-35.75605,""y"":-7.276689},{""x"":-35.755637,""y"":-7.276237},{""x"":-35.753898,""y"":-7.274247},{""x"":-35.753833,""y"":-7.274172},{""x"":-35.753064,""y"":-7.273283}]",1551014053731,6,"[{""fromNode"":175336309,""ID"":341513960,""toNode"":272013718,""isForward"":true},{""fromNode"":272013718,""ID"":341513961,""toNode"":272013713,""isForward"":true}]",1,11.738888888888889,42.26,"BR-230 Rod. Gov. Antônio Mariz","NONE","NONE",1551014565501,1186199012,,,,,,,,
1237970317,"Campina Grande","BR",176,,1237970317,744,1,"[{""x"":-35.956594,""y"":-7.27316},{""x"":-35.956491,""y"":-7.273267},{""x"":-35.956326,""y"":-7.273862},{""x"":-35.956252,""y"":-7.274084},{""x"":-35.956091,""y"":-7.274531},{""x"":-35.95594,""y"":-7.275141},{""x"":-35.955866,""y"":-7.275496},{""x"":-35.955795,""y"":-7.275837},{""x"":-35.955739,""y"":-7.276035},{""x"":-35.95573,""y"":-7.276071},{""x"":-35.955365,""y"":-7.275957},{""x"":-35.954973,""y"":-7.27585},{""x"":-35.954758,""y"":-7.275842},{""x"":-35.954431,""y"":-7.275912},{""x"":-35.954361,""y"":-7.275896},{""x"":-35.954327,""y"":-7.275842},{""x"":-35.954286,""y"":-7.27563},{""x"":-35.954179,""y"":-7.274549},{""x"":-35.954088,""y"":-7.274283},{""x"":-35.953962,""y"":-7.27414},{""x"":-35.95375,""y"":-7.274084},{""x"":-35.953547,""y"":-7.274049}]",1551014136743,1,"[{""fromNode"":234630343,""ID"":367034357,""toNode"":288309756,""isForward"":true},{""fromNode"":288309756,""ID"":367034356,""toNode"":288309757,""isForward"":true}]",0,4.25,15.3,,"NONE","NONE",1551014563527,1237970317,,,,,,,,
1190481900,"Campina Grande","BR",68,"R. Siqueira Campos",1190481900,660,2,"[{""x"":-35.897408,""y"":-7.216257},{""x"":-35.896139,""y"":-7.2166},{""x"":-35.894725,""y"":-7.216953},{""x"":-35.893319,""y"":-7.217303},{""x"":-35.891621,""y"":-7.217751}]",1551014145646,2,"[{""fromNode"":159782678,""ID"":261106004,""toNode"":159782899,""isForward"":false},{""fromNode"":159782899,""ID"":156547482,""toNode"":159782990,""isForward"":false},{""fromNode"":159782990,""ID"":156547714,""toNode"":159783136,""isForward"":false},{""fromNode"":159783136,""ID"":156547935,""toNode"":159783283,""isForward"":false}]",0,4.302777777777778,15.490000000000002,"Av. Pres. Getúlio Vargas","NONE","NONE",1551014571971,1190481900,,,,,,,,
1186630802,"Campina Grande","BR",69,,1186630802,853,2,"[{""x"":-35.897002,""y"":-7.236445},{""x"":-35.896825,""y"":-7.236219},{""x"":-35.8961,""y"":-7.235355},{""x"":-35.894956,""y"":-7.23394},{""x"":-35.894407,""y"":-7.232769},{""x"":-35.894119,""y"":-7.232115},{""x"":-35.894041,""y"":-7.231782},{""x"":-35.893879,""y"":-7.231018},{""x"":-35.893604,""y"":-7.229699}]",1551014479889,2,"[{""fromNode"":181797897,""ID"":366695688,""toNode"":288088475,""isForward"":false},{""fromNode"":288088475,""ID"":366695687,""toNode"":203446094,""isForward"":false},{""fromNode"":203446094,""ID"":236363211,""toNode"":203446046,""isForward"":false},{""fromNode"":203446046,""ID"":236363210,""toNode"":203445972,""isForward"":false},{""fromNode"":203445972,""ID"":236363150,""toNode"":203445981,""isForward"":false},{""fromNode"":203445981,""ID"":236363131,""toNode"":203445682,""isForward"":false},{""fromNode"":203445682,""ID"":236362697,""toNode"":159783250,""isForward"":false}]",0,5.7972222222222225,20.87,"R. Alm. Barroso","NONE","NONE",1551014564275,1186630802,,,,,,,,
1167935695,"Campina Grande","BR",91,"R. das Umburanas",1167935695,257,3,"[{""x"":-35.927275,""y"":-7.248157},{""x"":-35.926336,""y"":-7.247754},{""x"":-35.926,""y"":-7.247633},{""x"":-35.925143,""y"":-7.247244}]",1551014483304,1,"[{""fromNode"":159779101,""ID"":156541818,""toNode"":159779257,""isForward"":false},{""fromNode"":159779257,""ID"":156542015,""toNode"":159779392,""isForward"":false},{""fromNode"":159779392,""ID"":156542076,""toNode"":159779430,""isForward"":false}]",0,2.0805555555555557,7.490000000000001,"R. Cornélio Jacinto da Silva","NONE","NONE",1551014821356,1167935695,,,,,,,,
