_id_jam;city_jam;country_jam;delay_jam;endNode_jam;id_jam;length_jam;level_jam;line_jam;pubMillis_jam;roadType_jam;segments_jam;severity_jam;speed_jam;speedKMH_jam;street_jam;turnType_jam;type_jam;updateMillis_jam;uuid_jam;startNode_jam;_id_alert;city_alert;comments_alert;confidence_alert;country_alert;id_alert;inscale_alert;isJamUnifiedAlert_alert;location_alert;magvar_alert;nComments_alert;nImages_alert;nThumbsUp_alert;pubMillis_alert;reliability_alert;reportBy_alert;reportMood_alert;reportRating_alert;roadType_alert;showFacebookPic_alert;speed_alert;street_alert;subtype_alert;type_alert;uuid_alert;wazeData_alert;nearBy_alert;_id_gps;stopSequence_gps;diffLastUpdate_gps;bearing_gps;vehicleLabel_gps;stopId_gps;lon_gps;tripId_gps;positionTime_gps;routeId_gps;delay_gps;arrivalTime_gps;vehicleId_gps;tripStartTime_gps;tripHash_gps;percTravel_gps;lat_gps;municipio_prec;codEstacao_prec;uf_prec;nomeEstacao_prec;latitude_prec;longitude_prec;datahora_prec;valorMedida_prec
1317486849;Campina Grande;BR;83;R. João Quirino;1317486849;604;3;[{"x":-35.877277,"y":-7.229488},{"x":-35.877341,"y":-7.229927},{"x":-35.877352,"y":-7.230018},{"x":-35.877427,"y":-7.230442},{"x":-35.87747,"y":-7.23088},{"x":-35.87743,"y":-7.231734},{"x":-35.877389,"y":-7.232075},{"x":-35.877266,"y":-7.232511},{"x":-35.877049,"y":-7.233407},{"x":-35.876979,"y":-7.233653},{"x":-35.876912,"y":-7.233916},{"x":-35.876666,"y":-7.234842}];1552791357910;2;[{"fromNode":159784746,"ID":236647017,"toNode":203628068,"isForward":true},{"fromNode":203628068,"ID":236647019,"toNode":159784739,"isForward":true},{"fromNode":159784739,"ID":156550369,"toNode":159784804,"isForward":true},{"fromNode":159784804,"ID":207004662,"toNode":159784738,"isForward":true},{"fromNode":159784738,"ID":156550371,"toNode":159784793,"isForward":true},{"fromNode":159784793,"ID":265044436,"toNode":159784809,"isForward":false},{"fromNode":159784809,"ID":156550445,"toNode":159784855,"isForward":true},{"fromNode":159784855,"ID":156550464,"toNode":159784821,"isForward":true},{"fromNode":159784821,"ID":156550476,"toNode":159784827,"isForward":true}];0;3.9611111111111112;14.260000000000002;Av. Elpídio de Almeida;NONE;NONE;1552793268361;1317486849;NONE;alert-785431871/a78d60a4-620b-3e9b-a352-364eb4f5bbe2;Campina Grande;[{"reportBy":"","reportMillis":1552686972770,"isThumbsUp":true},{"reportBy":"","reportMillis":1552729980784,"isThumbsUp":true},{"reportBy":"","reportMillis":1552738542248,"isThumbsUp":true},{"reportBy":"","reportMillis":1552754484720,"isThumbsUp":true},{"reportMillis":1552761054549,"isThumbsUp":true},{"reportBy":"","reportMillis":1552780859703,"isThumbsUp":true},{"reportBy":"","reportMillis":1552863790268,"isThumbsUp":true},{"reportBy":"","reportMillis":1552867298224,"isThumbsUp":true},{"reportBy":"","reportMillis":1552869892044,"isThumbsUp":true}];4;BR;alert-785431871/a78d60a4-620b-3e9b-a352-364eb4f5bbe2;false;false;{"x":-35.874437,"y":-7.225357};303;0;0;9;1552685569325;10;kreivous;52;2;2;false;0;R. Fernandes Vieira;HAZARD_ON_ROAD_POT_HOLE;HAZARD;a78d60a4-620b-3e9b-a352-364eb4f5bbe2;world,-35.874437,-7.225357,a78d60a4-620b-3e9b-a352-364eb4f5bbe2,785431871;NONE;5c8dfe2daee7ee4521599579;3;180;146;Centro - Jenipapo;497574;-35.9137;72946;2019-03-17 04:59:12;910;-124;05:57:48;2051;05:00:00;72946;2;-7.161081;CAMPINA GRANDE;250400901A;PB;Alto Branco;-35,886;-7,207;2019-02-01 00:10:00.0;0
