route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
34,1,4000753,Terminal Boa Vista,,1,,1800
34,1,4000754,Abaeté,,0,,1799
34,1,4000755,Terminal Boa Vista,,1,,1800
34,1,4000756,Abaeté,,0,,1799
34,1,4000757,Terminal Boa Vista,,1,,1800
34,1,4000758,Abaeté,,0,,1799
34,1,4000759,Terminal Boa Vista,,1,,1800
34,1,4000760,Abaeté,,0,,1799
34,1,4000761,Terminal Boa Vista,,1,,1800
34,1,4000762,Abaeté,,0,,1799
34,1,4000763,Terminal Boa Vista,,1,,1800
34,1,4000764,Abaeté,,0,,1799
34,1,4000765,Terminal Boa Vista,,1,,1800
34,1,4000766,Abaeté,,0,,1799
34,1,4000767,Terminal Boa Vista,,1,,1800
34,1,4000768,Abaeté,,0,,1799
34,1,4000769,Terminal Boa Vista,,1,,1800
34,1,4000770,Abaeté,,0,,1799
34,1,4000771,Terminal Boa Vista,,1,,1800
34,1,4000772,Abaeté,,0,,1799
34,1,4000773,Terminal Boa Vista,,1,,1800
34,1,4000774,Abaeté,,0,,1799
34,1,4000775,Terminal Boa Vista,,1,,1800
34,1,4000776,Abaeté,,0,,1799
34,1,4000777,Terminal Boa Vista,,1,,1800
34,1,4000778,Abaeté,,0,,1799
34,1,4000779,Terminal Boa Vista,,1,,1800
34,1,4000780,Abaeté,,0,,1799
34,1,4000781,Terminal Boa Vista,,1,,1800
34,1,4000782,Abaeté,,0,,1799
34,1,4000783,Terminal Boa Vista,,1,,1800
34,1,4000784,Abaeté,,0,,1799
34,1,4000785,Terminal Boa Vista,,1,,1800
34,1,4000786,Abaeté,,0,,1799
34,1,4000787,Terminal Boa Vista,,1,,1800
34,1,4000788,Abaeté,,0,,1799
34,1,4000789,Terminal Boa Vista,,1,,1800
34,1,4000790,Abaeté,,0,,1799
34,1,4000791,Terminal Boa Vista,,1,,1800
34,1,4000792,Abaeté,,0,,1799
34,1,4000793,Terminal Boa Vista,,1,,1800
34,1,4000794,Abaeté,,0,,1799
34,1,4000795,Terminal Boa Vista,,1,,1800
34,1,4000796,Abaeté,,0,,1799
34,1,4000797,Terminal Boa Vista,,1,,1800
34,1,4000798,Abaeté,,0,,1799
34,1,4000799,Terminal Boa Vista,,1,,1800
34,1,4000800,Abaeté,,0,,1799
34,1,4000801,Terminal Boa Vista,,1,,1800
34,1,4000802,Abaeté,,0,,1799
34,1,4000803,Terminal Boa Vista,,1,,1800
34,1,4000804,Abaeté,,0,,1799
34,1,4000805,Terminal Boa Vista,,1,,1800
34,1,4000806,Abaeté,,0,,1799
34,1,4000807,Terminal Boa Vista,,1,,1800
34,1,4000808,Terminal Boa Vista,,1,,1800
34,1,4000809,Abaeté,,0,,1799
34,1,4000810,Terminal Boa Vista,,1,,1800
34,1,4000811,Abaeté,,0,,1799
34,1,4000812,Terminal Boa Vista,,1,,1800
34,1,4000813,Abaeté,,0,,1799
34,1,4000814,Terminal Boa Vista,,1,,1800
34,1,4000815,Abaeté,,0,,1799
34,1,4000816,Terminal Boa Vista,,1,,1800
34,1,4000817,Abaeté,,0,,1799
34,1,4000818,Terminal Boa Vista,,1,,1800
34,1,4000819,Abaeté,,0,,1799
34,1,4000820,Terminal Boa Vista,,1,,1800
34,1,4000821,Abaeté,,0,,1799
34,1,4000822,Terminal Boa Vista,,1,,1800
34,1,4000823,Abaeté,,0,,1799
34,1,4000824,Terminal Boa Vista,,1,,1800
34,1,4000825,Abaeté,,0,,1799
34,1,4000826,Terminal Boa Vista,,1,,1800
34,1,4000827,Abaeté,,0,,1799
34,1,4000828,Terminal Boa Vista,,1,,1800
34,1,4000829,Abaeté,,0,,1799
34,1,4000830,Terminal Boa Vista,,1,,1800
34,1,4000831,Abaeté,,0,,1799
34,1,4000832,Terminal Boa Vista,,1,,1800
34,1,4000833,Abaeté,,0,,1799
34,1,4000834,Terminal Boa Vista,,1,,1800
34,1,4000835,Abaeté,,0,,1799
34,1,4000836,Terminal Boa Vista,,1,,1800
34,1,4000837,Abaeté,,0,,1799
34,1,4000838,Terminal Boa Vista,,1,,1800
34,1,4000839,Abaeté,,0,,1799
34,1,4000840,Terminal Boa Vista,,1,,1800
34,1,4000841,Abaeté,,0,,1799
34,1,4000842,Terminal Boa Vista,,1,,1800
34,1,4000843,Abaeté,,0,,1799
34,1,4000844,Terminal Boa Vista,,1,,1800
34,1,4000845,Abaeté,,0,,1799
34,1,4000846,Terminal Boa Vista,,1,,1800
34,1,4000847,Abaeté,,0,,1799
34,1,4000848,Terminal Boa Vista,,1,,1800
34,1,4000849,Abaeté,,0,,1799
34,1,4000850,Terminal Boa Vista,,1,,1800
34,1,4000851,Abaeté,,0,,1799
34,1,4000852,Terminal Boa Vista,,1,,1800
34,1,4000853,Abaeté,,0,,1799
34,1,4000854,Terminal Boa Vista,,1,,1800
34,1,4000855,Abaeté,,0,,1799
34,1,4000856,Terminal Boa Vista,,1,,1800
34,1,4000857,Abaeté,,0,,1799
34,1,4000858,Terminal Boa Vista,,1,,1800
34,1,4000859,Abaeté,,0,,1799
34,1,4000860,Terminal Boa Vista,,1,,1800
34,1,4000861,Abaeté,,0,,1799
34,1,4000862,Terminal Boa Vista,,1,,1800
34,1,4000863,Abaeté,,0,,1799
34,1,4000864,Terminal Boa Vista,,1,,1800
34,1,4000865,Terminal Boa Vista,,1,,1800
34,1,4000866,Abaeté,,0,,1799
34,1,4000867,Terminal Boa Vista,,1,,1800
34,1,4000868,Abaeté,,0,,1799
34,1,4000869,Terminal Boa Vista,,1,,1800
34,1,4000870,Abaeté,,0,,1799
34,1,4000872,Abaeté,,0,,1799
34,1,4000873,Terminal Boa Vista,,1,,1800
34,1,4000874,Abaeté,,0,,1799
34,1,4000875,Terminal Boa Vista,,1,,1800
305,1,4000877,Acrópole (Circular),,0,,1864
305,1,4000878,Acrópole (Circular),,0,,1864
305,1,4000879,Acrópole (Circular),,0,,1864
305,1,4000880,Acrópole (Circular),,0,,1864
305,1,4000881,Acrópole (Circular),,0,,1864
305,1,4000882,Acrópole (Circular),,0,,1864
305,1,4000883,Acrópole (Circular),,0,,1864
305,1,4000884,Acrópole (Circular),,0,,1864
305,1,4000885,Acrópole (Circular),,0,,1864
305,1,4000886,Acrópole (Circular),,0,,1864
305,1,4000887,Acrópole (Circular),,0,,1864
305,1,4000888,Acrópole (Circular),,0,,1864
305,1,4000889,Acrópole (Circular),,0,,1864
305,1,4000890,Acrópole (Circular),,0,,1864
305,1,4000891,Acrópole (Circular),,0,,1864
305,1,4000892,Acrópole (Circular),,0,,1864
305,1,4000893,Acrópole (Circular),,0,,1864
305,1,4000894,Acrópole (Circular),,0,,1864
305,1,4000895,Acrópole (Circular),,0,,1864
305,1,4000896,Acrópole (Circular),,0,,1864
305,1,4000897,Acrópole (Circular),,0,,1864
305,1,4000898,Acrópole (Circular),,0,,1864
305,1,4000899,Acrópole (Circular),,0,,1864
305,1,4000900,Acrópole (Circular),,0,,1864
305,1,4000901,Acrópole (Circular),,0,,1864
305,1,4000902,Acrópole (Circular),,0,,1864
305,1,4000903,Acrópole (Circular),,0,,1864
305,1,4000904,Acrópole (Circular),,0,,1864
305,1,4000905,Acrópole (Circular),,0,,1864
305,1,4000906,Acrópole (Circular),,0,,1864
305,1,4000907,Acrópole (Circular),,0,,1864
305,1,4000908,Acrópole (Circular),,0,,1864
305,1,4000909,Acrópole (Circular),,0,,1864
305,1,4000910,Acrópole (Circular),,0,,1864
305,1,4000911,Acrópole (Circular),,0,,1864
305,1,4000912,Acrópole (Circular),,0,,1864
305,1,4000913,Acrópole (Circular),,0,,1864
305,1,4000914,Acrópole (Circular),,0,,1864
305,1,4000915,Acrópole (Circular),,0,,1864
305,1,4000916,Acrópole (Circular),,0,,1864
305,1,4000917,Acrópole (Circular),,0,,1864
305,1,4000918,Acrópole (Circular),,0,,1864
305,1,4000919,Acrópole (Circular),,0,,1864
305,1,4000920,Acrópole (Circular),,0,,1864
305,1,4000921,Acrópole (Circular),,0,,1864
305,1,4000922,Acrópole (Circular),,0,,1864
305,1,4000923,Acrópole (Circular),,0,,1864
305,1,4000924,Acrópole (Circular),,0,,1864
305,1,4000925,Acrópole (Circular),,0,,1864
305,1,4000926,Acrópole (Circular),,0,,1864
305,1,4000927,Acrópole (Circular),,0,,1864
305,1,4000928,Acrópole (Circular),,0,,1864
305,1,4000929,Acrópole (Circular),,0,,1864
305,1,4000930,Acrópole (Circular),,0,,1864
305,1,4000931,Acrópole (Circular),,0,,1864
305,1,4000932,Acrópole (Circular),,0,,1864
305,1,4000933,Acrópole (Circular),,0,,1864
305,1,4000934,Acrópole (Circular),,0,,1864
305,1,4000935,Acrópole (Circular),,0,,1864
305,1,4000936,Acrópole (Circular),,0,,1864
305,1,4000937,Acrópole (Circular),,0,,1864
305,1,4000938,Acrópole (Circular),,0,,1864
305,1,4000939,Acrópole (Circular),,0,,1864
305,1,4000940,Acrópole (Circular),,0,,1864
305,1,4000941,Acrópole (Circular),,0,,1864
305,1,4000942,Acrópole (Circular),,0,,1864
305,1,4000943,Acrópole (Circular),,0,,1864
305,1,4000944,Acrópole (Circular),,0,,1864
305,1,4000945,Acrópole (Circular),,0,,1864
305,1,4000946,Acrópole (Circular),,0,,1864
305,1,4000947,Acrópole (Circular),,0,,1864
305,1,4000948,Acrópole (Circular),,0,,1864
305,1,4000949,Acrópole (Circular),,0,,1864
305,1,4000950,Acrópole (Circular),,0,,1864
305,1,4000951,Acrópole (Circular),,0,,1864
305,1,4000952,Acrópole (Circular),,0,,1864
305,1,4000953,Acrópole (Circular),,0,,1864
305,1,4000954,Acrópole (Circular),,0,,1864
305,1,4000955,Acrópole (Circular),,0,,1864
305,1,4000956,Acrópole (Circular),,0,,1864
305,1,4000957,Acrópole (Circular),,0,,1864
305,1,4000958,Acrópole (Circular),,0,,1864
305,1,4000959,Acrópole (Circular),,0,,1864
305,1,4000960,Acrópole (Circular),,0,,1864
305,1,4000961,Acrópole (Circular),,0,,1864
305,1,4000962,Acrópole (Circular),,0,,1864
305,1,4000963,Acrópole (Circular),,0,,1864
305,1,4000964,Acrópole (Circular),,0,,1864
305,1,4000965,Acrópole (Circular),,0,,1864
305,1,4000966,Acrópole (Circular),,0,,1864
305,1,4000967,Acrópole (Circular),,0,,1864
305,1,4000968,Acrópole (Circular),,0,,1864
305,1,4000969,Acrópole (Circular),,0,,1864
305,1,4000970,Acrópole (Circular),,0,,1864
305,1,4000971,Acrópole (Circular),,0,,1864
305,1,4000972,Acrópole (Circular),,0,,1864
305,1,4000973,Acrópole (Circular),,0,,1864
305,1,4000974,Acrópole (Circular),,0,,1864
305,1,4000975,Acrópole (Circular),,0,,1864
305,1,4000976,Acrópole (Circular),,0,,1864
383,1,4000977,Agrícola (Circular),,0,,1865
383,1,4000978,Agrícola (Circular),,0,,1865
383,1,4000979,Agrícola (Circular),,0,,1865
383,1,4000980,Agrícola (Circular),,0,,1865
383,1,4000981,Agrícola (Circular),,0,,1865
383,1,4000982,Agrícola (Circular),,0,,1865
383,1,4000983,Agrícola (Circular),,0,,1865
383,1,4000984,Agrícola (Circular),,0,,1865
383,1,4000985,Agrícola (Circular),,0,,1865
383,1,4000986,Agrícola (Circular),,0,,1865
383,1,4000987,Agrícola (Circular),,0,,1865
383,1,4000988,Agrícola (Circular),,0,,1865
383,1,4000989,Agrícola (Circular),,0,,1865
383,1,4000990,Agrícola (Circular),,0,,1865
383,1,4000991,Agrícola (Circular),,0,,1865
383,1,4000992,Agrícola (Circular),,0,,1865
383,1,4000993,Agrícola (Circular),,0,,1865
383,1,4000994,Agrícola (Circular),,0,,1865
383,1,4000995,Agrícola (Circular),,0,,1865
383,1,4000996,Agrícola (Circular),,0,,1865
383,1,4000997,Agrícola (Circular),,0,,1865
383,1,4000998,Agrícola (Circular),,0,,1865
383,1,4000999,Agrícola (Circular),,0,,1865
383,1,4001000,Agrícola (Circular),,0,,1865
383,1,4001001,Agrícola (Circular),,0,,1865
383,1,4001002,Agrícola (Circular),,0,,1865
383,1,4001003,Agrícola (Circular),,0,,1865
383,1,4001004,Agrícola (Circular),,0,,1865
383,1,4001005,Agrícola (Circular),,0,,1865
383,1,4001006,Agrícola (Circular),,0,,1865
383,1,4001007,Agrícola (Circular),,0,,1865
383,1,4001008,Agrícola (Circular),,0,,1865
383,1,4001009,Agrícola (Circular),,0,,1865
383,1,4001010,Agrícola (Circular),,0,,1865
383,1,4001011,Agrícola (Circular),,0,,1865
383,1,4001012,Agrícola (Circular),,0,,1865
383,1,4001013,Agrícola (Circular),,0,,1865
383,1,4001014,Agrícola (Circular),,0,,1865
383,1,4001015,Agrícola (Circular),,0,,1865
383,1,4001016,Agrícola (Circular),,0,,1865
383,1,4001017,Agrícola (Circular),,0,,1865
383,1,4001018,Agrícola (Circular),,0,,1865
383,1,4001019,Agrícola (Circular),,0,,1865
383,1,4001020,Agrícola (Circular),,0,,1865
383,1,4001021,Agrícola (Circular),,0,,1865
383,1,4001022,Agrícola (Circular),,0,,1865
383,1,4001023,Agrícola (Circular),,0,,1865
383,1,4001024,Agrícola (Circular),,0,,1865
383,1,4001025,Agrícola (Circular),,0,,1865
383,1,4001026,Agrícola (Circular),,0,,1865
383,1,4001027,Agrícola (Circular),,0,,1865
383,1,4001028,Agrícola (Circular),,0,,1865
383,1,4001029,Agrícola (Circular),,0,,1865
383,1,4001030,Agrícola (Circular),,0,,1865
346,1,4001031,Terminal Santa Cândida,,1,,1811
346,1,4001032,Aliança,,0,,1810
346,1,4001033,Terminal Santa Cândida,,1,,1811
346,1,4001034,Aliança,,0,,1810
346,1,4001035,Terminal Santa Cândida,,1,,1811
346,1,4001036,Aliança,,0,,1810
346,1,4001037,Terminal Santa Cândida,,1,,1811
346,1,4001038,Aliança,,0,,1810
346,1,4001039,Terminal Santa Cândida,,1,,1811
346,1,4001040,Aliança,,0,,1810
346,1,4001041,Terminal Santa Cândida,,1,,1811
346,1,4001042,Aliança,,0,,1810
346,1,4001043,Terminal Santa Cândida,,1,,1811
346,1,4001044,Aliança,,0,,1810
346,1,4001045,Terminal Santa Cândida,,1,,1811
346,1,4001046,Aliança,,0,,1810
346,1,4001047,Terminal Santa Cândida,,1,,1811
346,1,4001048,Aliança,,0,,1810
346,1,4001049,Terminal Santa Cândida,,1,,1811
346,1,4001050,Aliança,,0,,1810
346,1,4001051,Terminal Santa Cândida,,1,,1811
346,1,4001052,Aliança,,0,,1810
346,1,4001053,Terminal Santa Cândida,,1,,1811
346,1,4001054,Aliança,,0,,1810
346,1,4001055,Terminal Santa Cândida,,1,,1811
346,1,4001056,Aliança,,0,,1810
346,1,4001057,Terminal Santa Cândida,,1,,1811
346,1,4001058,Aliança,,0,,1810
346,1,4001059,Terminal Santa Cândida,,1,,1811
346,1,4001060,Aliança,,0,,1810
346,1,4001061,Terminal Santa Cândida,,1,,1811
346,1,4001062,Aliança,,0,,1810
346,1,4001063,Terminal Santa Cândida,,1,,1811
346,1,4001064,Aliança,,0,,1810
346,1,4001065,Terminal Santa Cândida,,1,,1811
346,1,4001066,Aliança,,0,,1810
346,1,4001067,Terminal Santa Cândida,,1,,1811
346,1,4001068,Aliança,,0,,1810
346,1,4001069,Terminal Santa Cândida,,1,,1811
346,1,4001070,Aliança,,0,,1810
346,1,4001071,Terminal Santa Cândida,,1,,1811
346,1,4001072,Aliança,,0,,1810
346,1,4001073,Terminal Santa Cândida,,1,,1811
346,1,4001074,Terminal Santa Cândida,,1,,1811
346,1,4001075,Aliança,,0,,1810
346,1,4001076,Terminal Santa Cândida,,1,,1811
346,1,4001077,Aliança,,0,,1810
346,1,4001078,Terminal Santa Cândida,,1,,1811
346,1,4001079,Aliança,,0,,1810
346,1,4001080,Terminal Santa Cândida,,1,,1811
346,1,4001081,Aliança,,0,,1810
346,1,4001083,Aliança,,0,,1810
346,1,4001084,Terminal Santa Cândida,,1,,1811
346,1,4001085,Aliança,,0,,1810
346,1,4001086,Terminal Santa Cândida,,1,,1811
346,1,4001087,Aliança,,0,,1810
346,1,4001088,Terminal Santa Cândida,,1,,1811
346,1,4001089,Aliança,,0,,1810
346,1,4001090,Terminal Santa Cândida,,1,,1811
346,1,4001091,Aliança,,0,,1810
346,1,4001092,Terminal Santa Cândida,,1,,1811
346,1,4001093,Aliança,,0,,1810
346,1,4001094,Terminal Santa Cândida,,1,,1811
346,1,4001095,Aliança,,0,,1810
346,1,4001096,Terminal Santa Cândida,,1,,1811
346,1,4001097,Aliança,,0,,1810
346,1,4001098,Terminal Santa Cândida,,1,,1811
346,1,4001099,Aliança,,0,,1810
346,1,4001100,Terminal Santa Cândida,,1,,1811
346,1,4001101,Aliança,,0,,1810
346,1,4001102,Terminal Santa Cândida,,1,,1811
346,1,4001104,Terminal Santa Cândida,,1,,1811
346,1,4001105,Aliança,,0,,1810
346,1,4001106,Terminal Santa Cândida,,1,,1811
346,1,4001107,Aliança,,0,,1810
346,1,4001108,Terminal Santa Cândida,,1,,1811
346,1,4001109,Aliança,,0,,1810
346,1,4001110,Terminal Santa Cândida,,1,,1811
346,1,4001111,Aliança,,0,,1810
346,1,4001113,Aliança,,0,,1810
346,1,4001114,Terminal Santa Cândida,,1,,1811
346,1,4001115,Aliança,,0,,1810
346,1,4001116,Terminal Santa Cândida,,1,,1811
346,1,4001117,Aliança,,0,,1810
346,1,4001118,Terminal Santa Cândida,,1,,1811
346,1,4001120,Terminal Santa Cândida,,1,,1811
346,1,4001121,Aliança,,0,,1810
346,1,4001122,Terminal Santa Cândida,,1,,1811
346,1,4001123,Aliança,,0,,1810
346,1,4001124,Terminal Santa Cândida,,1,,1811
346,1,4001125,Aliança,,0,,1810
346,1,4001126,Terminal Santa Cândida,,1,,1811
346,1,4001127,Aliança,,0,,1810
346,1,4001128,Terminal Santa Cândida,,1,,1811
346,1,4001129,Aliança,,0,,1810
346,1,4001130,Terminal Santa Cândida,,1,,1811
346,1,4001131,Aliança,,0,,1810
346,1,4001132,Terminal Santa Cândida,,1,,1811
346,1,4001133,Aliança,,0,,1810
346,1,4001134,Terminal Santa Cândida,,1,,1811
346,1,4001135,Aliança,,0,,1810
346,1,4001136,Terminal Santa Cândida,,1,,1811
346,1,4001137,Aliança,,0,,1810
346,1,4001138,Terminal Santa Cândida,,1,,1811
346,1,4001139,Aliança,,0,,1810
346,1,4001140,Terminal Santa Cândida,,1,,1811
346,1,4001141,Aliança,,0,,1810
346,1,4001142,Terminal Santa Cândida,,1,,1811
346,1,4001143,Aliança,,0,,1810
346,1,4001144,Terminal Santa Cândida,,1,,1811
346,1,4001145,Aliança,,0,,1810
346,1,4001146,Terminal Santa Cândida,,1,,1811
346,1,4001147,Aliança,,0,,1810
346,1,4001148,Terminal Santa Cândida,,1,,1811
346,1,4001149,Aliança,,0,,1810
346,1,4001150,Terminal Santa Cândida,,1,,1811
346,1,4001151,Aliança,,0,,1810
346,1,4001152,Terminal Santa Cândida,,1,,1811
346,1,4001153,Aliança,,0,,1810
346,1,4001154,Terminal Santa Cândida,,1,,1811
346,1,4001155,Aliança,,0,,1810
346,1,4001156,Terminal Santa Cândida,,1,,1811
346,1,4001157,Aliança,,0,,1810
346,1,4001158,Terminal Santa Cândida,,1,,1811
346,1,4001159,Aliança,,0,,1810
346,1,4001160,Terminal Santa Cândida,,1,,1811
346,1,4001161,Aliança,,0,,1810
346,1,4001162,Terminal Santa Cândida,,1,,1811
346,1,4001163,Aliança,,0,,1810
346,1,4001164,Terminal Santa Cândida,,1,,1811
346,1,4001165,Aliança,,0,,1810
346,1,4001166,Terminal Santa Cândida,,1,,1811
346,1,4001167,Aliança,,0,,1810
346,1,4001168,Terminal Santa Cândida,,1,,1811
346,1,4001169,Aliança,,0,,1810
346,1,4001170,Terminal Santa Cândida,,1,,1811
346,1,4001171,Aliança,,0,,1810
346,1,4001172,Terminal Santa Cândida,,1,,1811
346,1,4001173,Aliança,,0,,1810
346,1,4001174,Terminal Santa Cândida,,1,,1811
346,1,4001175,Aliança,,0,,1810
143,1,4001177,Terminal Capão Raso,,0,,2057
143,1,4001178,Alto Boqueirão,,1,,2058
143,1,4001179,Terminal Capão Raso,,0,,2057
143,1,4001180,Alto Boqueirão,,1,,2058
143,1,4001181,Terminal Capão Raso,,0,,2057
143,1,4001182,Alto Boqueirão,,1,,2058
143,1,4001184,Alto Boqueirão,,1,,2058
143,1,4001185,Terminal Capão Raso,,0,,2057
143,1,4001187,Terminal Capão Raso,,0,,2057
143,1,4001188,Alto Boqueirão,,1,,2058
143,1,4001189,Terminal Capão Raso,,0,,2057
143,1,4001190,Alto Boqueirão,,1,,2058
143,1,4001191,Terminal Capão Raso,,0,,2057
143,1,4001192,Alto Boqueirão,,1,,2058
143,1,4001193,Terminal Capão Raso,,0,,2057
143,1,4001194,Alto Boqueirão,,1,,2058
143,1,4001195,Terminal Capão Raso,,0,,2057
143,1,4001196,Alto Boqueirão,,1,,2058
143,1,4001197,Terminal Capão Raso,,0,,2057
143,1,4001198,Alto Boqueirão,,1,,2058
143,1,4001199,Terminal Capão Raso,,0,,2057
143,1,4001200,Alto Boqueirão,,1,,2058
143,1,4001201,Terminal Capão Raso,,0,,2057
143,1,4001202,Alto Boqueirão,,1,,2058
143,1,4001203,Terminal Capão Raso,,0,,2057
143,1,4001204,Alto Boqueirão,,1,,2058
143,1,4001205,Terminal Capão Raso,,0,,2057
143,1,4001206,Alto Boqueirão,,1,,2058
143,1,4001207,Terminal Capão Raso,,0,,2057
143,1,4001208,Alto Boqueirão,,1,,2058
143,1,4001209,Terminal Capão Raso,,0,,2057
143,1,4001210,Alto Boqueirão,,1,,2058
143,1,4001211,Terminal Capão Raso,,0,,2057
143,1,4001212,Alto Boqueirão,,1,,2058
143,1,4001213,Terminal Capão Raso,,0,,2057
143,1,4001214,Alto Boqueirão,,1,,2058
143,1,4001215,Terminal Capão Raso,,0,,2057
143,1,4001216,Alto Boqueirão,,1,,2058
143,1,4001217,Terminal Capão Raso,,0,,2057
143,1,4001218,Terminal Capão Raso,,0,,2057
143,1,4001219,Alto Boqueirão,,1,,2058
143,1,4001220,Terminal Capão Raso,,0,,2057
143,1,4001221,Alto Boqueirão,,1,,2058
143,1,4001222,Terminal Capão Raso,,0,,2057
143,1,4001223,Alto Boqueirão,,1,,2058
143,1,4001224,Terminal Capão Raso,,0,,2057
143,1,4001225,Alto Boqueirão,,1,,2058
143,1,4001226,Terminal Capão Raso,,0,,2057
143,1,4001227,Alto Boqueirão,,1,,2058
143,1,4001228,Terminal Capão Raso,,0,,2057
143,1,4001229,Alto Boqueirão,,1,,2058
143,1,4001230,Terminal Capão Raso,,0,,2057
143,1,4001231,Alto Boqueirão,,1,,2058
143,1,4001232,Terminal Capão Raso,,0,,2057
143,1,4001233,Alto Boqueirão,,1,,2058
143,1,4001234,Terminal Capão Raso,,0,,2057
143,1,4001235,Alto Boqueirão,,1,,2058
143,1,4001236,Terminal Capão Raso,,0,,2057
143,1,4001237,Alto Boqueirão,,1,,2058
143,1,4001238,Terminal Capão Raso,,0,,2057
143,1,4001239,Alto Boqueirão,,1,,2058
143,1,4001240,Terminal Capão Raso,,0,,2057
143,1,4001241,Terminal Capão Raso,,0,,2057
143,1,4001242,Alto Boqueirão,,1,,2058
143,1,4001244,Alto Boqueirão,,1,,2058
143,1,4001245,Terminal Capão Raso,,0,,2057
143,1,4001247,Terminal Capão Raso,,0,,2057
143,1,4001248,Alto Boqueirão,,1,,2058
143,1,4001249,Terminal Capão Raso,,0,,2057
143,1,4001250,Alto Boqueirão,,1,,2058
143,1,4001251,Terminal Capão Raso,,0,,2057
143,1,4001252,Alto Boqueirão,,1,,2058
143,1,4001253,Terminal Capão Raso,,0,,2057
143,1,4001254,Alto Boqueirão,,1,,2058
143,1,4001255,Terminal Capão Raso,,0,,2057
143,1,4001256,Alto Boqueirão,,1,,2058
143,1,4001257,Terminal Capão Raso,,0,,2057
143,1,4001258,Alto Boqueirão,,1,,2058
143,1,4001259,Terminal Capão Raso,,0,,2057
143,1,4001260,Alto Boqueirão,,1,,2058
143,1,4001261,Terminal Capão Raso,,0,,2057
143,1,4001262,Alto Boqueirão,,1,,2058
143,1,4001263,Terminal Capão Raso,,0,,2057
143,1,4001264,Alto Boqueirão,,1,,2058
143,1,4001265,Terminal Capão Raso,,0,,2057
143,1,4001266,Alto Boqueirão,,1,,2058
143,1,4001267,Terminal Capão Raso,,0,,2057
143,1,4001268,Alto Boqueirão,,1,,2058
143,1,4001269,Terminal Capão Raso,,0,,2057
143,1,4001270,Alto Boqueirão,,1,,2058
143,1,4001271,Terminal Capão Raso,,0,,2057
143,1,4001272,Alto Boqueirão,,1,,2058
143,1,4001273,Terminal Capão Raso,,0,,2057
143,1,4001274,Alto Boqueirão,,1,,2058
143,1,4001275,Terminal Capão Raso,,0,,2057
143,1,4001276,Alto Boqueirão,,1,,2058
143,1,4001277,Terminal Capão Raso,,0,,2057
143,1,4001278,Alto Boqueirão,,1,,2058
143,1,4001279,Terminal Capão Raso,,0,,2057
143,1,4001280,Terminal Capão Raso,,0,,2057
143,1,4001281,Alto Boqueirão,,1,,2058
143,1,4001282,Terminal Capão Raso,,0,,2057
143,1,4001283,Alto Boqueirão,,1,,2058
143,1,4001285,Terminal Capão Raso,,0,,2057
143,1,4001286,Alto Boqueirão,,1,,2058
143,1,4001287,Terminal Capão Raso,,0,,2057
143,1,4001288,Alto Boqueirão,,1,,2058
143,1,4001289,Terminal Capão Raso,,0,,2057
143,1,4001290,Alto Boqueirão,,1,,2058
143,1,4001291,Terminal Capão Raso,,0,,2057
143,1,4001292,Alto Boqueirão,,1,,2058
143,1,4001293,Terminal Capão Raso,,0,,2057
143,1,4001294,Alto Boqueirão,,1,,2058
143,1,4001295,Terminal Capão Raso,,0,,2057
143,1,4001296,Alto Boqueirão,,1,,2058
143,1,4001297,Terminal Capão Raso,,0,,2057
143,1,4001298,Alto Boqueirão,,1,,2058
143,1,4001299,Terminal Capão Raso,,0,,2057
143,1,4001300,Alto Boqueirão,,1,,2058
143,1,4001301,Terminal Capão Raso,,0,,2057
143,1,4001302,Alto Boqueirão,,1,,2058
143,1,4001303,Terminal Capão Raso,,0,,2057
143,1,4001304,Alto Boqueirão,,1,,2058
143,1,4001305,Terminal Capão Raso,,0,,2057
143,1,4001306,Alto Boqueirão,,1,,2058
143,1,4001307,Terminal Capão Raso,,0,,2057
143,1,4001308,Alto Boqueirão,,1,,2058
143,1,4001309,Terminal Capão Raso,,0,,2057
143,1,4001310,Alto Boqueirão,,1,,2058
143,1,4001311,Terminal Capão Raso,,0,,2057
143,1,4001312,Alto Boqueirão,,1,,2058
143,1,4001313,Terminal Capão Raso,,0,,2057
143,1,4001314,Alto Boqueirão,,1,,2058
143,1,4001315,Terminal Capão Raso,,0,,2057
143,1,4001316,Alto Boqueirão,,1,,2058
143,1,4001317,Terminal Capão Raso,,0,,2057
224,1,4001318,Terminal Capão da Imbuia,,1,,1854
224,1,4001319,Araguaia,,0,,2729
224,1,4001320,Terminal Capão da Imbuia,,1,,1854
224,1,4001321,Araguaia,,0,,2729
224,1,4001322,Terminal Capão da Imbuia,,1,,1854
224,1,4001323,Araguaia,,0,,2729
224,1,4001324,Terminal Capão da Imbuia,,1,,1854
224,1,4001325,Araguaia,,0,,2729
224,1,4001326,Terminal Capão da Imbuia,,1,,1854
224,1,4001327,Araguaia,,0,,2729
224,1,4001328,Terminal Capão da Imbuia,,1,,1854
224,1,4001329,Araguaia,,0,,2729
224,1,4001330,Terminal Capão da Imbuia,,1,,1854
224,1,4001331,Araguaia,,0,,2729
224,1,4001332,Terminal Capão da Imbuia,,1,,1854
224,1,4001333,Araguaia,,0,,2729
224,1,4001334,Terminal Capão da Imbuia,,1,,1854
224,1,4001335,Araguaia,,0,,2729
