"date","route","time","hasBusBunching","trips","percTripsWithoutBB","percTripsWithBB"
"2017-05-01",911,"09",TRUE,2,1,0
"2017-05-01",911,"10",TRUE,2,1,0
"2017-05-01",911,"11",TRUE,2,1,0
"2017-05-01",911,"12",TRUE,2,1,0
"2017-05-01",911,"13",TRUE,2,1,0
"2017-05-01",911,"14",TRUE,2,1,0
"2017-05-01",911,"15",TRUE,3,1,0
"2017-05-01",911,"16",TRUE,2,1,0
"2017-05-01",911,"17",TRUE,2,1,0
"2017-05-01",911,"18",TRUE,2,1,0
"2017-05-01",911,"19",TRUE,2,1,0
"2017-05-01",911,"20",TRUE,2,1,0
"2017-05-01",911,"21",TRUE,3,1,0
"2017-05-01",911,"22",TRUE,2,1,0
"2017-05-01",911,"23",TRUE,1,1,0
"2017-05-01",912,"07",TRUE,1,1,0
"2017-05-01",912,"08",TRUE,1,1,0
"2017-05-01",912,"11",TRUE,1,1,0
"2017-05-01",912,"12",TRUE,1,1,0
"2017-05-01",912,"13",TRUE,2,1,0
"2017-05-01",912,"14",TRUE,3,1,0
"2017-05-01",912,"15",TRUE,1,1,0
"2017-05-01",912,"16",TRUE,2,1,0
"2017-05-01",912,"17",TRUE,1,1,0
"2017-05-01",912,"18",TRUE,1,1,0
"2017-05-01",912,"19",TRUE,2,1,0
"2017-05-01",912,"20",TRUE,2,1,0
"2017-05-01",912,"21",TRUE,3,1,0
"2017-05-01",912,"22",TRUE,1,1,0
"2017-05-01",912,"23",TRUE,2,1,0
"2017-05-01",913,"05",TRUE,1,1,0
"2017-05-01",913,"06",TRUE,3,1,0
"2017-05-01",913,"07",TRUE,3,1,0
"2017-05-01",913,"08",TRUE,2,1,0
"2017-05-01",913,"09",TRUE,3,1,0
"2017-05-01",913,"10",TRUE,2,1,0
"2017-05-01",913,"11",TRUE,3,1,0
"2017-05-01",913,"12",TRUE,2,1,0
"2017-05-01",913,"13",TRUE,3,1,0
"2017-05-01",913,"14",TRUE,2,1,0
"2017-05-01",913,"15",TRUE,3,1,0
"2017-05-01",913,"16",TRUE,2,1,0
"2017-05-01",913,"17",TRUE,3,1,0
"2017-05-01",913,"18",TRUE,2,1,0
"2017-05-01",913,"19",TRUE,3,1,0
"2017-05-01",913,"20",TRUE,2,1,0
"2017-05-01",913,"21",TRUE,3,1,0
"2017-05-01",913,"22",TRUE,2,1,0
"2017-05-01",913,"23",TRUE,2,1,0
"2017-05-01",916,"07",TRUE,1,1,0
"2017-05-01",916,"10",TRUE,1,1,0
"2017-05-01",916,"11",TRUE,1,1,0
"2017-05-01",916,"12",TRUE,1,1,0
"2017-05-01",917,"06",TRUE,1,1,0
"2017-05-01",917,"07",TRUE,1,1,0
"2017-05-01",917,"08",TRUE,3,1,0
"2017-05-01",917,"09",TRUE,1,1,0
"2017-05-01",917,"10",TRUE,1,1,0
"2017-05-01",917,"14",TRUE,1,1,0
"2017-05-01",917,"15",TRUE,2,1,0
"2017-05-01",917,"16",TRUE,1,1,0
"2017-05-01",917,"17",TRUE,2,1,0
"2017-05-01",917,"18",TRUE,2,1,0
"2017-05-01",917,"19",TRUE,2,1,0
"2017-05-01",917,"20",TRUE,2,1,0
"2017-05-01",917,"21",TRUE,2,1,0
"2017-05-01",917,"22",TRUE,2,1,0
"2017-05-01",917,"23",TRUE,2,1,0
"2017-05-01",918,"06",TRUE,1,1,0
"2017-05-01",918,"07",TRUE,3,1,0
"2017-05-01",918,"08",TRUE,2,1,0
"2017-05-01",918,"09",TRUE,2,1,0
"2017-05-01",918,"10",TRUE,2,1,0
"2017-05-01",918,"11",TRUE,2,1,0
"2017-05-01",918,"12",TRUE,3,1,0
"2017-05-01",918,"13",TRUE,1,1,0
"2017-05-01",918,"14",TRUE,1,1,0
"2017-05-01",918,"15",TRUE,2,1,0
"2017-05-01",918,"16",TRUE,1,1,0
"2017-05-01",918,"17",TRUE,2,1,0
"2017-05-01",918,"18",TRUE,1,1,0
"2017-05-01",918,"19",TRUE,2,1,0
"2017-05-01",918,"20",TRUE,1,1,0
"2017-05-01",918,"21",TRUE,2,1,0
"2017-05-01",918,"22",TRUE,1,1,0
"2017-05-01",924,"05",TRUE,1,1,0
"2017-05-01",924,"06",TRUE,2,1,0
"2017-05-01",924,"07",TRUE,3,1,0
"2017-05-01",924,"08",TRUE,3,1,0
"2017-05-01",924,"09",TRUE,3,1,0
"2017-05-01",924,"10",TRUE,3,1,0
"2017-05-01",924,"11",TRUE,3,1,0
"2017-05-01",924,"12",TRUE,3,1,0
"2017-05-01",924,"13",TRUE,3,1,0
"2017-05-01",924,"14",TRUE,3,1,0
"2017-05-01",924,"15",TRUE,3,1,0
"2017-05-01",924,"16",TRUE,3,1,0
"2017-05-01",924,"17",TRUE,3,1,0
"2017-05-01",924,"18",TRUE,3,1,0
"2017-05-01",924,"19",TRUE,3,1,0
"2017-05-01",924,"20",TRUE,3,1,0
"2017-05-01",924,"21",TRUE,3,1,0
"2017-05-01",924,"22",TRUE,3,1,0
"2017-05-01",924,"23",TRUE,3,1,0
"2017-05-01",965,"05",TRUE,1,1,0
"2017-05-01",965,"06",TRUE,1,1,0
"2017-05-01",965,"07",TRUE,1,1,0
"2017-05-01",965,"08",TRUE,1,1,0
"2017-05-01",965,"09",TRUE,1,1,0
"2017-05-01",965,"10",TRUE,1,1,0
"2017-05-01",965,"11",TRUE,1,1,0
"2017-05-01",965,"12",TRUE,1,1,0
"2017-05-01",965,"13",TRUE,1,1,0
"2017-05-01",965,"14",TRUE,1,1,0
"2017-05-01",965,"15",TRUE,1,1,0
"2017-05-01",965,"16",TRUE,1,1,0
"2017-05-01",965,"17",TRUE,1,1,0
"2017-05-01",965,"18",TRUE,1,1,0
"2017-05-01",965,"19",TRUE,1,1,0
"2017-05-01",965,"20",TRUE,1,1,0
"2017-05-01",965,"21",TRUE,2,1,0
"2017-05-01",965,"22",TRUE,2,1,0
"2017-05-01",965,"23",TRUE,1,1,0
"2017-05-01",967,"13",TRUE,1,1,0
"2017-05-01",967,"14",TRUE,2,1,0
"2017-05-01",967,"15",TRUE,2,1,0
"2017-05-01",967,"16",TRUE,2,1,0
"2017-05-01",967,"17",TRUE,2,1,0
"2017-05-01",967,"18",TRUE,2,1,0
"2017-05-01",967,"19",TRUE,2,1,0
"2017-05-01",967,"20",TRUE,2,1,0
"2017-05-01",967,"21",TRUE,2,1,0
"2017-05-01",967,"22",TRUE,2,1,0
"2017-05-01",967,"23",TRUE,2,1,0
"2017-05-01",972,"05",TRUE,1,1,0
"2017-05-01",972,"06",TRUE,3,1,0
"2017-05-01",972,"07",TRUE,3,1,0
"2017-05-01",972,"08",TRUE,4,1,0
"2017-05-01",972,"09",TRUE,3,1,0
"2017-05-01",972,"10",TRUE,4,1,0
"2017-05-01",972,"11",TRUE,4,1,0
"2017-05-01",972,"12",TRUE,3,1,0
"2017-05-01",972,"13",TRUE,3,1,0
"2017-05-01",972,"14",TRUE,4,1,0
"2017-05-01",972,"15",TRUE,4,1,0
"2017-05-01",972,"16",TRUE,3,1,0
"2017-05-01",972,"17",TRUE,4,1,0
"2017-05-01",972,"18",TRUE,4,1,0
"2017-05-01",972,"19",TRUE,3,1,0
"2017-05-01",972,"20",TRUE,3,1,0
"2017-05-01",972,"21",TRUE,3,1,0
"2017-05-01",972,"22",TRUE,3,1,0
"2017-05-01",972,"23",TRUE,2,1,0
