"date","busCode","hasBusBunching","trips","percTrips"
"2017-05-01","HA028","FALSE",12,1
"2017-05-01","HA030","FALSE",19,1
"2017-05-01","HA258","FALSE",3,1
"2017-05-01","HA266","FALSE",21,1
"2017-05-01","HA278","FALSE",11,1
"2017-05-01","HA279","FALSE",15,1
"2017-05-01","HA282","FALSE",17,1
"2017-05-01","HA283","FALSE",19,1
"2017-05-01","HA284","FALSE",18,1
"2017-05-01","HA286","FALSE",15,1
"2017-05-01","HA288","FALSE",16,1
"2017-05-01","HA291","FALSE",18,1
"2017-05-01","HA296","FALSE",18,0.947368421052632
"2017-05-01","HA296","TRUE",1,0.0526315789473684
"2017-05-01","HA297","FALSE",11,1
"2017-05-01","HA298","FALSE",19,1
"2017-05-01","HA601","FALSE",13,1
"2017-05-01","HA617","FALSE",14,1
"2017-05-01","HB300","FALSE",6,1
"2017-05-01","HB604","FALSE",8,1
"2017-05-01","HB605","FALSE",7,0.875
"2017-05-01","HB605","TRUE",1,0.125
"2017-05-01","HC300","FALSE",13,1
"2017-05-01","HC303","FALSE",14,1
"2017-05-01","HC850","FALSE",18,1
"2017-05-01","HD240","FALSE",11,0.916666666666667
"2017-05-01","HD240","TRUE",1,0.0833333333333333
"2017-05-01","HD241","FALSE",6,0.75
"2017-05-01","HD241","TRUE",2,0.25
"2017-05-01","HD242","FALSE",8,0.8
"2017-05-01","HD242","TRUE",2,0.2
"2017-05-01","HD243","FALSE",14,1
"2017-05-01","HD244","FALSE",2,1
"2017-05-01","HD245","FALSE",13,0.928571428571429
"2017-05-01","HD245","TRUE",1,0.0714285714285714
"2017-05-01","HD249","FALSE",12,0.857142857142857
"2017-05-01","HD249","TRUE",2,0.142857142857143
"2017-05-01","HD250","FALSE",11,0.846153846153846
"2017-05-01","HD250","TRUE",2,0.153846153846154
"2017-05-01","HD251","FALSE",2,1
"2017-05-01","HE689","FALSE",14,1
"2017-05-01","HE699","FALSE",14,1
"2017-05-01","HE702","FALSE",17,0.944444444444444
"2017-05-01","HE702","TRUE",1,0.0555555555555556
"2017-05-01","HE706","FALSE",18,1
"2017-05-01","HE711","FALSE",3,0.375
"2017-05-01","HE711","TRUE",5,0.625
"2017-05-01","HL307","FALSE",8,1
"2017-05-01","HL308","FALSE",11,1
"2017-05-01","HL321","FALSE",11,1
"2017-05-01","HL322","FALSE",3,1
"2017-05-01","HN403","FALSE",7,1
"2017-05-01","HN604","FALSE",6,1
"2017-05-01","HN606","FALSE",12,1
"2017-05-01","HN607","FALSE",17,1
"2017-05-01","HN609","FALSE",14,1
"2017-05-01","HN610","FALSE",18,1
"2017-05-01","HR028","FALSE",14,1
"2017-05-01","HR030","FALSE",14,1
"2017-05-01","HR041","FALSE",14,1
"2017-05-01","HR042","FALSE",14,1
"2017-05-01","HR410","FALSE",10,1
"2017-05-01","JA001","FALSE",19,0.904761904761905
"2017-05-01","JA001","TRUE",2,0.0952380952380952
"2017-05-01","JA006","FALSE",9,1
"2017-05-01","JA008","FALSE",16,0.888888888888889
"2017-05-01","JA008","TRUE",2,0.111111111111111
"2017-05-01","JA010","FALSE",16,1
"2017-05-01","JA018","FALSE",13,1
"2017-05-01","JA024","FALSE",23,1
"2017-05-01","JA025","FALSE",10,0.909090909090909
"2017-05-01","JA025","TRUE",1,0.0909090909090909
"2017-05-01","JA026","FALSE",8,1
"2017-05-01","JA300","FALSE",11,1
"2017-05-01","JB301","FALSE",10,1
"2017-05-01","JC004","FALSE",20,1
"2017-05-01","JC010","FALSE",16,1
"2017-05-01","JC014","FALSE",21,1
"2017-05-01","JC853","FALSE",18,1
"2017-05-01","JC854","FALSE",17,1
"2017-05-01","JC857","FALSE",16,1
"2017-05-01","JC861","FALSE",4,1
"2017-05-01","JC864","FALSE",11,1
"2017-05-01","KA602","FALSE",18,1
"2017-05-01","KA605","FALSE",18,1
"2017-05-01","KA689","FALSE",11,1
"2017-05-01","KB499","FALSE",6,1
"2017-05-01","KB600","FALSE",7,1
"2017-05-01","KB604","FALSE",7,1
"2017-05-01","KB605","FALSE",7,1
"2017-05-01","KC002","FALSE",16,1
"2017-05-01","KE842","FALSE",11,0.647058823529412
"2017-05-01","KE842","TRUE",6,0.352941176470588
"2017-05-01","KE843","FALSE",13,0.8125
"2017-05-01","KE843","TRUE",3,0.1875
"2017-05-01","LA007","FALSE",18,1
"2017-05-01","LA008","FALSE",18,1
"2017-05-01","LA010","FALSE",9,1
"2017-05-01","LA011","FALSE",24,1
"2017-05-01","LA012","FALSE",13,1
"2017-05-01","LA850","FALSE",32,1
"2017-05-01","LA851","FALSE",27,1
"2017-05-01","LB300","FALSE",3,0.75
"2017-05-01","LB300","TRUE",1,0.25
"2017-05-01","LB600","FALSE",8,1
"2017-05-01","LB601","FALSE",7,1
"2017-05-01","LB602","FALSE",3,1
"2017-05-01","LB603","FALSE",7,1
"2017-05-01","LC014","FALSE",15,1
"2017-05-01","LC015","FALSE",5,1
"2017-05-01","LC018","FALSE",14,1
"2017-05-01","LC020","FALSE",14,1
"2017-05-01","LC021","FALSE",15,1
"2017-05-01","LC028","FALSE",15,1
"2017-05-01","LC507","FALSE",4,1
"2017-05-01","LC852","FALSE",17,1
"2017-05-01","LE700","FALSE",5,0.625
"2017-05-01","LE700","TRUE",3,0.375
"2017-05-01","LE702","FALSE",9,1
"2017-05-01","LE709","FALSE",1,1
"2017-05-01","LE710","FALSE",9,1
"2017-05-01","LL302","FALSE",10,1
"2017-05-01","LL304","FALSE",10,1
"2017-05-01","LN004","FALSE",24,1
"2017-05-01","LN403","FALSE",15,1
