"route","time","hasBusBunching","trips","percTripsWithoutBB","percTripsWithBB"
"625","18",TRUE,57,0.919354838709677,0.0806451612903226
"625","19",TRUE,61,1,0
"625","20",TRUE,45,1,0
"625","21",TRUE,34,1,0
"625","22",TRUE,37,1,0
"625","23",TRUE,31,1,0
"627","05",TRUE,16,1,0
"627","06",TRUE,30,1,0
"627","07",TRUE,32,1,0
"627","08",TRUE,26,1,0
"627","09",TRUE,31,1,0
"627","10",TRUE,27,1,0
"627","11",TRUE,28,1,0
"627","12",TRUE,31,1,0
"627","13",TRUE,27,1,0
"627","14",TRUE,34,1,0
"627","15",TRUE,32,1,0
"627","16",TRUE,32,1,0
"627","17",TRUE,35,1,0
"627","18",TRUE,29,1,0
"627","19",TRUE,31,1,0
"627","20",TRUE,22,1,0
"627","21",TRUE,25,1,0
"627","22",TRUE,25,1,0
"627","23",TRUE,16,1,0
"628","04",TRUE,7,1,0
"628","05",TRUE,27,1,0
"628","06",TRUE,56,1,0
"628","07",TRUE,50,0.943396226415094,0.0566037735849056
"628","08",TRUE,34,0.918918918918919,0.081081081081081
"628","09",TRUE,29,1,0
"628","10",TRUE,24,1,0
"628","11",TRUE,25,1,0
"628","12",TRUE,25,1,0
"628","13",TRUE,26,1,0
"628","14",TRUE,32,1,0
"628","15",TRUE,29,1,0
"628","16",TRUE,26,1,0
"628","17",TRUE,31,1,0
"628","18",TRUE,35,1,0
"628","19",TRUE,36,0.947368421052632,0.0526315789473685
"628","20",TRUE,26,1,0
"628","21",TRUE,31,1,0
"628","22",TRUE,30,1,0
"628","23",TRUE,19,1,0
"629","04",TRUE,3,1,0
"629","05",TRUE,16,0.888888888888889,0.111111111111111
"629","06",TRUE,32,0.888888888888889,0.111111111111111
"629","07",TRUE,41,0.911111111111111,0.0888888888888889
"629","08",TRUE,39,0.906976744186046,0.0930232558139535
"629","09",TRUE,34,1,0
"629","10",TRUE,30,1,0
"629","11",TRUE,31,1,0
"629","12",TRUE,42,1,0
"629","13",TRUE,40,1,0
"629","14",TRUE,45,1,0
"629","15",TRUE,45,1,0
"629","16",TRUE,45,1,0
"629","17",TRUE,53,1,0
"629","18",TRUE,63,0.940298507462687,0.0597014925373134
"629","19",TRUE,59,0.936507936507937,0.0634920634920635
"629","20",TRUE,46,1,0
"629","21",TRUE,47,1,0
"629","22",TRUE,43,1,0
"629","23",TRUE,36,0.947368421052632,0.0526315789473685
"630","05",TRUE,39,1,0
"630","06",TRUE,54,1,0
"630","07",TRUE,56,1,0
"630","08",TRUE,43,1,0
"630","09",TRUE,31,1,0
"630","10",TRUE,35,1,0
"630","11",TRUE,32,1,0
"630","12",TRUE,32,1,0
"630","13",TRUE,31,1,0
"630","14",TRUE,31,1,0
"630","15",TRUE,32,1,0
"630","16",TRUE,32,1,0
"630","17",TRUE,38,1,0
"630","18",TRUE,44,1,0
"630","19",TRUE,41,1,0
"630","20",TRUE,40,1,0
"630","21",TRUE,37,1,0
"630","22",TRUE,35,1,0
"630","23",TRUE,33,1,0
"631","05",TRUE,4,1,0
"631","06",TRUE,21,1,0
"631","07",TRUE,25,1,0
"631","08",TRUE,27,1,0
"631","09",TRUE,22,1,0
"631","10",TRUE,22,1,0
"631","11",TRUE,23,1,0
"631","12",TRUE,23,1,0
"631","13",TRUE,24,1,0
"631","14",TRUE,24,1,0
"631","15",TRUE,23,1,0
"631","16",TRUE,23,1,0
"631","17",TRUE,27,1,0
"631","18",TRUE,28,1,0
"631","19",TRUE,27,1,0
"631","20",TRUE,31,1,0
"631","21",TRUE,24,1,0
"631","22",TRUE,30,1,0
"631","23",TRUE,26,1,0
"632","05",TRUE,1,1,0
"632","06",TRUE,3,1,0
"632","07",TRUE,5,1,0
"632","08",TRUE,5,1,0
"632","09",TRUE,7,1,0
"632","10",TRUE,5,1,0
"632","11",TRUE,5,1,0
"632","12",TRUE,6,1,0
"632","13",TRUE,7,1,0
"632","14",TRUE,6,1,0
"632","15",TRUE,6,1,0
"632","16",TRUE,11,1,0
"632","17",TRUE,11,1,0
"632","18",TRUE,11,1,0
"632","19",TRUE,14,1,0
"632","20",TRUE,13,1,0
"632","21",TRUE,15,1,0
"632","22",TRUE,11,1,0
"632","23",TRUE,12,1,0
"633","04",TRUE,5,1,0
"633","05",TRUE,27,1,0
"633","06",TRUE,42,1,0
"633","07",TRUE,54,1,0
"633","08",TRUE,50,1,0
"633","09",TRUE,42,1,0
"633","10",TRUE,33,1,0
"633","11",TRUE,45,1,0
"633","12",TRUE,51,1,0
"633","13",TRUE,56,1,0
"633","14",TRUE,49,1,0
"633","15",TRUE,51,1,0
"633","16",TRUE,48,1,0
"633","17",TRUE,53,1,0
"633","18",TRUE,52,1,0
"633","19",TRUE,54,1,0
"633","20",TRUE,42,1,0
"633","21",TRUE,44,1,0
"633","22",TRUE,45,1,0
"633","23",TRUE,36,1,0
"635","05",TRUE,12,1,0
"635","06",TRUE,26,1,0
"635","07",TRUE,26,1,0
"635","08",TRUE,26,1,0
"635","09",TRUE,18,1,0
"635","10",TRUE,16,1,0
"635","11",TRUE,18,1,0
"635","12",TRUE,22,1,0
"635","13",TRUE,17,1,0
"635","14",TRUE,18,1,0
"635","15",TRUE,23,1,0
"635","16",TRUE,17,1,0
"635","17",TRUE,20,1,0
"635","18",TRUE,21,1,0
"635","19",TRUE,23,1,0
"635","20",TRUE,21,1,0
"635","21",TRUE,18,1,0
"635","22",TRUE,21,1,0
"635","23",TRUE,16,1,0
"636","05",TRUE,30,1,0
"636","06",TRUE,48,1,0
"636","07",TRUE,47,1,0
"636","08",TRUE,44,1,0
"636","09",TRUE,30,1,0
"636","10",TRUE,36,1,0
"636","11",TRUE,30,1,0
"636","12",TRUE,28,1,0
"636","13",TRUE,34,1,0
"636","14",TRUE,33,1,0
"636","15",TRUE,28,1,0
"636","16",TRUE,32,1,0
"636","17",TRUE,33,1,0
"636","18",TRUE,38,1,0
"636","19",TRUE,38,1,0
"636","20",TRUE,31,1,0
"636","21",TRUE,38,1,0
"636","22",TRUE,33,1,0
"636","23",TRUE,28,1,0
"637","05",TRUE,8,1,0
"637","06",TRUE,24,1,0
"637","07",TRUE,23,1,0
"637","08",TRUE,25,1,0
"637","09",TRUE,22,1,0
"637","10",TRUE,24,1,0
"637","11",TRUE,24,1,0
"637","12",TRUE,25,1,0
"637","13",TRUE,24,1,0
"637","14",TRUE,22,1,0
"637","15",TRUE,24,1,0
"637","16",TRUE,23,1,0
"637","17",TRUE,25,1,0
"637","18",TRUE,28,1,0
"637","19",TRUE,25,1,0
"637","20",TRUE,26,1,0
"637","21",TRUE,27,1,0
"637","22",TRUE,26,1,0
"637","23",TRUE,23,1,0
"638","04",TRUE,5,1,0
"638","05",TRUE,28,1,0
"638","06",TRUE,46,1,0
"638","07",TRUE,43,1,0
"638","08",TRUE,39,1,0
"638","09",TRUE,41,1,0
"638","10",TRUE,42,1,0
"638","11",TRUE,41,1,0
"638","12",TRUE,40,1,0
"638","13",TRUE,38,1,0
"638","14",TRUE,41,1,0
"638","15",TRUE,47,1,0
"638","16",TRUE,45,1,0
"638","17",TRUE,48,1,0
"638","18",TRUE,49,1,0
"638","19",TRUE,50,1,0
"638","20",TRUE,51,1,0
"638","21",TRUE,44,1,0
"638","22",TRUE,41,1,0
"638","23",TRUE,46,1,0
"639","04",TRUE,11,1,0
"639","05",TRUE,43,1,0
"639","06",TRUE,73,0.973333333333333,0.0266666666666666
"639","07",TRUE,78,1,0
"639","08",TRUE,72,0.888888888888889,0.111111111111111
"639","09",TRUE,50,1,0
"639","10",TRUE,40,1,0
"639","11",TRUE,42,1,0
"639","12",TRUE,42,1,0
"639","13",TRUE,37,1,0
"639","14",TRUE,41,1,0
"639","15",TRUE,42,1,0
"639","16",TRUE,44,1,0
"639","17",TRUE,55,1,0
"639","18",TRUE,64,1,0
"639","19",TRUE,57,0.876923076923077,0.123076923076923
"639","20",TRUE,44,1,0
"639","21",TRUE,33,1,0
"639","22",TRUE,31,1,0
"639","23",TRUE,30,1,0
"640","05",TRUE,9,1,0
"640","06",TRUE,24,1,0
"640","07",TRUE,25,1,0
"640","08",TRUE,22,1,0
"640","09",TRUE,18,1,0
"640","10",TRUE,19,1,0
"640","11",TRUE,17,1,0
"640","12",TRUE,19,1,0
"640","13",TRUE,18,1,0
"640","14",TRUE,19,1,0
"640","15",TRUE,17,1,0
"640","16",TRUE,18,1,0
"640","17",TRUE,22,1,0
"640","18",TRUE,26,1,0
"640","19",TRUE,25,1,0
"640","20",TRUE,21,1,0
"640","21",TRUE,19,1,0
"640","22",TRUE,18,1,0
"640","23",TRUE,18,1,0
"641","05",TRUE,4,1,0
"641","06",TRUE,9,1,0
"641","07",TRUE,15,1,0
"641","08",TRUE,15,1,0
"641","09",TRUE,12,1,0
"641","10",TRUE,13,1,0
"641","11",TRUE,15,1,0
"641","12",TRUE,17,1,0
"641","13",TRUE,17,1,0
"641","14",TRUE,12,1,0
"641","15",TRUE,8,1,0
"641","16",TRUE,4,1,0
"641","17",TRUE,17,1,0
"641","18",TRUE,18,1,0
"641","19",TRUE,16,1,0
"641","20",TRUE,16,1,0
"641","21",TRUE,18,1,0
"641","22",TRUE,13,1,0
"641","23",TRUE,11,1,0
"642","05",TRUE,17,1,0
"642","06",TRUE,20,1,0
"642","07",TRUE,18,1,0
"642","08",TRUE,23,1,0
"642","09",TRUE,15,1,0
"642","10",TRUE,11,1,0
"642","11",TRUE,14,1,0
"642","12",TRUE,15,1,0
"642","13",TRUE,15,1,0
"642","14",TRUE,14,1,0
"642","15",TRUE,18,1,0
"642","16",TRUE,16,1,0
"642","17",TRUE,18,1,0
"642","18",TRUE,17,1,0
"642","19",TRUE,21,1,0
"642","20",TRUE,17,1,0
"642","21",TRUE,15,1,0
"642","22",TRUE,20,1,0
"642","23",TRUE,17,1,0
"643","04",TRUE,3,1,0
"643","05",TRUE,12,1,0
"643","06",TRUE,22,1,0
"643","07",TRUE,27,1,0
"643","08",TRUE,32,1,0
"643","09",TRUE,28,1,0
"643","10",TRUE,31,1,0
"643","11",TRUE,33,1,0
"643","12",TRUE,30,1,0
"643","13",TRUE,30,1,0
"643","14",TRUE,30,1,0
"643","15",TRUE,28,1,0
"643","16",TRUE,30,1,0
"643","17",TRUE,37,1,0
"643","18",TRUE,33,0.942857142857143,0.0571428571428572
"643","19",TRUE,34,0.944444444444444,0.0555555555555556
"643","20",TRUE,33,1,0
"643","21",TRUE,26,1,0
"643","22",TRUE,21,1,0
"643","23",TRUE,16,1,0
"644","05",TRUE,6,1,0
"644","06",TRUE,18,1,0
"644","07",TRUE,12,1,0
"644","08",TRUE,15,1,0
"644","09",TRUE,12,1,0
"644","10",TRUE,17,1,0
"644","11",TRUE,12,1,0
"644","12",TRUE,18,1,0
"644","13",TRUE,12,1,0
"644","14",TRUE,14,1,0
"644","15",TRUE,13,1,0
"644","16",TRUE,14,1,0
"644","17",TRUE,14,1,0
"644","18",TRUE,13,1,0
"644","19",TRUE,17,1,0
"644","20",TRUE,16,1,0
"644","21",TRUE,14,1,0
"644","22",TRUE,17,1,0
"644","23",TRUE,6,1,0
"646","04",TRUE,4,1,0
"646","05",TRUE,27,1,0
"646","06",TRUE,47,1,0
"646","07",TRUE,47,1,0
"646","08",TRUE,46,1,0
"646","09",TRUE,39,1,0
"646","10",TRUE,42,1,0
"646","11",TRUE,40,1,0
"646","12",TRUE,40,1,0
"646","13",TRUE,36,1,0
"646","14",TRUE,36,1,0
"646","15",TRUE,36,1,0
"646","16",TRUE,36,1,0
"646","17",TRUE,44,1,0
"646","18",TRUE,50,1,0
"646","19",TRUE,41,1,0
"646","20",TRUE,33,1,0
"646","21",TRUE,36,1,0
"646","22",TRUE,36,1,0
"646","23",TRUE,25,1,0
"649","05",TRUE,15,1,0
"649","06",TRUE,27,1,0
"649","07",TRUE,28,1,0
"649","08",TRUE,25,1,0
"649","09",TRUE,18,1,0
"649","10",TRUE,19,1,0
"649","11",TRUE,20,1,0
"649","12",TRUE,23,1,0
"649","13",TRUE,23,1,0
"649","14",TRUE,20,1,0
"649","15",TRUE,20,1,0
"649","16",TRUE,21,1,0
"649","17",TRUE,27,1,0
"649","18",TRUE,26,1,0
"649","19",TRUE,24,1,0
"649","20",TRUE,20,1,0
"649","21",TRUE,21,1,0
"649","22",TRUE,23,1,0
"649","23",TRUE,21,1,0
"650","04",TRUE,10,1,0
"650","05",TRUE,31,1,0
"650","06",TRUE,76,0.974358974358974,0.0256410256410257
"650","07",TRUE,96,0.979591836734694,0.0204081632653061
"650","08",TRUE,78,0.975,0.025
"650","09",TRUE,51,0.962264150943396,0.0377358490566038
"650","10",TRUE,51,0.962264150943396,0.0377358490566038
"650","11",TRUE,59,0.951612903225806,0.0483870967741935
"650","12",TRUE,67,0.971014492753623,0.0289855072463768
"650","13",TRUE,66,1,0
"650","14",TRUE,64,1,0
"650","15",TRUE,69,1,0
"650","16",TRUE,81,1,0
"650","17",TRUE,102,0.980769230769231,0.0192307692307693
"650","18",TRUE,99,0.951923076923077,0.0480769230769231
"650","19",TRUE,93,0.978947368421053,0.0210526315789473
"650","20",TRUE,74,0.973684210526316,0.0263157894736842
"650","21",TRUE,75,1,0
"650","22",TRUE,73,1,0
"650","23",TRUE,55,1,0
"652","04",TRUE,3,1,0
"652","05",TRUE,16,1,0
"652","06",TRUE,28,1,0
"652","07",TRUE,38,1,0
"652","08",TRUE,33,1,0
"652","09",TRUE,29,1,0
"652","10",TRUE,26,1,0
"652","11",TRUE,29,1,0
"652","12",TRUE,29,1,0
"652","13",TRUE,32,1,0
"652","14",TRUE,31,1,0
"652","15",TRUE,27,1,0
"652","16",TRUE,29,1,0
"652","17",TRUE,38,1,0
"652","18",TRUE,42,1,0
"652","19",TRUE,37,1,0
"652","20",TRUE,30,1,0
"652","21",TRUE,29,1,0
"652","22",TRUE,20,1,0
"652","23",TRUE,21,1,0
"653","05",TRUE,24,1,0
"653","06",TRUE,39,1,0
"653","07",TRUE,44,0.88,0.12
"653","08",TRUE,48,1,0
"653","09",TRUE,31,1,0
"653","10",TRUE,33,1,0
"653","11",TRUE,34,1,0
"653","12",TRUE,34,1,0
"653","13",TRUE,35,1,0
"653","14",TRUE,38,1,0
"653","15",TRUE,32,1,0
"653","16",TRUE,39,1,0
"653","17",TRUE,39,1,0
"653","18",TRUE,43,1,0
"653","19",TRUE,42,1,0
"653","20",TRUE,34,1,0
"653","21",TRUE,36,1,0
"653","22",TRUE,30,1,0
"653","23",TRUE,23,1,0
"654","05",TRUE,20,1,0
"654","06",TRUE,29,1,0
"654","07",TRUE,32,1,0
"654","08",TRUE,25,1,0
"654","09",TRUE,20,1,0
"654","10",TRUE,19,1,0
"654","11",TRUE,21,1,0
"654","12",TRUE,30,1,0
"654","13",TRUE,22,1,0
"654","14",TRUE,25,1,0
"654","15",TRUE,27,1,0
"654","16",TRUE,26,1,0
"654","17",TRUE,29,1,0
"654","18",TRUE,31,1,0
"654","19",TRUE,24,1,0
"654","20",TRUE,21,1,0
"654","21",TRUE,22,1,0
"654","22",TRUE,20,1,0
"654","23",TRUE,19,1,0
"655","04",TRUE,5,1,0
"655","05",TRUE,28,1,0
"655","06",TRUE,44,1,0
"655","07",TRUE,50,1,0
"655","08",TRUE,51,0.962264150943396,0.0377358490566038
"655","09",TRUE,47,1,0
"655","10",TRUE,45,1,0
"655","11",TRUE,45,1,0
"655","12",TRUE,45,1,0
"655","13",TRUE,46,1,0
"655","14",TRUE,44,1,0
"655","15",TRUE,46,1,0
"655","16",TRUE,45,1,0
"655","17",TRUE,41,1,0
"655","18",TRUE,45,1,0
"655","19",TRUE,43,1,0
"655","20",TRUE,41,1,0
"655","21",TRUE,40,1,0
"655","22",TRUE,40,1,0
"655","23",TRUE,33,1,0
"656","05",TRUE,16,1,0
"656","06",TRUE,17,1,0
"656","07",TRUE,24,1,0
"656","08",TRUE,21,1,0
"656","09",TRUE,19,1,0
"656","10",TRUE,19,1,0
"656","11",TRUE,20,1,0
"656","12",TRUE,24,1,0
"656","13",TRUE,20,1,0
"656","14",TRUE,20,1,0
"656","15",TRUE,22,1,0
"656","16",TRUE,25,1,0
"656","17",TRUE,20,1,0
"656","18",TRUE,17,1,0
"656","19",TRUE,20,1,0
"656","20",TRUE,20,1,0
"656","21",TRUE,22,1,0
"656","22",TRUE,16,1,0
"656","23",TRUE,11,1,0
"657","05",TRUE,5,1,0
"657","06",TRUE,17,1,0
"657","07",TRUE,18,1,0
"657","08",TRUE,20,1,0
"657","09",TRUE,20,1,0
"657","10",TRUE,22,1,0
"657","11",TRUE,20,1,0
"657","12",TRUE,23,1,0
"657","13",TRUE,22,1,0
"657","14",TRUE,23,1,0
"657","15",TRUE,22,1,0
"657","16",TRUE,23,1,0
"657","17",TRUE,24,1,0
"657","18",TRUE,19,1,0
"657","19",TRUE,23,1,0
"657","20",TRUE,23,1,0
"657","21",TRUE,26,1,0
"657","22",TRUE,22,1,0
"657","23",TRUE,22,1,0
"658","05",TRUE,37,1,0
"658","06",TRUE,83,1,0
"658","07",TRUE,67,0.905405405405405,0.0945945945945946
"658","08",TRUE,66,0.956521739130435,0.0434782608695652
"658","09",TRUE,43,1,0
"658","10",TRUE,45,1,0
"658","11",TRUE,54,1,0
"658","12",TRUE,56,1,0
"658","13",TRUE,57,1,0
"658","14",TRUE,57,1,0
"658","15",TRUE,67,1,0
"658","16",TRUE,61,1,0
"658","17",TRUE,79,1,0
"658","18",TRUE,85,1,0
"658","19",TRUE,66,0.970588235294118,0.0294117647058824
"658","20",TRUE,50,1,0
"658","21",TRUE,46,1,0
"658","22",TRUE,45,1,0
"658","23",TRUE,36,1,0
"659","05",TRUE,11,1,0
"659","06",TRUE,28,1,0
"659","07",TRUE,35,1,0
"659","08",TRUE,33,1,0
"659","09",TRUE,32,1,0
"659","10",TRUE,36,1,0
"659","11",TRUE,38,1,0
"659","12",TRUE,32,1,0
"659","13",TRUE,40,1,0
"659","14",TRUE,38,1,0
"659","15",TRUE,41,1,0
"659","16",TRUE,34,1,0
"659","17",TRUE,44,1,0
"659","18",TRUE,45,1,0
"659","19",TRUE,44,1,0
"659","20",TRUE,36,1,0
"659","21",TRUE,41,1,0
"659","22",TRUE,38,1,0
"659","23",TRUE,33,1,0
"661","05",TRUE,5,1,0
"661","06",TRUE,17,1,0
"661","07",TRUE,22,1,0
"661","08",TRUE,21,1,0
"661","09",TRUE,14,1,0
"661","10",TRUE,14,1,0
"661","11",TRUE,17,1,0
"661","12",TRUE,15,1,0
"661","13",TRUE,15,1,0
"661","14",TRUE,15,1,0
"661","15",TRUE,16,1,0
"661","16",TRUE,22,1,0
"661","17",TRUE,28,1,0
"661","18",TRUE,30,1,0
"661","19",TRUE,29,1,0
"661","20",TRUE,16,1,0
"661","21",TRUE,17,1,0
"661","22",TRUE,16,1,0
"661","23",TRUE,15,1,0
"662","05",TRUE,2,1,0
"662","06",TRUE,11,1,0
"662","07",TRUE,19,1,0
"662","08",TRUE,20,1,0
"662","09",TRUE,19,1,0
"662","10",TRUE,19,1,0
"662","11",TRUE,18,1,0
"662","12",TRUE,18,1,0
"662","13",TRUE,19,1,0
"662","14",TRUE,19,1,0
"662","15",TRUE,18,1,0
"662","16",TRUE,19,1,0
"662","17",TRUE,23,1,0
"662","18",TRUE,26,1,0
"662","19",TRUE,22,1,0
"662","20",TRUE,16,1,0
"662","21",TRUE,18,1,0
"662","22",TRUE,20,1,0
"662","23",TRUE,18,1,0
"663","05",TRUE,6,1,0
"663","06",TRUE,17,1,0
"663","07",TRUE,22,1,0
"663","08",TRUE,25,1,0
"663","09",TRUE,27,1,0
"663","10",TRUE,26,1,0
"663","11",TRUE,26,1,0
"663","12",TRUE,29,1,0
"663","13",TRUE,33,1,0
"663","14",TRUE,34,1,0
"663","15",TRUE,35,1,0
"663","16",TRUE,36,1,0
"663","17",TRUE,32,1,0
"663","18",TRUE,35,1,0
"663","19",TRUE,39,1,0
"663","20",TRUE,38,1,0
"663","21",TRUE,38,1,0
"663","22",TRUE,37,1,0
"663","23",TRUE,31,1,0
"665","05",TRUE,4,1,0
"665","06",TRUE,11,1,0
"665","07",TRUE,15,1,0
"665","08",TRUE,17,1,0
"665","09",TRUE,19,1,0
"665","10",TRUE,19,1,0
"665","11",TRUE,18,1,0
"665","12",TRUE,18,1,0
"665","13",TRUE,24,1,0
"665","14",TRUE,22,1,0
"665","15",TRUE,22,1,0
"665","16",TRUE,25,1,0
"665","17",TRUE,22,1,0
"665","18",TRUE,25,1,0
"665","19",TRUE,26,0.896551724137931,0.103448275862069
"665","20",TRUE,22,0.785714285714286,0.214285714285714
"665","21",TRUE,19,1,0
"665","22",TRUE,20,1,0
"665","23",TRUE,22,1,0
"666","06",TRUE,4,1,0
"666","07",TRUE,10,1,0
"666","08",TRUE,12,1,0
"666","09",TRUE,11,1,0
"666","10",TRUE,12,1,0
"666","11",TRUE,12,1,0
"666","12",TRUE,11,1,0
"666","13",TRUE,12,1,0
"666","14",TRUE,8,1,0
"666","15",TRUE,11,1,0
"666","16",TRUE,11,1,0
"666","17",TRUE,12,1,0
"666","18",TRUE,11,1,0
"666","19",TRUE,13,1,0
"666","20",TRUE,13,1,0
"666","21",TRUE,12,1,0
"666","22",TRUE,12,1,0
"666","23",TRUE,12,1,0
"668","06",TRUE,8,1,0
"668","07",TRUE,22,1,0
"668","08",TRUE,4,1,0
"668","11",TRUE,2,1,0
"668","12",TRUE,3,1,0
"668","16",TRUE,3,1,0
"668","17",TRUE,5,1,0
"668","18",TRUE,3,1,0
"670","05",TRUE,3,1,0
"670","06",TRUE,8,1,0
"670","07",TRUE,8,1,0
"670","08",TRUE,9,1,0
"670","09",TRUE,9,1,0
"670","10",TRUE,8,1,0
"670","11",TRUE,9,1,0
"670","12",TRUE,10,1,0
"670","13",TRUE,10,1,0
"670","14",TRUE,10,1,0
"670","15",TRUE,11,1,0
"670","16",TRUE,9,1,0
"670","17",TRUE,9,1,0
"670","18",TRUE,9,1,0
"670","19",TRUE,9,1,0
"670","20",TRUE,8,1,0
"670","21",TRUE,8,1,0
"670","22",TRUE,8,1,0
"670","23",TRUE,6,1,0
"671","05",TRUE,2,1,0
"671","06",TRUE,10,1,0
"671","07",TRUE,16,1,0
"671","08",TRUE,16,1,0
"671","09",TRUE,4,1,0
"671","10",TRUE,4,1,0
"671","11",TRUE,14,1,0
"671","12",TRUE,23,1,0
"671","13",TRUE,17,1,0
"671","14",TRUE,4,1,0
"671","15",TRUE,4,1,0
"671","16",TRUE,4,1,0
"671","17",TRUE,14,1,0
"671","18",TRUE,23,1,0
"671","19",TRUE,19,1,0
"671","20",TRUE,5,1,0
"671","21",TRUE,5,1,0
"671","22",TRUE,5,1,0
"671","23",TRUE,3,1,0
"673","05",TRUE,8,1,0
"673","06",TRUE,17,1,0
"673","07",TRUE,21,1,0
"673","08",TRUE,20,1,0
"673","09",TRUE,20,1,0
"673","10",TRUE,21,1,0
"673","11",TRUE,21,1,0
"673","12",TRUE,19,1,0
"673","13",TRUE,18,1,0
"673","14",TRUE,17,1,0
"673","15",TRUE,20,1,0
"673","16",TRUE,22,1,0
"673","17",TRUE,23,1,0
"673","18",TRUE,22,1,0
"673","19",TRUE,28,1,0
"673","20",TRUE,24,1,0
"673","21",TRUE,24,1,0
"673","22",TRUE,23,1,0
"673","23",TRUE,16,1,0
"674","05",TRUE,8,1,0
"674","06",TRUE,19,1,0
"674","07",TRUE,24,1,0
"674","08",TRUE,26,1,0
"674","09",TRUE,29,1,0
"674","10",TRUE,30,1,0
"674","11",TRUE,27,1,0
"674","12",TRUE,29,1,0
"674","13",TRUE,29,1,0
"674","14",TRUE,26,1,0
"674","15",TRUE,28,1,0
"674","16",TRUE,33,1,0
"674","17",TRUE,31,1,0
"674","18",TRUE,27,1,0
"674","19",TRUE,27,1,0
"674","20",TRUE,25,1,0
"674","21",TRUE,26,1,0
"674","22",TRUE,24,1,0
"674","23",TRUE,17,1,0
"680","04",TRUE,5,1,0
"680","05",TRUE,32,1,0
"680","06",TRUE,58,1,0
"680","07",TRUE,55,1,0
"680","08",TRUE,42,1,0
"680","09",TRUE,40,1,0
"680","10",TRUE,42,1,0
"680","11",TRUE,39,1,0
"680","12",TRUE,43,1,0
"680","13",TRUE,42,1,0
"680","14",TRUE,43,1,0
"680","15",TRUE,41,1,0
"680","16",TRUE,39,1,0
"680","17",TRUE,46,1,0
"680","18",TRUE,49,1,0
"680","19",TRUE,49,1,0
"680","20",TRUE,42,1,0
"680","21",TRUE,39,1,0
"680","22",TRUE,36,1,0
"680","23",TRUE,35,1,0
"681","05",TRUE,6,1,0
"681","06",TRUE,12,1,0
"681","07",TRUE,12,1,0
"681","08",TRUE,11,1,0
"681","09",TRUE,10,1,0
"681","10",TRUE,11,1,0
"681","11",TRUE,11,1,0
"681","12",TRUE,11,1,0
"681","13",TRUE,11,1,0
"681","14",TRUE,11,1,0
"681","15",TRUE,11,1,0
"681","16",TRUE,11,1,0
"681","17",TRUE,11,1,0
"681","18",TRUE,11,1,0
"681","19",TRUE,12,1,0
"681","20",TRUE,12,1,0
"681","21",TRUE,17,1,0
"681","22",TRUE,12,1,0
"681","23",TRUE,12,1,0
"683","05",TRUE,7,1,0
"683","06",TRUE,13,1,0
"683","07",TRUE,16,1,0
"683","08",TRUE,14,1,0
"683","09",TRUE,13,1,0
"683","10",TRUE,14,1,0
"683","11",TRUE,10,1,0
"683","12",TRUE,13,1,0
"683","13",TRUE,12,1,0
"683","14",TRUE,13,1,0
"683","15",TRUE,11,1,0
"683","16",TRUE,10,1,0
"683","17",TRUE,18,1,0
"683","18",TRUE,17,1,0
"683","19",TRUE,12,1,0
"683","20",TRUE,13,1,0
"683","21",TRUE,12,1,0
"683","22",TRUE,13,1,0
"683","23",TRUE,11,1,0
"684","04",TRUE,7,1,0
"684","05",TRUE,38,1,0
"684","06",TRUE,87,0.956043956043956,0.0439560439560439
"684","07",TRUE,94,0.979166666666667,0.0208333333333334
"684","08",TRUE,73,1,0
"684","09",TRUE,61,1,0
"684","10",TRUE,65,1,0
"684","11",TRUE,71,1,0
"684","12",TRUE,79,1,0
"684","13",TRUE,74,1,0
"684","14",TRUE,83,1,0
"684","15",TRUE,84,1,0
"684","16",TRUE,91,1,0
"684","17",TRUE,98,1,0
"684","18",TRUE,119,1,0
"684","19",TRUE,110,0.982142857142857,0.0178571428571429
"684","20",TRUE,80,1,0
"684","21",TRUE,79,1,0
"684","22",TRUE,82,1,0
"684","23",TRUE,70,1,0
"685","05",TRUE,22,1,0
"685","06",TRUE,39,1,0
"685","07",TRUE,42,1,0
"685","08",TRUE,37,1,0
"685","09",TRUE,41,1,0
"685","10",TRUE,34,1,0
"685","11",TRUE,32,1,0
"685","12",TRUE,39,1,0
"685","13",TRUE,40,1,0
"685","14",TRUE,34,1,0
"685","15",TRUE,40,1,0
"685","16",TRUE,34,1,0
"685","17",TRUE,38,1,0
"685","18",TRUE,39,1,0
"685","19",TRUE,36,1,0
"685","20",TRUE,34,1,0
"685","21",TRUE,30,1,0
"685","22",TRUE,27,1,0
"685","23",TRUE,16,1,0
"701","05",TRUE,8,1,0
"701","06",TRUE,20,1,0
"701","07",TRUE,30,1,0
"701","08",TRUE,23,0.851851851851852,0.148148148148148
"701","09",TRUE,21,1,0
"701","10",TRUE,21,1,0
"701","11",TRUE,21,1,0
"701","12",TRUE,24,1,0
"701","13",TRUE,25,1,0
"701","14",TRUE,25,1,0
"701","15",TRUE,26,1,0
"701","16",TRUE,25,1,0
"701","17",TRUE,36,0.947368421052632,0.0526315789473685
"701","18",TRUE,35,0.945945945945946,0.0540540540540541
"701","19",TRUE,31,0.939393939393939,0.0606060606060606
"701","20",TRUE,23,1,0
"701","21",TRUE,26,1,0
"701","22",TRUE,24,1,0
