"date","busCode","hasBusBunching","trips","percTrips"
"2017-04-30","GR122","FALSE",7,1
"2017-04-30","GR123","FALSE",9,0.9
"2017-04-30","GR123","TRUE",1,0.1
"2017-04-30","GR124","FALSE",6,1
"2017-04-30","GR125","FALSE",1,1
"2017-04-30","GR126","FALSE",6,1
"2017-04-30","HA001","FALSE",19,1
"2017-04-30","HA002","FALSE",17,1
"2017-04-30","HA003","FALSE",19,1
"2017-04-30","HA005","FALSE",20,1
"2017-04-30","HA010","FALSE",23,1
"2017-04-30","HA011","FALSE",24,1
"2017-04-30","HA012","FALSE",14,1
"2017-04-30","HA013","FALSE",15,1
"2017-04-30","HA014","FALSE",13,1
"2017-04-30","HA015","FALSE",16,1
"2017-04-30","HA016","FALSE",28,1
"2017-04-30","HA017","FALSE",26,1
"2017-04-30","HA019","FALSE",12,1
"2017-04-30","HA020","FALSE",20,1
"2017-04-30","HA021","FALSE",21,1
"2017-04-30","HA022","FALSE",26,1
"2017-04-30","HA024","FALSE",22,1
"2017-04-30","HA025","FALSE",16,1
"2017-04-30","HA026","FALSE",13,1
"2017-04-30","HA027","FALSE",28,1
"2017-04-30","HA029","FALSE",12,0.923076923076923
"2017-04-30","HA029","TRUE",1,0.0769230769230769
"2017-04-30","HA030","FALSE",19,1
"2017-04-30","HA266","FALSE",21,1
"2017-04-30","HA267","FALSE",15,1
"2017-04-30","HA279","FALSE",15,1
"2017-04-30","HA282","FALSE",17,1
"2017-04-30","HA283","FALSE",18,0.947368421052632
"2017-04-30","HA283","TRUE",1,0.0526315789473684
"2017-04-30","HA284","FALSE",18,1
"2017-04-30","HA286","FALSE",15,1
"2017-04-30","HA288","FALSE",15,1
"2017-04-30","HA291","FALSE",18,1
"2017-04-30","HA292","FALSE",3,1
"2017-04-30","HA297","FALSE",11,1
"2017-04-30","HA298","FALSE",6,1
"2017-04-30","HA299","FALSE",11,1
"2017-04-30","HA312","FALSE",11,1
"2017-04-30","HA601","FALSE",13,1
"2017-04-30","HA617","FALSE",14,1
"2017-04-30","HB602","FALSE",6,1
"2017-04-30","HB604","FALSE",6,0.75
"2017-04-30","HB604","TRUE",2,0.25
"2017-04-30","HB605","FALSE",7,0.875
"2017-04-30","HB605","TRUE",1,0.125
"2017-04-30","HC303","FALSE",14,1
"2017-04-30","HC850","FALSE",18,1
"2017-04-30","HD232","FALSE",1,0.333333333333333
"2017-04-30","HD232","TRUE",2,0.666666666666667
"2017-04-30","HD239","FALSE",3,0.375
"2017-04-30","HD239","TRUE",5,0.625
"2017-04-30","HD240","FALSE",3,0.6
"2017-04-30","HD240","TRUE",2,0.4
"2017-04-30","HD242","FALSE",15,1
"2017-04-30","HD243","FALSE",14,1
"2017-04-30","HD245","FALSE",14,1
"2017-04-30","HD247","FALSE",4,0.4
"2017-04-30","HD247","TRUE",6,0.6
"2017-04-30","HD249","FALSE",14,1
"2017-04-30","HD250","FALSE",15,1
"2017-04-30","HE704","FALSE",18,1
"2017-04-30","HE706","FALSE",18,1
"2017-04-30","HL301","FALSE",4,1
"2017-04-30","HL307","FALSE",11,1
"2017-04-30","HL309","FALSE",6,1
"2017-04-30","HL321","FALSE",10,1
"2017-04-30","HN403","FALSE",7,1
"2017-04-30","HN604","FALSE",6,1
"2017-04-30","HN606","FALSE",12,1
"2017-04-30","HN607","FALSE",17,1
"2017-04-30","HN608","FALSE",18,1
"2017-04-30","HN609","FALSE",14,1
"2017-04-30","HR029","FALSE",12,1
"2017-04-30","HR030","FALSE",14,1
"2017-04-30","HR034","FALSE",3,1
"2017-04-30","HR036","FALSE",11,1
"2017-04-30","HR041","FALSE",14,1
"2017-04-30","HR042","FALSE",14,1
"2017-04-30","HR045","FALSE",14,1
"2017-04-30","HR410","FALSE",9,0.9
"2017-04-30","HR410","TRUE",1,0.1
"2017-04-30","JA001","FALSE",22,1
"2017-04-30","JA002","FALSE",21,0.875
"2017-04-30","JA002","TRUE",3,0.125
"2017-04-30","JA006","FALSE",6,0.666666666666667
"2017-04-30","JA006","TRUE",3,0.333333333333333
"2017-04-30","JA008","FALSE",7,1
"2017-04-30","JA010","FALSE",9,1
"2017-04-30","JA014","FALSE",23,1
"2017-04-30","JA026","FALSE",16,0.941176470588235
"2017-04-30","JA026","TRUE",1,0.0588235294117647
"2017-04-30","JA300","FALSE",11,1
"2017-04-30","JB301","FALSE",9,0.9
"2017-04-30","JB301","TRUE",1,0.1
"2017-04-30","JC001","FALSE",20,1
"2017-04-30","JC010","FALSE",5,1
"2017-04-30","JC012","FALSE",21,1
"2017-04-30","JC014","FALSE",10,1
"2017-04-30","JC850","FALSE",18,1
"2017-04-30","JC855","FALSE",21,1
"2017-04-30","JC856","FALSE",16,1
"2017-04-30","KA601","FALSE",5,1
"2017-04-30","KA602","FALSE",16,1
"2017-04-30","KA604","FALSE",18,1
"2017-04-30","KA605","FALSE",5,1
"2017-04-30","KA689","FALSE",2,1
"2017-04-30","KB499","FALSE",2,1
"2017-04-30","KB600","FALSE",7,1
"2017-04-30","KB601","FALSE",7,1
"2017-04-30","KB603","FALSE",7,1
"2017-04-30","KB605","FALSE",3,1
"2017-04-30","KC002","FALSE",15,1
"2017-04-30","KE841","FALSE",13,0.8125
"2017-04-30","KE841","TRUE",3,0.1875
"2017-04-30","KE845","FALSE",14,0.823529411764706
"2017-04-30","KE845","TRUE",3,0.176470588235294
"2017-04-30","LA003","FALSE",17,1
"2017-04-30","LA007","FALSE",18,1
"2017-04-30","LA008","FALSE",18,1
"2017-04-30","LA010","FALSE",9,1
"2017-04-30","LA012","FALSE",13,1
"2017-04-30","LA850","FALSE",31,1
"2017-04-30","LA851","FALSE",27,1
"2017-04-30","LB300","FALSE",3,0.75
"2017-04-30","LB300","TRUE",1,0.25
"2017-04-30","LB601","FALSE",7,1
"2017-04-30","LB602","FALSE",4,0.8
"2017-04-30","LB602","TRUE",1,0.2
"2017-04-30","LB603","FALSE",7,1
"2017-04-30","LC013","FALSE",15,1
"2017-04-30","LC015","FALSE",9,1
"2017-04-30","LC017","FALSE",15,1
"2017-04-30","LC018","FALSE",14,1
"2017-04-30","LC020","FALSE",14,1
"2017-04-30","LC021","FALSE",6,1
"2017-04-30","LC028","FALSE",15,1
"2017-04-30","LC500","FALSE",3,0.75
"2017-04-30","LC500","TRUE",1,0.25
"2017-04-30","LC851","FALSE",24,1
"2017-04-30","LC852","FALSE",17,1
"2017-04-30","LE700","FALSE",1,0.333333333333333
"2017-04-30","LE700","TRUE",2,0.666666666666667
"2017-04-30","LE701","FALSE",5,0.714285714285714
"2017-04-30","LE701","TRUE",2,0.285714285714286
"2017-04-30","LE706","FALSE",9,1
"2017-04-30","LE709","FALSE",7,1
"2017-04-30","LL304","FALSE",10,1
"2017-04-30","LL306","FALSE",1,1
"2017-04-30","LL307","FALSE",9,1
"2017-04-30","LN403","FALSE",15,1
"2017-04-30","MA013","FALSE",19,1
"2017-04-30","MA299","FALSE",2,1
"2017-04-30","MB301","FALSE",8,1
"2017-04-30","MB605","FALSE",6,0.857142857142857
"2017-04-30","MB605","TRUE",1,0.142857142857143
"2017-04-30","MC303","FALSE",19,1
"2017-04-30","MC305","FALSE",21,1
"2017-04-30","MC491","FALSE",20,1
"2017-04-30","MC851","FALSE",14,1
"2017-04-30","ML301","FALSE",11,1
"2017-04-30","ML306","FALSE",11,1
"2017-04-30","MN401","FALSE",28,1
"2017-04-30","MN403","FALSE",21,1
"2017-04-30","MN405","FALSE",13,1
"2017-04-30","MN600","FALSE",25,1
"2017-04-30","MN604","FALSE",22,1
"2017-04-30","MN606","FALSE",18,1
"2017-04-30","MN609","FALSE",17,1
"2017-04-30","MN610","FALSE",20,1
"2017-04-30","MN611","FALSE",15,1
